ID No.,Start Date,Start Date - Month,Start Date - Day,Start Date - Year,End Date,End Date - Month,End Date - Day,End Date - Year,Exhibition Type,Title,Gallery Site,Gallery Terminal,Gallery Area,Gallery Level,Gallery Name
369,09/01/1995,9,1,1995,10/15/1995,10,15,1995,General,Children's Art: Convent of the Sacred Heart Elementary,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
388,09/05/1995,9,5,1995,02/28/1996,2,28,1996,General,"Cuisine: In the Kitchen, On the Table",F02,T3,F,D,F-02 North Connector
333,09/16/1995,9,16,1995,11/15/1995,11,15,1995,General,The First Exposures Program,E02,T3,E,D,E-02 Gate 62 Cultural Wall
198,10/03/1995,10,3,1995,03/25/1996,3,25,1996,General,The Walking Stick,A03,T1,A,D,A-03 Entrance Lobby A
370,10/16/1995,10,16,1995,11/30/1995,11,30,1995,General,Children's Art: Berkeley Child Art Institute,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
266,11/01/1995,11,1,1995,12/01/1995,12,1,1995,Aviation,Aviation in the Pacific,D03,T2,D,D,D-03 Central Concourse
134,11/09/1995,11,9,1995,11/30/1999,11,30,1999,General,"San Francisco ""Everybody's Favorite City""",Z01,,,,California State Capitol
55,11/13/1995,11,13,1995,10/31/2013,10,31,2013,General,Aquarium:  Underwater Planet,C01,T1,C,D,C-01 Aquarium
334,11/16/1995,11,16,1995,01/15/1996,1,15,1996,General,Stop the Transmission: Mayor's Office on AIDS,E02,T3,E,D,E-02 Gate 62 Cultural Wall
200,12/01/1995,12,1,1995,06/30/1996,6,30,1996,General,Cross-Cultural Design,B01,T1,B,D,B-01 Gate 20
251,12/01/1995,12,1,1995,04/01/1996,4,1,1996,General,International Character Toys from the Collection of Teruhisa Kitahara,D02,T2,D,D,D-02 Central Fountain Gallery
288,12/01/1995,12,1,1995,04/30/1996,4,30,1996,General,International Character Toys,D04,T2,D,D,D-04 Central Gallery
371,12/01/1995,12,1,1995,01/15/1996,1,15,1996,General,Children's Art: French American School,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
413,12/01/1995,12,1,1995,01/15/1996,1,15,1996,General,Roald Amundsen: The Spirit of Exploration,F03,T3,F,D,F-03 Gate 76
267,12/15/1995,12,15,1995,07/01/1996,7,1,1996,General,Benches,D03,T2,D,D,D-03 Central Concourse
669,01/01/1996,1,1,1996,03/30/1996,3,30,1996,General,Homage to Chocolate,C02,T1,C,D,C-02 Gate 40 Gallery
219,01/15/1996,1,15,1996,03/30/1996,3,30,1996,General,Rice Harvest in Nepal,B02,T1,B,D,B-02 Gate 26
372,01/15/1996,1,15,1996,02/21/1996,2,21,1996,General,Children's Art: Town School for Boys,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
335,01/16/1996,1,16,1996,03/15/1996,3,15,1996,General,First Exposures Program,E02,T3,E,D,E-02 Gate 62 Cultural Wall
414,01/16/1996,1,16,1996,03/10/1996,3,10,1996,General,Valentines of Yesteryear,F03,T3,F,D,F-03 Gate 76
307,02/09/1996,2,9,1996,05/15/1996,5,15,1996,General,"Award Winning Costumes by Eiko Ishioka from the film Bram Stoker's Dracula, Directed by Francis Ford Coppola",D05,T2,D,D,D-05 Central South Connector
373,02/21/1996,2,21,1996,04/04/1996,4,4,1996,General,Children's Art: San Francisco Symphony,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
28,03/01/1996,3,1,1996,03/20/1997,3,20,1997,General,Puppet Theaters of Paris,D01,T2,D,D,D-01 Central North Connector
415,03/11/1996,3,11,1996,04/25/1996,4,25,1996,General,Delta Blues: Music and Life in Mississippi,F03,T3,F,D,F-03 Gate 76
158,03/15/1996,3,15,1996,09/15/1996,9,15,1996,General,Boomerang,F02,T3,F,D,F-02 North Connector
336,03/16/1996,3,16,1996,05/15/1996,5,15,1996,General,San Francisco Art Institute's 125th Anniversary,E02,T3,E,D,E-02 Gate 62 Cultural Wall
199,04/01/1996,4,1,1996,11/06/1996,11,6,1996,General,"Red, White, and Blue: American Poltical Campaigns",A03,T1,A,D,A-03 Entrance Lobby A
220,04/01/1996,4,1,1996,05/15/1996,5,15,1996,nonAv,Mothers and Sons: Faces in the News,B02,T1,B,D,B-02 Gate 26
230,04/01/1996,4,1,1996,08/01/1996,8,1,1996,General,Mingei,C03,T1,C,D,C-03 Entrance Lobby C
670,04/01/1996,4,1,1996,06/30/1996,6,30,1996,General,The Moving Image: Pre-Cinema and Early Cinema Viewing Devices,C02,T1,C,D,C-02 Gate 40 Gallery
374,04/04/1996,4,4,1996,05/16/1996,5,16,1996,General,San Francisco Bay Area Regional Poison Control Center,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
417,04/26/1996,4,26,1996,05/30/1996,5,30,1996,General,Tropical Colors: Images of Cuba,F03,T3,F,D,F-03 Gate 76
26,05/01/1996,5,1,1996,01/13/1997,1,13,1997,General,Historic and Contemporary Glass Art,D02,T2,D,D,D-02 Central Fountain Gallery
289,05/01/1996,5,1,1996,10/01/1996,10,1,1996,General,Treasures of the Earth and Sea,D04,T2,D,D,D-04 Central Gallery
221,05/16/1996,5,16,1996,06/30/1996,6,30,1996,General,Sail Tahiti,B02,T1,B,D,B-02 Gate 26
337,05/16/1996,5,16,1996,07/15/1996,7,15,1996,General,Bread and Roses: 25 Years of Volunteer Service in Marin,E02,T3,E,D,E-02 Gate 62 Cultural Wall
375,05/16/1996,5,16,1996,06/27/1996,6,27,1996,General,Children's Art: Creativity Explored 3,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
416,06/01/1996,6,1,1996,06/30/1996,6,30,1996,General,Vietnam Veterans: Face to Face,F03,T3,F,D,F-03 Gate 76
376,06/27/1996,6,27,1996,08/08/1996,8,8,1996,General,Children's Art: San Francisco Children's Art Center,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
1,07/01/1996,7,1,1996,02/10/1997,2,10,1997,General,About Time,D11,T2,D,D,D-11 Central Wall (Duty Free)
201,07/01/1996,7,1,1996,01/01/1997,1,1,1997,General,San Francisco Performing Arts Library and Museum,B01,T1,B,D,B-01 Gate 20
222,07/01/1996,7,1,1996,08/30/1996,8,30,1996,General,See the Music,B02,T1,B,D,B-02 Gate 26
619,07/01/1996,7,1,1996,08/30/1996,8,30,1996,General,Summer Games (The Olympics),C02,T1,C,D,C-02 Gate 40 Gallery
759,07/01/1996,7,1,1996,08/30/1996,8,30,1996,General,Delta Blues: Music and Life in  the Mississippi,F03,T3,F,D,F-03 Gate 76
668,07/02/1996,7,2,1996,12/30/1996,12,30,1996,Aviation,SFO - Preserving the Past and Preparing for the Future,D03,T2,D,D,D-03 Central Concourse
16,07/16/1996,7,16,1996,09/15/1996,9,15,1996,General,6th Street Photography Workshop ,E02,T3,E,D,E-02 Gate 62 Cultural Wall
672,07/16/1996,7,16,1996,09/30/1996,9,30,1996,General,Puppets of Asia,A03,T1,A,D,A-03 Entrance Lobby A
377,08/08/1996,8,8,1996,09/19/1996,9,19,1996,General,Children's Art: The Potrero Hill Neighborhood House,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
11,09/01/1996,9,1,1996,03/01/1997,3,1,1997,General,American Packaging Design from the 1850s to the 1980s,C02,T1,C,D,C-02 Gate 40 Gallery
418,09/01/1996,9,1,1996,10/31/1996,10,31,1996,General,Rural Japan,F03,T3,F,D,F-03 Gate 76
671,09/01/1996,9,1,1996,10/31/1996,10,31,1996,Aviation,Airborne Amenities,B02,T1,B,D,B-02 Gate 26
338,09/16/1996,9,16,1996,11/15/1996,11,15,1996,General,Mayor's AIDS Office,E02,T3,E,D,E-02 Gate 62 Cultural Wall
17,09/19/1996,9,19,1996,10/31/1996,10,31,1996,General,Children's Art: McKinley School,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
229,09/30/1996,9,30,1996,12/15/1996,12,15,1996,Aviation,Toy Airplanes,C03,T1,C,D,C-03 Entrance Lobby C
673,10/01/1996,10,1,1996,12/21/1996,12,21,1996,General,The Animal Kingdom,A03,T1,A,D,A-03 Entrance Lobby A
2,10/07/1996,10,7,1996,04/15/1997,4,15,1997,General,"Magical Menagerie: Carousel Animals and Memorabilia, 1850-1920",F02,T3,F,D,F-02 North Connector
7,10/10/1996,10,10,1996,05/27/1997,5,27,1997,General,African Furniture and Decorative Arts,D04,T2,D,D,D-04 Central Gallery
12,10/10/1996,10,10,1996,01/27/1997,1,27,1997,General,Celebrating the 45th Anniversary of I Love Lucy,C03,T1,C,D,C-03 Entrance Lobby C
18,10/31/1996,10,31,1996,12/12/1996,12,12,1996,General,Bay View Opera House,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
15,11/01/1996,11,1,1996,04/20/1997,4,20,1997,General,¡Tango!     ,B02,T1,B,D,B-02 Gate 26
419,11/01/1996,11,1,1996,11/20/1997,11,20,1997,General,Toys in Situ,F03,T3,F,D,F-03 Gate 76
20,11/07/1996,11,7,1996,04/24/1997,4,24,1997,General,Barbie® Takes A Vacation to Exotic Places,A03,T1,A,D,A-03 Entrance Lobby A
339,11/16/1996,11,16,1996,01/31/1997,1,31,1997,General,San Francisco Firefighters' Toys Program,E02,T3,E,D,E-02 Gate 62 Cultural Wall
4,11/22/1996,11,22,1996,04/02/1997,4,2,1997,Aviation,Airport: Photographs by David Levinthal,F03,T3,F,D,F-03 Gate 76
674,12/12/1996,12,12,1996,01/22/1997,1,22,1997,General,Children's Art: French American School,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
24,01/22/1997,1,22,1997,04/10/1997,4,10,1997,General,Sweet Dreams ,D02,T2,D,D,D-02 Central Fountain Gallery
19,01/23/1997,1,23,1997,03/03/1997,3,3,1997,General,Children's Art: San Francisco Symphony,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
29,02/03/1997,2,3,1997,03/21/1997,3,21,1997,General,Coral Reef Masterpieces,E02,T3,E,D,E-02 Gate 62 Cultural Wall
27,02/28/1997,2,28,1997,04/02/1997,4,2,1997,General,The Lunar Year: Artifacts and Tradition,C03,T1,C,D,C-03 Entrance Lobby C
8,03/03/1997,3,3,1997,02/23/1998,2,23,1998,General,Newborn Ancestors:  The Art and Articles of Plains Indian Children,D05,T2,D,D,D-05 Central South Connector
30,03/04/1997,3,4,1997,05/29/1997,5,29,1997,General,Children's Art: Creativity Explored 4,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
5,03/21/1997,3,21,1997,10/31/1997,10,31,1997,Aviation,Building for Air Travel,D01,T2,D,D,D-01 Central North Connector
41,04/11/1997,4,11,1997,09/28/1997,9,28,1997,General,"Hawaiiana
",F03,T3,F,D,F-03 Gate 76
40,04/21/1997,4,21,1997,01/15/1998,1,15,1998,Aviation,"SFO Photographic History, 1927-1997",B02,T1,B,D,B-02 Gate 26
33,04/27/1997,4,27,1997,11/10/1997,11,10,1997,General,Shiny & New: Contemporary British Design in Metal,A03,T1,A,D,A-03 Entrance Lobby A
13,05/02/1997,5,2,1997,07/28/1997,7,28,1997,General,Meso-American Cultures,C03,T1,C,D,C-03 Entrance Lobby C
35,05/18/1997,5,18,1997,11/28/1997,11,28,1997,General,The Big Game,B04,T1,B,D,B-04 Entrance Lobby B
3,05/30/1997,5,30,1997,09/30/1997,9,30,1997,General,Sweet Dreams II,F02,T3,F,D,F-02 North Connector
50,05/30/1997,5,30,1997,07/14/1997,7,14,1997,General,Children's Art: San Francisco Arts Education Project,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
39,06/02/1997,6,2,1997,06/02/1998,6,2,1998,General,Welcome to San Francisco: Everybody’s Favorite City,D07,T2,D,A,D-07 International Customs Area
65,06/09/1997,6,9,1997,07/05/1998,7,5,1998,General,Pueblo Pottery,D04,T2,D,D,D-04 Central Gallery
51,07/15/1997,7,15,1997,08/28/1997,8,28,1997,General,"Children's Art: Phoebe Hearst Pre-School Learning Center, San Francisco",F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
34,08/01/1997,8,1,1997,04/17/1998,4,17,1998,General,Office Design: Then and Now,C02,T1,C,D,C-02 Gate 40 Gallery
58,08/01/1997,8,1,1997,12/01/2011,12,1,2011,General,Kids Spot,D06,T2,D,D,D-06 Kids’ Spot
52,08/29/1997,8,29,1997,10/14/1997,10,14,1997,General,"Children's Art: Kids Art 1997, San Francisco",F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
617,09/01/1997,9,1,1997,02/01/1998,2,1,1998,General,Angel's Kite (La estrella de Angel),D11,T2,D,D,D-11 Central Wall (Duty Free)
42,09/29/1997,9,29,1997,09/29/1998,9,29,1998,Aviation,SFO: 1929-1997,F03,T3,F,D,F-03 Gate 76
53,10/15/1997,10,15,1997,11/30/1997,11,30,1997,General,"Children's Art: The Convent of The Sacred Heart Elementary, San Francisco",F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
25,10/23/1997,10,23,1997,02/28/1998,2,28,1998,General,He’e Nalu: Wave Riding,F02,T3,F,D,F-02 North Connector
6,11/11/1997,11,11,1997,06/01/1998,6,1,1998,General,Universal Circus,D01,T2,D,D,D-01 Central North Connector
57,11/17/1997,11,17,1997,08/01/1998,8,1,1998,General,The Museum of Packaging Antiquities,A03,T1,A,D,A-03 Entrance Lobby A
54,12/01/1997,12,1,1997,01/30/1998,1,30,1998,General,"Children's Art: Rooftop Elementary, San Francisco",F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
14,12/05/1997,12,5,1997,07/21/1998,7,21,1998,General,A Medley of Skates and Memorabilia,B04,T1,B,D,B-04 Entrance Lobby B
497,01/01/1998,1,1,1998,07/31/1988,7,31,1988,General,Chess Sets of the World,D10,T2,D,D,D-10 Central Cases (Currency Exchange)
61,03/01/1998,3,1,1998,09/21/1998,9,21,1998,General,Firefighters: Historic Memorabilia,C03,T1,C,D,C-03 Entrance Lobby C
501,03/01/1998,3,1,1998,07/31/1988,7,31,1988,General,"Magic Posters from the Collection of Robert J. Albo, M.D.",D05,T2,D,D,D-05 Central South Connector
37,03/06/1998,3,6,1998,05/03/1998,5,3,1998,General,Japan 2000 - Contemporary Design,D05,T2,D,D,D-05 Central South Connector
31,03/10/1998,3,10,1998,01/04/1999,1,4,1999,General,Shaken Not Stirred: Cocktail Shakers and Design,F02,T3,F,D,F-02 North Connector
48,04/20/1998,4,20,1998,01/25/1999,1,25,1999,General,Fantastic Animals: Folk Art & Contemporary Crafts,C02,T1,C,D,C-02 Gate 40 Gallery
9,05/10/1998,5,10,1998,10/19/1998,10,19,1998,General,African Barbershop Signs,D05,T2,D,D,D-05 Central South Connector
46,06/04/1998,6,4,1998,08/23/1999,8,23,1999,General,"Historic Boat Models of Polynesia, Micronesia, and Melanesia",D01,T2,D,D,D-01 Central North Connector
82,07/01/1998,7,1,1998,10/19/1998,10,19,1998,General,"Kings, Chiefs, and Women of Power",D05,T2,D,D,D-05 Central South Connector
62,07/27/1998,7,27,1998,10/31/1998,10,31,1998,General,Japan 2000 - New Architecture,B01,T1,B,D,B-01 Gate 20
202,07/27/1998,7,27,1998,10/31/1998,10,31,1998,General,Japan 2000 - New Architecture,B02,T1,B,D,B-02 Gate 26
44,07/30/1998,7,30,1998,04/01/1999,4,1,1999,General,Platform Shoes - History - 60’s Fashion - Today,B04,T1,B,D,B-04 Entrance Lobby B
36,08/15/1998,8,15,1998,05/01/1999,5,1,1999,General,Fascination with Beauty,A03,T1,A,D,A-03 Entrance Lobby A
86,08/17/1998,8,17,1998,09/25/1998,9,25,1998,General,Children's Art: San Francisco Children’s Art Center,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
87,09/28/1998,9,28,1998,11/16/1998,11,16,1998,General,Children's Art: National Institute of Art and Disabilities,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
56,10/01/1998,10,1,1998,,,,,General,Kids' Spot II,F04,T3,F,D,F-04 Gate 87a
85,10/01/1998,10,1,1998,11/15/1998,11,15,1998,Aviation,SFO: Building the Next Century,F03,T3,F,D,F-03 Gate 76
64,10/15/1998,10,15,1998,09/20/1999,9,20,1999,General,Lighting from Past to Present,C03,T1,C,D,C-03 Entrance Lobby C
93,10/16/1998,10,16,1998,01/29/1999,1,29,1999,Aviation,Toy Planes from SFO Collection,E03,T3,E,D,E-03 Entrance Lobby E
43,11/01/1998,11,1,1998,05/05/1999,5,5,1999,General,Sunkawakan: American Indians and the Horse,D05,T2,D,D,D-05 Central South Connector
63,11/15/1998,11,15,1998,07/30/1999,7,30,1999,General,A World View of Puppets,D04,T2,D,D,D-04 Central Gallery
88,11/17/1998,11,17,1998,12/17/1998,12,17,1998,General,Children's Art: Kid’s Art,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
95,01/05/1999,1,5,1999,09/21/1999,9,21,1999,General,"Icons of San Francisco
",Z02,,,,San Francisco City Hall
67,03/01/1999,3,1,1999,09/06/1999,9,6,1999,General,On the Air,F02,T3,F,D,F-02 North Connector
68,04/10/1999,4,10,1999,11/05/1999,11,5,1999,General,Gearing Up,B04,T1,B,D,B-04 Entrance Lobby B
74,05/10/1999,5,10,1999,10/10/1999,10,10,1999,General,How Does Your Garden Grow?,A03,T1,A,D,A-03 Entrance Lobby A
107,05/28/1999,5,28,1999,01/16/2000,1,16,2000,General,Beauty and Culture,D05,T2,D,D,D-05 Central South Connector
32,08/05/1999,8,5,1999,06/05/2000,6,5,2000,General,"East or West, Tea is Best",D04,T2,D,D,D-04 Central Gallery
84,09/15/1999,9,15,1999,01/11/2000,1,11,2000,General,A Moment in Time: The Twentieth Century at a Glance,F02,T3,F,D,F-02 North Connector
47,09/20/1999,9,20,1999,07/05/2000,7,5,2000,General,"Something Borrowed, Something New: A World of Bridal Attire",D01,T2,D,D,D-01 Central North Connector
45,10/01/1999,10,1,1999,05/10/2000,5,10,2000,General,"The Clown, the Prince, His Wife, and Her Zebra: A World of Puppetry",C03,T1,C,D,C-03 Entrance Lobby C
120,10/15/1999,10,15,1999,02/22/2000,2,22,2000,General,Year of the Dragon,A03,T1,A,D,A-03 Entrance Lobby A
102,11/15/1999,11,15,1999,03/30/2000,3,30,2000,General,Out to Lunch,B04,T1,B,D,B-04 Entrance Lobby B
652,12/15/1999,12,15,1999,01/02/2002,1,2,2002,General,The First in Last,ECR,,,,El Camino Real
653,12/15/1999,12,15,1999,01/04/2002,1,4,2002,General,People Portraits,ECR,,,,El Camino Real
664,12/15/1999,12,15,1999,12/01/2003,12,1,2003,General,The Fruitful Tree,ECR,,,,El Camino Real
136,01/05/2000,1,5,2000,02/15/2000,2,15,2000,General,Drawing on Brazil,ECR,,,,El Camino Real
99,02/01/2000,2,1,2000,02/01/2002,2,1,2002,Aviation,The Nut Tree Restaurant and Airfield Model Aircraft Collection I,F02,T3,F,D,F-02 North Connector
143,02/01/2000,2,1,2000,07/07/2000,7,7,2000,General,Children's Art: Children's Aviation Art,F02,T3,F,D,F-02 North Connector
135,02/15/2000,2,15,2000,01/01/2005,1,1,2005,General,"San Francisco at the California State Capitol, Sacramento",Z01,,,,California State Capitol
106,02/25/2000,2,25,2000,09/20/2000,9,20,2000,General,Toys from the Attic,A03,T1,A,D,A-03 Entrance Lobby A
94,03/03/2000,3,3,2000,08/23/2000,8,23,2000,General,Shibori: Expanding the Tradition,D05,T2,D,D,D-05 Central South Connector
420,04/01/2000,4,1,2000,03/01/2001,3,1,2001,Aviation,Biplanes: Selections from the Aviation Museum,F03,T3,F,D,F-03 Gate 76
100,04/05/2000,4,5,2000,11/30/2000,11,30,2000,General,Playing By Ear,B04,T1,B,D,B-04 Entrance Lobby B
147,04/25/2000,4,25,2000,01/01/2006,1,1,2006,Aviation,Goosedale Aviation Models,F05,T3,F,D,F-05 Terminal 3 Hub
108,05/15/2000,5,15,2000,01/03/2001,1,3,2001,General,A Global Vision,C03,T1,C,D,C-03 Entrance Lobby C
70,06/15/2000,6,15,2000,12/01/2000,12,1,2000,General,Flea Markets,D04,T2,D,D,D-04 Central Gallery
155,07/15/2000,7,15,2000,06/15/2001,6,15,2001,General,Children's Art: Children's Art Show I,A05,T1,A,A,A-05 Terminal One Lower Gallery
146,07/24/2000,7,24,2000,03/14/2001,3,14,2001,General,From the Forest Floor to the Living Room Floor: Certified Wood,D01,T2,D,D,D-01 Central North Connector
98,08/15/2000,8,15,2000,02/20/2001,2,20,2001,General,Journey into the Spirit of Percussion,F02,T3,F,D,F-02 North Connector
66,09/08/2000,9,8,2000,04/16/2001,4,16,2001,General,African Shields,D05,T2,D,D,D-05 Central South Connector
123,09/27/2000,9,27,2000,02/12/2001,2,12,2001,General,Chez le coiffeur,A03,T1,A,D,A-03 Entrance Lobby A
75,11/20/2000,11,20,2000,03/15/2001,3,15,2001,General,Fascinations and Machinations of the Nineteenth Century: Automata and Mechanical Toys,G02,IT,G,D,G-02 International North Cases
78,11/20/2000,11,20,2000,08/04/2004,8,4,2004,Aviation,Air to Air: A Photographic Record of Flight,K06,IT,A,D,AML Aviation Museum Gallery 06a-e
79,11/20/2000,11,20,2000,01/29/2010,1,29,2010,Aviation,"""China Clipper:"" Pan American Airways' Route to Asia",K03,IT,A,D,AML Aviation Museum Gallery 03
80,11/20/2000,11,20,2000,01/07/2002,1,7,2002,Aviation,Romance of Early Air Travel,K01,IT,A,D,AML Aviation Museum Gallery 01
96,11/20/2000,11,20,2000,08/05/2002,8,5,2002,Aviation,History of San Francisco International Airport,K02,IT,A,D,AML Aviation Museum Gallery 02
101,11/20/2000,11,20,2000,06/30/2001,6,30,2001,Aviation,Flight in Literature I,K05,IT,A,D,AML Aviation Museum Gallery 05a-d
153,11/22/2000,11,22,2000,,,,,Aviation,Legends of the Air,K07,IT,A,D,AML Aviation Museum Ceiling
10,11/27/2000,11,27,2000,06/18/2001,6,18,2001,General,Four Seasons in Japan: Parasols from the Gifu City Museum of History,G01,IT,G,D,G-01 International North Wall
21,11/27/2000,11,27,2000,06/04/2001,6,4,2001,General,Ancestors: Abelam Figures from Papua New Guinea,A01,IT,A,D,A-01 International South Wall
22,11/27/2000,11,27,2000,06/25/2001,6,25,2001,General,The Art and Utility of California Indian Basketry,A02,IT,A,D,A-02 International South Cases
103,12/01/2000,12,1,2000,05/15/2001,5,15,2001,Aviation,Take to the Sky: Aviation Posters,AML04A,IT,A,D,AML Aviation Museum Gallery 04a
114,12/01/2000,12,1,2000,05/16/2001,5,16,2001,General,Eccentric Collections,B04,T1,B,D,B-04 Entrance Lobby B
160,12/01/2000,12,1,2000,06/15/2001,6,15,2001,General,Momentum,B01,T1,B,D,B-01 Gate 20
159,12/03/2000,12,3,2000,03/24/2003,3,24,2003,Aviation,Aviation Special Collections,AML04B,IT,A,D,AML Aviation Museum Gallery 04b Special Collections Room
154,01/04/2001,1,4,2001,05/29/2001,5,29,2001,General,International Police Headgear,C03,T1,C,D,C-03 Entrance Lobby C
139,02/14/2001,2,14,2001,09/03/2001,9,3,2001,General,Early Cycle Lighting,A03,T1,A,D,A-03 Entrance Lobby A
166,02/25/2001,2,25,2001,01/21/2003,1,21,2003,Aviation,Nut Tree,F02,T3,F,D,F-02 North Connector
117,02/26/2001,2,26,2001,07/30/2001,7,30,2001,General,Eames Connections,F02,T3,F,D,F-02 North Connector
163,03/05/2001,3,5,2001,05/31/2001,5,31,2001,Aviation,Flight in Literature II,K05,IT,A,D,AML Aviation Museum Gallery 05a-d
133,03/26/2001,3,26,2001,09/06/2001,9,6,2001,General,Skyscrapers: The Next Millennium,D01,T2,D,D,D-01 Central North Connector
110,03/29/2001,3,29,2001,08/22/2001,8,22,2001,General,The Language of Fans,G02,IT,G,D,G-02 International North Cases
129,04/27/2001,4,27,2001,06/10/2002,6,10,2002,General,Story Cloths of Bali,D05,T2,D,D,D-05 Central South Connector
167,05/01/2001,5,1,2001,08/13/2001,8,13,2001,General,PREFABulous!,F03,T3,F,D,F-03 Gate 76
863,01/02/2005,1,2,2005,01/01/2010,1,1,2010,Aviation,PAA: China Clipper,K03,IT,A,D,AML Aviation Museum Gallery 03
165,05/07/2001,5,7,2001,08/01/2001,8,1,2001,General,California Wonders: Selected Works of Carleton E. Watkins,B03,T1,B,D,B-03 Gate 36
60,05/17/2001,5,17,2001,11/26/2001,11,26,2001,General,The Chicken or the Egg,B04,T1,B,D,B-04 Entrance Lobby B
176,05/17/2001,5,17,2001,09/30/2001,9,30,2001,Aviation,Fly Overseas: Vintage Airline Posters,AML04A,IT,A,D,AML Aviation Museum Gallery 04a
115,05/30/2001,5,30,2001,11/13/2001,11,13,2001,General,"Masks of Java and Bali: Dance, Drama, and Culture",C03,T1,C,D,C-03 Entrance Lobby C
161,06/15/2001,6,15,2001,10/15/2001,10,15,2001,General,The Art of Avoidance: Decorated Shields from Aboriginal Australia,A01,IT,A,D,A-01 International South Wall
621,06/16/2001,6,16,2001,08/15/2001,8,15,2001,General,Children's Art: Pal Care,A05,T1,A,A,A-05 Terminal One Lower Gallery
104,06/29/2001,6,29,2001,12/03/2001,12,3,2001,General,Minerals and Gemstones,A02,IT,A,D,A-02 International South Cases
23,07/02/2001,7,2,2001,10/16/2001,10,16,2001,General,The Art of Avoidance: Decorated Shields from Aboriginal Australia,A01,IT,A,D,A-01 International South Wall
451,07/26/2001,7,26,2001,06/01/2016,6,1,2016,Aviation,"Airplane Models from the Goosedale Collection, 1915-1950",F05,T3,F,D,F-05 Terminal 3 Hub
118,08/06/2001,8,6,2001,05/06/2002,5,6,2002,General,Car Culture,F02,T3,F,D,F-02 North Connector
171,08/07/2001,8,7,2001,11/12/2001,11,12,2001,General,Setting Sail,B03,T1,B,D,B-03 Gate 36
177,08/14/2001,8,14,2001,11/14/2001,11,14,2001,General,Hot Rods of California,F03,T3,F,D,F-03 Gate 76
105,08/29/2001,8,29,2001,01/21/2002,1,21,2002,General,The Great Japanese Metal Arts: From Swords to Ploughshares,G02,IT,G,D,G-02 International North Cases
112,09/05/2001,9,5,2001,03/04/2002,3,4,2002,General,Origami: The Art of Paper Folding,A03,T1,A,D,A-03 Entrance Lobby A
452,10/17/2001,10,17,2001,07/29/2002,7,29,2002,Aviation,No Distant Lands: Pan American Airways Posters from the 1960s,AML04A,IT,A,D,AML Aviation Museum Gallery 04a
116,10/19/2001,10,19,2001,09/03/2002,9,3,2002,General,Birds of the Pacific Slope,D01,T2,D,D,D-01 Central North Connector
109,10/22/2001,10,22,2001,04/15/2002,4,15,2002,General,Die Fledermaus: Costumes from San Francisco Opera,A01,IT,A,D,A-01 International South Wall
157,10/22/2001,10,22,2001,04/15/2002,4,15,2002,General,Manon: Costumes from San Francisco Opera,G01,IT,G,D,G-01 International North Wall
156,11/01/2001,11,1,2001,06/01/2002,6,1,2002,General,Children's Art: Children's Art Show V,C05,T1,C,A,C-05 Terminal One Lower Gallery
622,11/01/2001,11,1,2001,02/01/2002,2,1,2002,General,Children's Art: Creativity Explored 5,A05,T1,A,A,A-05 Terminal One Lower Gallery
458,11/13/2001,11,13,2001,02/14/2002,2,14,2002,General,Journey Along California's Coastline,B03,T1,B,D,B-03 Gate 36
73,11/14/2001,11,14,2001,03/30/2002,3,30,2002,General,Product Imaging: The Art of Advertising,C03,T1,C,D,C-03 Entrance Lobby C
170,11/15/2001,11,15,2001,02/15/2002,2,15,2002,General,From the Archive: Selected Photographs from the Consumers Union,F03,T3,F,D,F-03 Gate 76
76,12/07/2001,12,7,2001,05/28/2002,5,28,2002,General,African Connections: Baskets from Two Continents,A02,IT,A,D,A-02 International South Cases
145,12/10/2001,12,10,2001,09/25/2002,9,25,2002,General,Microscopes,D09,T2,D,,D-09 Central South
665,01/02/2002,1,2,2002,09/12/2002,9,12,2002,General,Saint Paintings,ECR,,,,El Camino Real
179,01/08/2002,1,8,2002,07/29/2002,7,29,2002,Aviation,The Golden Age of Airships,K01,IT,A,D,AML Aviation Museum Gallery 01
