FECHA_DE_RECEPCION;HORA_DE_RECEPCION;FECHA_DE_RESOLUCION;HORA_DE_RESOLUCION;SECCION_ID;SECCION;ANOMALIA_ID;ANOMALIA;TIPO_DE_VIAL_ID;TIPO_DE_VIAL;NOMBRE_DE_VIAL;NUMERO;DISTRITO_ID;DISTRITO;BARRIO_ID;BARRIO;CODIGO_POSTAL
11/01/2016;09:12:56;14/01/2016;10:47:18;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3368;ROTO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;AZOFRA;9;8;FUENCARRAL-EL PARDO;806;VALVERDE;28050
11/01/2016;09:13:35;11/01/2016;13:03:39;2;ALUMBRADO PUBLICO EXTERIOR;3749;ALUMBRADO - 06. INCIDENCIA EN FAROLA;291;CALLE;PORTUGALETE;26;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;28017
11/01/2016;09:14:23;11/01/2016;11:12:14;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;ALCALA;1;1;CENTRO;106;SOL;28014
11/01/2016;09:15:25;25/01/2016;12:24:35;58;SEÑALIZACION;3580;HORIZONTAL. SEÑAL POCO VISIBLE.;291;CALLE;PRINCIPE DE VERGARA;140;5;CHAMARTIN;503;CIUDAD JARDIN;28002
11/01/2016;09:17:00;19/01/2016;07:45:11;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3463;RETIRADA CONTENEDOR OBRA LLENO;291;CALLE;LOPE DE RUEDA;20;4;SALAMANCA;402;GOYA;28009
11/01/2016;09:17:04;14/01/2016;03:37:51;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;MAGALLANES;27;7;CHAMBERI;702;ARAPILES;28015
11/01/2016;09:18:23;19/01/2016;11:01:55;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3465;INCIDENCIAS SACO ESCOMBROS/CONTENEDOR OBRA;291;CALLE;PLAN PARCIAL;3;12;USERA;1201;ORCASITAS;28041
11/01/2016;09:22:27;11/01/2016;11:07:49;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;ALCALA;1;1;CENTRO;106;SOL;28014
11/01/2016;09:28:12;19/01/2016;00:06:44;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;294;PASEO;ALAMEDA DE OSUNA;50;21;BARAJAS;2101;ALAMEDA DE OSUNA;28042
11/01/2016;09:28:38;11/01/2016;09:31:37;59;SER;3706;PARQUIMETRO. NO IMPRIME TICKET;291;CALLE;TOLEDO;119;1;CENTRO;102;EMBAJADORES;28005
11/01/2016;09:30:02;25/01/2016;07:58:33;22;PAVIMENTOS;1838;FALTA CAPA DE RODADURA CALZADA;291;CALLE;VIRIATO;14;7;CHAMBERI;703;TRAFALGAR;28010
11/01/2016;09:33:02;14/01/2016;09:01:30;49;R CUBO/CONT (TODO TIPO) CAMBIO UBICACION A;3455;CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;SAN BERNARDO;80;1;CENTRO;105;UNIVERSIDAD;28015
05/01/2016;14:00:23;11/01/2016;10:59:43;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;AVE MARIA;28;1;CENTRO;102;EMBAJADORES;28012
05/01/2016;14:02:51;07/01/2016;16:27:40;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;292;AVENIDA;GENERAL PERON;13;6;TETUAN;602;CUATRO CAMINOS;28020
05/01/2016;14:13:40;07/01/2016;16:40:30;59;SER;3706;PARQUIMETRO. NO IMPRIME TICKET;291;CALLE;SAN BENITO;33;6;TETUAN;604;ALMENARA;28029
05/01/2016;14:14:01;13/01/2016;12:55:17;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;291;CALLE;DOLORES;14;6;TETUAN;606;BERRUGUETE;28039
05/01/2016;14:14:30;07/01/2016;08:39:42;59;SER;3608;TARJETA BANCARIA. NO LEE LA TARJETA;291;CALLE;LABRADOR;1;2;ARGANZUELA;202;ACACIAS;28005
05/01/2016;14:15:44;08/01/2016;08:52:46;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;CERRO DEL CASTAÑAR;161;8;FUENCARRAL-EL PARDO;807;MIRASIERRA;28034
05/01/2016;14:15:59;05/02/2016;09:47:29;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3447;LIMPIEZA PINTADAS V.PUBLICA/Z. VERDES (MUROS/FACHADAS..);291;CALLE;SANTA TERESA;3;1;CENTRO;104;JUSTICIA;28004
11/01/2016;09:34:28;13/01/2016;12:20:41;58;SEÑALIZACION;3591;VERTICAL. SOLICITUD DE INSTALACION DE SEÑAL.;292;AVENIDA;PABLO IGLESIAS;20;7;CHAMBERI;706;VALLEHERMOSO;28003
11/01/2016;09:35:43;13/01/2016;08:39:58;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;PARROCO JULIO MORATE;5;2;ARGANZUELA;203;CHOPERA;28045
11/01/2016;09:37:04;15/01/2016;07:17:40;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;BORJAS BLANCAS;2;16;HORTALEZA;1604;PINAR DEL REY;28033
11/01/2016;09:42:11;12/01/2016;08:55:47;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;CANAL DE PANAMA;12;15;CIUDAD LINEAL;1505;SAN PASCUAL;28027
11/01/2016;09:43:18;18/01/2016;23:52:55;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3353;AVERIADO CUBO AMARILLO ENV 2 RUEDAS 120 L;291;CALLE;EMBALSE DE MANZANARES;100;18;VILLA DE VALLECAS;1801;CASCO H.VALLECAS;28051
11/01/2016;09:45:11;13/01/2016;10:09:17;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;FRANCISCO LOZANO;15;9;MONCLOA-ARAVACA;902;ARGUELLES;28008
11/01/2016;09:45:19;22/01/2016;12:48:42;22;PAVIMENTOS;1838;FALTA CAPA DE RODADURA CALZADA;291;CALLE;VIRIATO;19;7;CHAMBERI;703;TRAFALGAR;28010
11/01/2016;09:47:18;12/01/2016;12:53:37;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;GENERAL CABRERA;27;6;TETUAN;602;CUATRO CAMINOS;28020
11/01/2016;09:47:53;14/01/2016;03:49:27;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3368;ROTO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;ESPRONCEDA;12;7;CHAMBERI;705;RIOS ROSAS;28003
11/01/2016;09:49:20;14/01/2016;09:10:46;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;SAN MATEO;15;1;CENTRO;104;JUSTICIA;28004
11/01/2016;09:49:22;14/01/2016;07:22:04;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;EZCARAY;32;19;VICALVARO;1902;AMBROZ;28032
11/01/2016;09:50:43;14/01/2016;09:06:15;49;R CUBO/CONT (TODO TIPO) CAMBIO UBICACION A;3456;CONTENEDOR VIDRIO (IGLU VERDE);291;CALLE;PALOMERAS;13;13;PUENTE DE VALLECAS;1302;SAN DIEGO;28053
05/01/2016;14:20:00;11/01/2016;08:25:56;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;CUEVAS DEL ALMANZORA;58;16;HORTALEZA;1605;APOSTOL SANTIAGO;28033
05/01/2016;14:22:00;05/01/2016;14:43:25;57;BICICLETA PUBLICA;3692;TOTEM. TARJETA DE USUARIO ATASCADA/ATRAPADA;295;PLAZA;JACINTO BENAVENTE;1;1;CENTRO;106;SOL;28012
05/01/2016;14:23:12;12/01/2016;06:46:49;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3465;INCIDENCIAS SACO ESCOMBROS/CONTENEDOR OBRA;291;CALLE;SABADELL;152;8;FUENCARRAL-EL PARDO;806;VALVERDE;28034
05/01/2016;14:24:41;05/01/2016;14:28:58;57;BICICLETA PUBLICA;3563;ANCLAJE: NO SE PUEDE DESANCLAR BICI;292;AVENIDA;MENENDEZ PELAYO;1;4;SALAMANCA;402;GOYA;28009
05/01/2016;14:27:22;06/01/2016;14:45:51;46;R CUBO/CONT (TODO TIPO) VACIADO E;3430;VACIADO CUBO/CONTENEDOR NARANJA ORG;291;CALLE;OÑA;171;16;HORTALEZA;1606;VALDEFUENTES;28050
05/01/2016;14:30:00;12/01/2016;12:52:36;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3368;ROTO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;CAMARENA;189;10;LATINA;1004;ALUCHE;28047
05/01/2016;14:33:56;07/01/2016;10:28:55;59;SER;3708;PARQUIMETRO. MAL ESTADO PERO OPERATIVO;291;CALLE;ANGEL;1;1;CENTRO;101;PALACIO;28005
05/01/2016;14:35:57;05/01/2016;14:47:23;57;BICICLETA PUBLICA;3563;ANCLAJE: NO SE PUEDE DESANCLAR BICI;291;CALLE;SERRANO;32;4;SALAMANCA;401;RECOLETOS;28001
05/01/2016;14:36:09;11/01/2016;09:27:09;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;ALMANSA;100;9;MONCLOA-ARAVACA;903;CIUDAD UNIVERSITARIA;28040
05/01/2016;14:47:51;11/01/2016;22:34:01;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3418;CAMBIO VOL CUBO NARANJA ORG 2 RUEDAS 120 L;333;PASAJE;MATHEU;3;1;CENTRO;106;SOL;28012
05/01/2016;14:51:03;11/01/2016;08:09:33;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;GENERAL KIRKPATRICK;38;15;CIUDAD LINEAL;1505;SAN PASCUAL;28027
05/01/2016;14:58:18;07/01/2016;07:41:23;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;ORENSE;32;6;TETUAN;602;CUATRO CAMINOS;28020
05/01/2016;14:59:12;06/01/2016;12:21:56;52;R RECOGIDA ANIMALES MUERTOS E;3547;RECOGIDA DE ANIMALES MUERTOS;291;CALLE;LOGROSAN;22;10;LATINA;1007;LAS AGUILAS;28044
05/01/2016;14:59:44;08/01/2016;06:52:32;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;294;PASEO;LA HABANA;6;5;CHAMARTIN;501;EL VISO;28036
11/01/2016;09:51:27;12/01/2016;07:16:57;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;ALCALA;193;4;SALAMANCA;402;GOYA;28009
11/01/2016;09:51:41;20/01/2016;12:15:47;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;CASTILLA;29;6;TETUAN;601;BELLAS VISTAS;28039
11/01/2016;09:53:45;12/01/2016;11:54:38;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3465;INCIDENCIAS SACO ESCOMBROS/CONTENEDOR OBRA;291;CALLE;JOSE DEL HIERRO;58;15;CIUDAD LINEAL;1503;QUINTANA;28027
11/01/2016;10:02:40;16/01/2016;03:19:20;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3372;ROTO CONTENEDOR NARANJA ORG VIA PUBLICA (4 RUEDAS);291;CALLE;BALEARES;12;11;CARABANCHEL;1101;COMILLAS;28019
11/01/2016;10:02:48;11/01/2016;13:04:11;2;ALUMBRADO PUBLICO EXTERIOR;3748;ALUMBRADO - 05. INCIDENCIA EN ARMARIO ELECTRICO / CABLES;291;CALLE;TREFACIO;19;16;HORTALEZA;1603;CANILLAS;28043
11/01/2016;10:04:14;18/01/2016;22:28:22;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3373;RETIRADA POR ABANDONADO CUBO/CONTEN ORG_ENV 2 Y 4 RUEDAS;291;CALLE;ESPARTA;3;20;SAN BLAS;2007;CANILLEJAS;28022
05/01/2016;15:06:23;08/01/2016;07:41:35;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;MANIPA;87;15;CIUDAD LINEAL;1504;CONCEPCION;28027
05/01/2016;15:08:50;05/01/2016;15:56:19;57;BICICLETA PUBLICA;3566;ANCLAJE. NO HAY ANCLAJE DISPONIBLE AUN HABIENDO RESERVADO;292;AVENIDA;CIUDAD DE BARCELONA;1;3;RETIRO;301;PACIFICO;28007
05/01/2016;15:09:42;11/01/2016;13:59:27;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3447;LIMPIEZA PINTADAS V.PUBLICA/Z. VERDES (MUROS/FACHADAS..);294;PASEO;EXTREMADURA;236;10;LATINA;1003;LUCERO;28011
05/01/2016;15:10:38;05/01/2016;15:14:05;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;295;PLAZA;CHAMBERI;9;7;CHAMBERI;704;ALMAGRO;28010
05/01/2016;15:12:33;06/01/2016;14:46:02;46;R CUBO/CONT (TODO TIPO) VACIADO E;3430;VACIADO CUBO/CONTENEDOR NARANJA ORG;291;CALLE;LAS PEDROÑERAS;34;16;HORTALEZA;1603;CANILLAS;28043
05/01/2016;15:14:11;11/01/2016;10:25:02;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;BLASON;23;11;CARABANCHEL;1105;PUERTA BONITA;28025
05/01/2016;15:17:06;05/01/2016;15:44:36;57;BICICLETA PUBLICA;3701;ANCLAJE. VANDALISMO. ANCLAJES CON DESPERFECTO, ROTO, ETC.;295;PLAZA;SAN MIGUEL;9;1;CENTRO;101;PALACIO;28005
05/01/2016;15:18:15;29/01/2016;09:55:16;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;291;CALLE;DOLORES;14;6;TETUAN;606;BERRUGUETE;28039
05/01/2016;15:19:46;05/01/2016;15:39:54;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;291;CALLE;DOCTOR FOURQUET;13;1;CENTRO;102;EMBAJADORES;28012
05/01/2016;15:21:13;08/01/2016;09:43:49;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;PEDRO ALONSO;7;16;HORTALEZA;1603;CANILLAS;28043
05/01/2016;15:33:26;08/01/2016;09:39:41;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;MARTIN DE LOS HEROS;24;9;MONCLOA-ARAVACA;902;ARGUELLES;28008
05/01/2016;15:39:54;08/01/2016;12:24:37;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;FERROCARRIL;11;2;ARGANZUELA;205;DELICIAS;28045
05/01/2016;15:40:01;06/01/2016;14:48:46;46;R CUBO/CONT (TODO TIPO) VACIADO E;3431;VACIADO CUBO/CONTENEDOR AMARILLO ENV;291;CALLE;RIBADAVIA;1;8;FUENCARRAL-EL PARDO;804;EL PILAR;28029
05/01/2016;15:40:12;05/01/2016;17:03:44;59;SER;3600;PAGOS EN EFECTIVO. DEVOLUCION DINERO POR CANCELACION AUTORIZ;295;PLAZA;REPUBLICA ARGENTINA;5;5;CHAMARTIN;501;EL VISO;28002
05/01/2016;15:55:42;08/01/2016;07:22:54;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;ALCANTARA;49;4;SALAMANCA;405;LISTA;28006
05/01/2016;15:56:01;05/01/2016;15:59:42;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;DELICIAS;1;2;ARGANZUELA;206;PALOS DE MOGUER;28045
05/01/2016;16:00:43;11/01/2016;10:31:18;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;FRANCISCO PAINO;18;11;CARABANCHEL;1107;ABRANTES;28025
05/01/2016;16:02:08;05/01/2016;16:33:28;57;BICICLETA PUBLICA;3683;USUARIO. TARJETA DE USUARIO ROBADA;291;CALLE;ALCALA;1;1;CENTRO;106;SOL;28014
05/01/2016;16:09:14;05/01/2016;16:11:12;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;JUAN DE URBIETA;48;3;RETIRO;306;NIÑO JESUS;28007
05/01/2016;16:10:46;19/01/2016;12:06:40;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;291;CALLE;GENERAL YAGUE;49;6;TETUAN;602;CUATRO CAMINOS;28020
05/01/2016;16:11:18;07/01/2016;13:00:42;65;ZONAS VERDES Y BOCAS DE RIEGO;1994;ROTURA DE BOCA DE RIEGO DENTRO DE ZONA VERDE;292;AVENIDA;RAFAELA YBARRA;102;12;USERA;1201;ORCASITAS;28041
11/01/2016;10:05:02;11/01/2016;11:03:51;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;ALCALA;1;1;CENTRO;106;SOL;28014
11/01/2016;10:06:11;11/01/2016;12:55:09;57;BICICLETA PUBLICA;3563;ANCLAJE: NO SE PUEDE DESANCLAR BICI;291;CALLE;FUENCARRAL;106;1;CENTRO;104;JUSTICIA;28004
11/01/2016;10:08:27;12/01/2016;07:08:33;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;DUQUE DE SESTO;27;4;SALAMANCA;402;GOYA;28009
11/01/2016;10:08:31;16/01/2016;03:29:15;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3371;ROTO CONTENEDOR AMARILLO ENV VIA PUBLICA (4RUEDAS/IGLU);291;CALLE;CEBREROS;101;10;LATINA;1003;LUCERO;28011
11/01/2016;10:11:28;14/01/2016;10:46:12;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;HERMANDAD DE DONANTES DE SANGRE;55;17;VILLAVERDE;1705;LOS ANGELES;28041
11/01/2016;10:12:44;16/01/2016;03:31:32;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3372;ROTO CONTENEDOR NARANJA ORG VIA PUBLICA (4 RUEDAS);291;CALLE;MELILOTO;0;10;LATINA;1004;ALUCHE;0
11/01/2016;10:13:03;14/01/2016;08:23:39;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3359;AVERIADO CUBO NARANJA ORG 2 RUEDAS 360 L;291;CALLE;AMPARO;15;1;CENTRO;102;EMBAJADORES;28012
11/01/2016;10:13:55;12/01/2016;11:07:27;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;ARROYO FONTARRON;51;14;MORATALAZ;1405;FONTARRON;28030
11/01/2016;10:14:31;14/01/2016;08:19:00;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3398;NUEVA INST CUBO NARANJA ORG 2 RUEDAS 120 L;291;CALLE;MARQUES DE CUBAS;2;1;CENTRO;103;CORTES;28014
11/01/2016;10:14:32;12/01/2016;07:16:53;63;FUENTES DE BEBER/HIDRANTES (BOMBEROS);3753;FUENTE DE BEBER INCIDENCIA EN GRIFO/PERDIDAS DE AGUA;291;CALLE;AYERBE;2;21;BARAJAS;2103;CASCO H.BARAJAS;28042
11/01/2016;10:14:49;11/01/2016;10:22:29;22;PAVIMENTOS;1845;OTROS;291;CALLE;FRANCISCO RICCI;10;7;CHAMBERI;701;GAZTAMBIDE;28015
11/01/2016;10:15:21;11/01/2016;10:57:28;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;ALCALA;1;1;CENTRO;106;SOL;28014
11/01/2016;10:15:25;12/01/2016;11:54:14;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;292;AVENIDA;FELICIDAD;17;17;VILLAVERDE;1704;LOS ROSALES;28041
11/01/2016;10:16:04;18/01/2016;22:54:50;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3368;ROTO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;CAMARENA;70;10;LATINA;1004;ALUCHE;28047
11/01/2016;10:16:12;11/01/2016;10:56:33;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;ALCALA;1;1;CENTRO;106;SOL;28014
11/01/2016;10:16:29;14/01/2016;01:02:12;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3358;AVERIADO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;ZURITA;27;1;CENTRO;102;EMBAJADORES;28012
11/01/2016;10:17:21;12/01/2016;13:43:15;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;ANDALUCES;32;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;28038
11/01/2016;10:17:36;13/01/2016;13:05:18;58;SEÑALIZACION;3586;PLACAS NOMBRE DE CALLE. NOMBRE INCORRECTO.;291;CALLE;MAMPOSTERIA;1;20;SAN BLAS;2004;ARCOS;28037
11/01/2016;10:17:47;18/01/2016;12:18:53;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3460;RETIRADA CONTEN. ROPA NO AUTORIZADO VIA PUBLICA;291;CALLE;SANDALO;5;16;HORTALEZA;1601;PALOMAS;28042
11/01/2016;10:17:54;19/01/2016;00:17:11;40;R CUBO/CONT (ORGANICO/ENVASES) HORQUILLAS/BANDERINES E;3437;REPARACION HORQUILLAS_BANDERINES CONTEN ORG-ENV V.PUBLICA;291;CALLE;MIRLO;0;10;LATINA;1005;CAMPAMENTO;0
11/01/2016;10:18:49;13/01/2016;07:49:14;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;PEZ VOLADOR;28;3;RETIRO;303;ESTRELLA;28007
11/01/2016;10:19:03;11/01/2016;11:09:56;65;ZONAS VERDES Y BOCAS DE RIEGO;1996;ROTURA DE GOTERO DE RIEGO EN ZONA VERDE;291;CALLE;JOSE BERGAMIN;10;14;MORATALAZ;1403;MARROQUINA;28030
11/01/2016;10:19:21;14/01/2016;14:06:09;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3393;QUEMADO CONTENEDOR NARANJA ORG VIA PUBLICA (4RUEDAS);295;PLAZA;PATRICIO MARTINEZ;4;10;LATINA;1005;CAMPAMENTO;28024
11/01/2016;10:19:32;14/01/2016;08:32:01;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3358;AVERIADO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;SALITRE;14;1;CENTRO;102;EMBAJADORES;28012
11/01/2016;10:21:51;14/01/2016;12:26:41;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3358;AVERIADO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;VIRGEN DE NURIA;3;15;CIUDAD LINEAL;1504;CONCEPCION;28027
11/01/2016;10:22:00;18/01/2016;22:49:48;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3368;ROTO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;BRAVO MURILLO;129;6;TETUAN;601;BELLAS VISTAS;28020
11/01/2016;10:22:01;14/01/2016;11:06:04;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3368;ROTO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;FUENTE DEL REY;29;9;MONCLOA-ARAVACA;907;ARAVACA;28023
11/01/2016;10:22:33;11/01/2016;10:27:04;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;292;AVENIDA;MENENDEZ PELAYO;1;4;SALAMANCA;402;GOYA;28009
11/01/2016;10:26:05;21/01/2016;09:37:44;49;R CUBO/CONT (TODO TIPO) CAMBIO UBICACION A;3455;CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;GOYA;5;4;SALAMANCA;401;RECOLETOS;28001
11/01/2016;10:26:08;22/02/2016;19:05:29;59;SER;3600;PAGOS EN EFECTIVO. DEVOLUCION DINERO POR CANCELACION AUTORIZ;292;AVENIDA;RAMON Y CAJAL;0;5;CHAMARTIN;503;CIUDAD JARDIN;0
11/01/2016;10:26:10;14/01/2016;13:54:01;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3371;ROTO CONTENEDOR AMARILLO ENV VIA PUBLICA (4RUEDAS/IGLU);291;CALLE;AURELIO GONZALEZ DE GREGORIO;10;8;FUENCARRAL-EL PARDO;806;VALVERDE;28034
11/01/2016;10:27:58;14/01/2016;08:29:01;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;BALANDRO;39;21;BARAJAS;2101;ALAMEDA DE OSUNA;28042
