Título,Tematica,Provincia,Fecha de publicación,Descripción,ProvinciaAlternativa,FuenteContenido,LocalidadAsset,DocumentosAsociados,Identificador,ultimaActualizacion,Enlace al contenido,
"PROFESORES TÉCNICOS DE FORMACIÓN PROFESIONAL (SANIDAD)","Empleo","León","20161011","<p>SE NECESITA PROFESOR/A PARA IMPARTIR MÓDULO DE PRIMEROS AUXILIOS CORRESPONDIENTE AL CICLO FORMATIVO DE GRADO SUPERIOR DE ANIMACIÓN SOCIOCULTURAL Y TURÍSTICA EN CENTRO EDUCATIVO DE CAMPONARAYA (LEÓN). lICENCIADO O DIPLOMADO CON ESPECIALIDAD EN PROCEDIMIENTOS SANITARIOS Y ASISTENCIALES. CAP O MASTER EN EDUCACIÓN, INFORMÁTICA NIVEL AVANZADO, NIVEL B1 DE INGLÉS Y PERMISO DE CONDUCIR</p><p>Para más información acuda a <a href=""http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=185410"">Oficina Virtual</a></p>",,"ECYL",,,1284657613652,20161011,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284657613652/Empleo",
"OPERADORES TORNEROS-FRESADORES (FABRICACIÓN)","Empleo","León","20161011","<p>SE NECESITA TORNERO-FRESADOR CON 24 MESES DE EXPERIENCIA PARA TRABAJAR EN TORAL DE LOS VADOS (LEÓN). CONTRATO DE SEIS MESES, JORNADA COMPLETA</p><p>Para más información acuda a <a href=""http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=185409"">Oficina Virtual</a></p>",,"ECYL",,,1284657613449,20161011,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284657613449/Empleo",
"1 plaza de Auxiliar Administrativo para el Ayuntamiento de Cacabelos (León)","Empleo","León","20161011","<p><br /><br />Convoca: Ayuntamiento de Cacabelos<br />Cuerpo: AUXILIAR ADMINISTRATIVO<br />Plazas: 1<br />Acceso: Oposición<br />Titulación: E.S.O. o equivalente<br />Plazo: 20 octubre de 2016<br />Observaciones: Contrato de interinidad</p><p><strong>Información obtenida de: </strong>Empleo público. BOP León 10 de octubre de 2016</p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://servicios3.jcyl.es/enbo/siau/contenido/Q3IxY2sxMUhWSUpZc0lZOHlZNE9uZmRoNjNndXdjajRGT01mdTlReDc2az0%3D"" target=""_blank"">Bases</a></li></ul></p>",,"Organismo oficial",,,1284657591362,20161011,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284657591362/Empleo",
"1 plaza de Ordenanza para el Ayuntamiento de Ponferrada (León)","Empleo","León","20161011","<p><br />Convoca: Ayuntamiento de Ponferrada<br />Cuerpo: ORDENANZA<br />Plazas: 1<br />Acceso: Oposición<br />Titulación: Estudios primarios<br />Plazo: 13 octubre de 2016<br />Observaciones<br />Contrato laboral temporal a media jornada</p><p><strong>Información obtenida de: </strong>Empleo público. <a href=""http://www.ponferrada.org"" target=""_blank"">http://www.ponferrada.org</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://servicios3.jcyl.es/enbo/siau/contenido/WXhVZkhRK0R4bDJSLzRLS055WHVsYWI0cVFoc01lYmUwTThNQVhack5CUT0%3D"" target=""_blank"">Bases</a></li></ul></p>",,"Organismo oficial",,,1284657520552,20161011,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284657520552/Empleo",
"TÉCNICOS EN COMERCIO EXTERIOR","Empleo","León","20161011","<p>LICENCIATURA COMERCIO INTERNACIONAL</p><p>Para más información acuda a <a href=""http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=185355"">Oficina Virtual</a></p>",,"ECYL",,,1284657447981,20161011,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284657447981/Empleo",
"PINCHES DE COCINA","Empleo","León","20161011","<p>AYUDANTE DE COCINA O COCINERO/A PARA CERVECERIA EN LEON
CONTRATO DE 6 MESES, 30 HORAS SEMANALES
EXPERIENCIA NECESARIA</p><p>Para más información acuda a <a href=""http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=185366"">Oficina Virtual</a></p>",,"ECYL",,,1284657447920,20161011,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284657447920/Empleo",
"TRABAJADORES DE GANADO PORCINO EN INTENSIVO","Empleo","Valladolid","20161011","<p>Se necesita trabajador que tenga experiencia en el cuidado de madres ibéricas, que sepa realizar las tareas de recela y cubrición de cerdas, atención de partos, cuidar a las madres y poner inyecciones y vacunas.</p><p>Para más información acuda a <a href=""http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=185356"">Oficina Virtual</a></p>",,"ECYL",,,1284657393336,20161011,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284657393336/Empleo",
"COCINEROS, EN GENERAL","Empleo","León","20161011","<p>OFERTA Nº 12399 DE AYUDANTE DE COCINA/COCINERO(A) PARA LA VIRGEN DEL CAMINO. PARA TRABAJAR CON HORNO RATIONAL REALIZANDO PLATOS COCINADOS PARA CATERING. JORNADA PARCIAL.
INTERESADOS PONERSE EN CONTACTO CON LA OFICINA DE EMPLEO LA SERNA.TFNO:987215200</p><p>Para más información acuda a <a href=""http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=185350"">Oficina Virtual</a></p>",,"ECYL",,,1284657393258,20161011,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284657393258/Empleo",
"PINCHES DE COCINA","Empleo","León","20161010","<p>AYUDANTE DE COCINA PARA ESTABLECIMIENTO PROXIMO A LEON
SE NECESITA CARNET DE CONDUCIR Y VEHICULO PROPIO</p><p>Para más información acuda a <a href=""http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=185299"">Oficina Virtual</a></p>",,"ECYL",,,1284657033385,20161010,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284657033385/Empleo",
"1 plaza de Monitor/a de Taller de Cerámica para el Ayuntamiento Valle de Mena (Burgos)","Empleo","Burgos","20161010","<p><br />Convoca: Ayuntamiento de Valle de Mena<br />Cuerpo: MONITOR/A DEL TALLER DE CERÁMICA MUNICIPAL<br />Plazas: 1 (Personal Laboral Temporal)<br />Acceso: Concurso de Méritos y exposicion de una obra de su creación.<br />Titulación: Se valoraran diversas titulaciónes universitarias y/o Certificado de Profesionalidad de Alfarería Artesanal.<br />Plazo: 14 de octubre de 2016<br /><br /></p><p><strong>Información obtenida de: </strong>Empleo público. <a href=""http://www.valledemena.es"" target=""_blank"">http://www.valledemena.es</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://www.valledemena.es/f/42/Ayuntamiento/Ofertas-de-empleo/pagina-2"" target=""_blank"">Bases</a></li></ul></p>",,"Organismo oficial",,,1284656987408,20161010,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284656987408/Empleo",
"2 plazas de Técnico/a en la Universidad de Burgos","Empleo","Otra","20161010","<p><br />Convoca: Universidad de Burgos<br />Cuerpo: TÉCNICO/A GESTOR DE PROYECTOS<br />Plazas: 1<br />Acceso: Concurso de Méritos<br />Titulación: Título Universitario Superior<br />Plazo: 18 de octubre de 2016<br />Observaciones: Adscrito al Proyecto "" Turbo-Sudoe"" que se lleva a cabo en la Oficina de Transferencia de Resultados de Investigación de Servicios Centrales de la UBU <br /><br /><br />Convoca: Universidad de Burgos<br />Cuerpo: TITULADO/A SUPERIOR-TÉCNICO/A DE EMPLEO<br />Plazas: 1<br />Acceso: Concurso de Méritos y Experiencia<br />Titulación: Licenciatura o Graduado/a en Administración y Dirección de Empresas.<br />Plazo: 11 de octubre de 2016<br />Observaciones: Proyecto ""Consolidación de la Cultura Emprendedora"" en la unidad de Empleo<br /><br /></p><p><strong>Información obtenida de: </strong>Empleo público. <a href=""http://wwww.ubu.es"" target=""_blank"">http://wwww.ubu.es</a></p>","España","Organismo oficial",,,1284656982960,20161010,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284656982960/Empleo",
"PINTORES Y/O EMPAPELADORES","Empleo","Burgos","20161010","<p>SE NECESITA UNA PERSONA PARA TRABAJAR EN EMPRESA MULTISERVICIOS EN ARANDA DE DUERO. IMPRESCINDIBLE CARNET DE CONDUCIR Y EXPERIENCIA COMO PINTOR DECORADOR Y ALBAÑIL/ ALICATADOR . DOMINIO DE APLICACIONES MOVILES Y OFIMATICA.</p><p>Para más información acuda a <a href=""http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=185277"">Oficina Virtual</a></p>",,"ECYL",,,1284656890758,20161010,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284656890758/Empleo",
"ENTREVISTADORES/ENCUESTADORES","Empleo","León","20161010","<p>ENCUESTADOR/A PARA LEON
CONTRATO DE 1 AÑO A JORNADA COMPLETA
REQUISITOS: MAYOR DE 45 AÑOS. CARNET DE CONDUCIR Y CONOCIMIENTOS DE INFORMATICA. MOVILIDAD LABORAL. NIVEL FORMATIO DE BACHILLER. IDIOMAS: INGLES, FRANCES, ARABE Y ESPAÑOL.</p><p>Para más información acuda a <a href=""http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=185270"">Oficina Virtual</a></p>",,"ECYL",,,1284656833973,20161010,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284656833973/Empleo",
"Bolsa de Empleo de Catedrático/a de Música para la Junta de Castilla y León","Empleo","Otra","20161010","<p> <br />Convoca: Junta de Castilla y León. Consejería de Educación<br />Cuerpo: CATEDRÁTICO/A DE MÚSICA Y ARTES ESCÉNCIAS<br />Plazas: Bolsa de Empleo<br />Acceso: Proceso de Baremación<br />Titulación: Específica para cada especialidad. Consultar Bases.<br />Plazo: 18 de octubre de 2016<br />Observaciones: Especialidades convocadas: Fagot, Historia de la Música, Viola de Gamba, Guitarra. </p><p><strong>Información obtenida de: </strong>Empleo público. <a href=""http://www.educa.jcyl.es"" target=""_blank"">http://www.educa.jcyl.es</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://www.educa.jcyl.es/profesorado/es/interinos/interinos-cuerpo-profesores-ensenanza-secundaria-cuerpos/interinos-pes-curso-2016-2017/interinos-curso-16-17-pes-cuerpos-convocatorias-extraordina/interinos-curso-16-17-convocatoria-extraordinaria-pes-50093"" target=""_blank"">Bases</a></li></ul></p>","Castilla y León","Organismo oficial",,,1284656831526,20161010,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284656831526/Empleo",
"INGENIEROS EN MECÁNICA INDUSTRIAL","Empleo","Valladolid","20161007","<p>Imprescindible experiencia como jefe de planta un año. Valorables conocimientos de mecánica y/o electricidad.</p><p>Para más información acuda a <a href=""http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=185235"">Oficina Virtual</a></p>",,"ECYL",,,1284656602441,20161007,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284656602441/Empleo",
"CAMAREROS, EN GENERAL","Empleo","Zamora","20161007","<p>Funciones de camarera, se ofrece alojamiento y manutención.</p><p>Para más información acuda a <a href=""http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=185218"">Oficina Virtual</a></p>",,"ECYL",,,1284656528204,20161007,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284656528204/Empleo",
"COCINEROS, EN GENERAL","Empleo","Zamora","20161007","<p>Funciones de cocinera.
Se ofrece alojamiento y manutención.</p><p>Para más información acuda a <a href=""http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=185220"">Oficina Virtual</a></p>",,"ECYL",,,1284656528178,20161007,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284656528178/Empleo",
"EMPLEADOS ADMINISTRATIVOS DE LOS SERVICIOS DE ALMACENAMIENTO Y RECEPCIÓN","Empleo","León","20161007","<p>SE NECESITA REPUESTISTA PARA SAHAGUN.
CONTRATO DE 3 A 6 MESES A JORNADA COMPLETA, CON POSIBILIDAD DE CONVERSION EN INDEFINIDO
REALIZARA FUNCIONES DE VENTA, FACTURAS, RECEPCION ALBARANES, CONTROL INVENTARIO, PEDIDOS...
REQUISITOS: CARNET DE CONDUCIR, EXPERIENCIA MINIMA DE 12 MESES O BIEN GRADO MEDIO O SUPERIOR EN ADMINISTRACION</p><p>Para más información acuda a <a href=""http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=185083"">Oficina Virtual</a></p>",,"ECYL",,,1284656250965,20161007,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284656250965/Empleo",
"2 plazas de Técnico/a Facultativo/a para la Consejeria de Sanidad.Junta Castilla y León","Empleo","Otra","20161006","<p> <br />Convoca: Junta de Castilla y León. Consejería de Sanidad<br />Cuerpo: TÉCNICO/A FACULTATIVO/A<br />Plazas: 2 (Interinidad)<br />Acceso: Concurso de Méritos<br />Titulación: Licenciatura en Medicina, Farmacia, Veterinaria o Biología.<br />Plazo: 21 de octubre de 2016<br />Observaciones: <br />Plazas en Ávila y León.</p>
<p>Puestos de Responsable de Microbiología Analítica. En el Servicio Territorial de Sanidad y Bienestar Social respectivo. Laboratorio de Salud Pública.</p>
<p> </p>
<p> </p><p><strong>Información obtenida de: </strong>Empleo público. BOCYL 06/10/2016</p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://bocyl.jcyl.es/boletines/2016/10/06/pdf/BOCYL-D-06102016-6.pdf"" target=""_blank"">Convocatoria</a></li><li><a href=""http://bocyl.jcyl.es/boletines/2016/10/06/pdf/BOCYL-D-06102016-7.pdf"" target=""_blank"">Bases</a></li></ul></p>","Castilla y León","Organismo oficial",,,1284655496626,20161006,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655496626/Empleo",
"1 plaza de Doctor en Ingeniería Biomédica para CSIC","Empleo","Otra","20161006","<p>Convoca: CSIC</p>
<p>Cuerpo: DOCTOR. Ref. 36556</p>
<p>Titulación: Doctor en Ingeniería Biomédica</p>
<p>Plazo: 13 de octubre de 2016</p><p><strong>Información obtenida de: </strong>Empleo público. <a href=""https://bambu.csic.es"" target=""_blank"">https://bambu.csic.es</a></p>","España","Organismo oficial",,,1284655426876,20161006,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655426876/Empleo",
"Proceso de selección de profesionales del sector IT en Madrid-Noviembre 2016 (Alemania)","Empleo","Otra","20161005","<p>Estas empresas alemanas líderes nacionales en su campo, estarán presentes en noviembre en Madrid (previsiblemente) con el fin de entrevistarse personalmente con los/as candidatos/as seleccionados/as.</p>
<p>Las empresas se ubican en la Renania de Norte-Wesfalia, región muy variada en la que conviven las zonas rurales con las industriales. Descubra este Land situado en el corazón de Europa, que cuenta con una fuerte economía y mucha oferta para su tiempo libre.</p>
<p>Las empresas aceptarán candidatos con un buen nivel de inglés, aunque no tengan conocimientos de alemán.</p>
<p>Varias de estas empresas ya han participado en procesos de selección anteriores en España, y en algunos casos se ofrece un paquete de incentivos (como cursos de idioma o gastos de viaje)</p><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/paises/alemania/pdf_alemania/proceso_seleccion_IT_NRW.pdf"" target=""_blank"">Más información</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31664"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284655342773,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655342773/Empleo",
"Ayudas a la movilidad:""Tu Trabajo EURES-FSE"" y Tu Primer Trabajo EURES","Empleo","Otra","20161005"," <p/><p style=""text-align: justify,""><strong>&laquo,Tu trabajo EURES-FSE&raquo, :</strong></p>
<p style=""text-align: justify, padding-left: 30px,"">Tiene como <strong>objetivo estimular la movilidad laboral y de formación basada en prácticas profesionales</strong>, y es un proyecto de <strong>ayudas o subvenciones</strong> <strong>personalizadas</strong> que <strong>permitan a trabajadores</strong> españoles o de cualquier Estado miembro de la Unión Europea, del Espacio Económico Europeo, o de otro país al que se extienda el mismo régimen jurídico en materia de acceso al empleo, y que tengan residencia legal en España, <strong>encontrar empleo, realizar prácticas o realizar actividades dirigidas al aprendizaje que incluyan contrato laboral en otros países del Espacio Económico Europeo</strong> (los 28 países de la Unión Europea más Noruega, Islandia y Liechtenstein) o <strong>en Suiza</strong>.</p>
<p style=""text-align: justify, padding-left: 30px,"">El programa es gestionado por el Servicio Público de Empleo Estatal a través de la red EURES España. El RD 379/2015 establece las bases reguladoras para la concesión de subvenciones públicas destinadas a la financiación de esta acción.</p>
<p><strong>Tu primer empleo EURES (YFEJ):</strong></p>
<p style=""padding-left: 30px,"">Es un proyecto para dar apoyo financiero a jóvenes de edades entre 18 y 35 años en la búsqueda de empleo en un país de la UE distinto al de residencia y a empresas interesadas en la contratación de trabajadores jóvenes procedentes de otros países de la UE.</p>
<p style=""padding-left: 30px,"">EURES España es socio de los proyectos Your First EURES Job&rdquo, de Italia y Suecia, por lo que existe la posibilidad de solicitar estas ayudas a ""Your First EURES Job"" <strong>EURES-Italia</strong>. YFEJ 4.0 y ""<strong>Your First EURES Job"" EURES-Suecia</strong></p>
<p>Puede ver estas ayudas a la movilidad en el enlace</p><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/tu_primer_empleo_eures.html"" target=""_blank"">Ayudas a la movilidad EURES</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31573"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284655342747,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655342747/Empleo",
"Proceso de selección para chefs.Cataluña noviembre de 2016 (Suecia)","Empleo","Otra","20161005","Las entrevistas se realizarán los día 8, 9 y 10 de noviembre en Tarragona, Barcelona y Gerona, respectivamente.<p/><p>La necesidad de cocineros en hoteles y restaurantes suecos se ha hecho evidente en los últimos años. Suecia ofrece para este sector puestos de cocina de varios niveles, en hoteles y restaurantes para las temporadas de invierno, verano y para todo el año.</p>
<p>Los Servicios EURES sueco y español organizan un nuevo proceso de selección con empresarios suecos en Tarragona, Barcelona y Girona con el objetivo de conocer y entrevistar en directo a los cocineros interesados.</p>
<p><strong>Perfil demandado:</strong></p>
<ul>
<li>Formación en cocina y gastronomía</li>
<li>Experiencia previa (se valorará a partir de 1 año)</li>
<li>Inglés operativo (comunicación fluida, aproximadamente un nivel B1)</li>
</ul><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/paises/suecia/pdf_suecia/OferSuecia28sept_Procesoseleccion_chefs_Barcelona.pdf"" target=""_blank"">Más información</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31559"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284655342691,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655342691/Empleo",
"Podólogo para Berlín (Alemania)","Empleo","Otra","20161005","<p>Buscamos un podólogo profesional para un consultorio de podología en Berlin. Se trata de un contrato indefinido y de jornada completa.</p>
<p>Para conseguir el permiso de trabajo es necesario tener una formación profesional de podólogo/podóloga junto con conocimientos de la lengua alemana de nivel A2/B1. No hay que tener experiencia profesional en este sector.</p><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/paises/alemania/pdf_alemania/OferAl4oct_Podologie_Berlin.pdf"" target=""_blank"">Más información</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31663"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284655342663,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655342663/Empleo",
"Front End Developer (Malta)","Empleo","Otra","20161005","<p><strong>Your Job:</strong></p>
<ul>
<li>You plan, develop and improve our gambling platform on a continuous basis.</li>
<li>You evaluate the use of new technologies, architectures and frameworks</li>
<li>You collaborate closely with the software architects, product owners</li>
<li>You are a part of a highly agile process</li>
</ul>
<p><strong>Your Profile</strong></p>
<ul>
<li>Have the passion and the dedication to build the best gambling platform together with you team</li>
<li>Have prior experience from front end developing</li>
<li>High quality standards</li>
<li>A basic understanding for online gambling</li>
</ul><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/paises/malta/pdf_malta/oferMalta29sept_Front_Develop_Mult_1.pdf"" target=""_blank"">Más información</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31569"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284655342635,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655342635/Empleo",
"Façadier- Isolation thermique par l?extérieur (Francia)","Empleo","Otra","20161005","<p><strong>Détail de l'offre</strong></p>
<ul>
<li>Nombre de Postes : 5</li>
<li>Lieu de travail: 26 Valence (France)</li>
<li>Type de contrat: Interim- Con este contrato temporal el trabajador está remunerado y alojado únicamente cuando se encuentra en misión. La duración de la misión actual que ofrece la empresa es de un mes hasta varios meses, con reales posibilidades de continuidad</li>
<li>35h par semaine</li>
<li>Expérience : Minimum 2 ans</li>
<li>Franais : Minimum B1</li>
<li>Permis de Conduire</li>
<li>Aide aux formalités administrative</li>
</ul><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/paises/francia/pdf_francia/oferFran29sept_Facadier_ACTUAL.pdf"" target=""_blank"">Más información</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31567"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284655342607,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655342607/Empleo",
"Selección de profesores de primaria y secudaria en Londres (Reino Unido)","Empleo","Otra","20161005","<p>Se necesitan especialistas de Matemáticas (15), Biología y Ciencias en general,(18), Química (12),Física (9), Informática/TIC (9), Español+Francés y/o Alemán (MFL Teacher) para Colegios públicos y privados ingleses en las regiones del sudeste inglés y alrededores de Londres para su incorporación en Noviembre 2016</p>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Master in Educación o CAP</li>
<li>Idioma: mínimo B2 de inglés para profesores de secundaria y C1 o C2 de inglés para profesores de primaria</li>
</ul>
<p> </p>
<p>El 4 de Noviembre, los candidatos seleccionados serán entrevistados por los Directores Académicos en un evento conjunto con UTEACH y diversos centros educativos en Londres.</p><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/paises/reino_unido/pdf_reino_unido/oferUK29sept_Uteach_Interview-Day.pdf"" target=""_blank"">Más información</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31570"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284655342579,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655342579/Empleo",
