Fichero actualizado a fecha: 2016-11-06 02:18:16
Nombre del Organismo,Descripción,DatosPersonales,Dirección,Calle,CodigoPostal,Localidad,Localidad,SoloClasificar,Teléfono,Telefax oficial,Fax,e-mail,Páginas de internet,Posicion,Información adicional,Directorio Superior,Identificador Directorio Superior,Identificador,ultimaActualizacion,Enlace al contenido,
"Servicio de Control Financiero y Auditoría del Sector Público",,,,"C/ José Cantalapiedra, 2","47014","Valladolid","1179469311668",,"983 411 879",,,,,"41.64787142740536#-4.737982749938965#88",,"Intervención General de la Administración de la Comunidad","1284182430128",1142233484463,20131016,"http://www.empresas.jcyl.es/web/jcyl/Empresas/es/Plantilla100Detalle/1255644717729/_/1142233484463/DirectorioPadre",
"Servicio de Cooperativas, Sociedades Laborales y Trabajadores Autónomos",,,,,,,,,"983 324 358, 983 324 359",,,,,"41.61338889474735#-4.799737930297852#82",,"Dirección General de Economía Social y Autónomos","1284182448360",1142233485739,20150803,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233485739/DirectorioPadre",
"Servicio de Coordinación",,,,"C/ José Cantalapiedra, 2","47014","Valladolid","1179469311668",,"983 414 113",,,,,"41.648167#-4.737873#88",,"Viceintervención","1252046959961",1142233484313,20131016,"http://www.empresas.jcyl.es/web/jcyl/Empresas/es/Plantilla100Detalle/1255644717729/_/1142233484313/DirectorioPadre",
"Servicio de Coordinación Interadministrativa",,,,"C/ Francisco Suárez, 2","47006","Valladolid","1179469311668",,"983 413 846",,,,,"41.64472#-4.7363086#88",,"Dirección Técnica de Acceso a los Servicios Sociales","1222669912859",1222669948916,20140808,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1222669948916/DirectorioPadre",
"Servicio de Coordinación de las Asesorías Jurídicas de las Consejerias y Administración Institucional",,,,"C/ Santiago Alba, 1","47008","Valladolid","1179469311668",,"983 411 140",,,,,"41.608784#-4.7485614#88",,"Dirección de los Servicios Jurídicos ","1284182409046",1199779448384,20130621,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1199779448384/DirectorioPadre",
"Servicio de Coordinación de las Asesorías Jurídicas de las Delegaciones Territoriales",,,,"C/ Santiago Alba, 1","47008","Valladolid","1179469311668",,"983 411 140",,,,,"41.608784#-4.7485614#88",,"Dirección de los Servicios Jurídicos ","1284182409046",1199779448563,20130621,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1199779448563/DirectorioPadre",
"Servicio de Coordinación y Prevención de Riesgos Laborales",,,,"C/ Santiago Alba, 1","47008","Valladolid","1179469311668",,"983 411100 Extensión 800336",,,,,"41.608784#-4.7485614#88",,"Dirección General de la Función Pública","1284182438694",1199779450005,20160404,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1199779450005/DirectorioPadre",
"Servicio de Tratamiento de la Información Educativa",,,"Avda. Reyes Católicos, 2 C.P. 47006 Valladolid (Valladolid)",,,,,,"983 411 924",,,,,,,"Dirección General de Política Educativa Escolar","1284182463344",1142233494867,20120307,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233494867/DirectorioPadre",
"Servicio de Abastecimiento de Aguas",,,"C/ Rigoberto Cortejoso, 14. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 157",,,,,,,"Dirección General de Carreteras e Infraestructuras","1284182450779",1142233489866,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233489866/DirectorioPadre",
"Servicio de Administración Deportiva",,,,"Paseo de Filipinos, 1, planta 2ª","47007","Valladolid","1179469311668",,"983 411 835",,,,,,,"Dirección General de Deportes","1284182462008",1142233495618,20140312,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233495618/DirectorioPadre",
"Servicio de Administración Económica",,,"C/ Francisco Suárez, 2 C.P. 47006 Valladolid (Valladolid)",,,,,,"983 413 976",,"983 412 209",,,,,"Dirección Técnica Administrativa","1142233493104",1142233493233,20081209,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233493233/DirectorioPadre",
"Servicio de Administración Económica",,,,"Pseo. de Zorrilla, 1","47007","Valladolid","1179469311668",,"983 328 000 ext. 89002",,,,,"41.644363#-4.734464#88",,"Dirección General de Gestión Económica","1142233491033",1142233491084,20120731,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233491084/DirectorioPadre",
"Servicio de Administración y Gestión",,,"C/ Rigoberto Cortejoso, 14. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 216",,,,,,,"Dirección General de Vivienda, Arquitectura y Urbanismo","1284182450210",1142233487706,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233487706/DirectorioPadre",
"Servicio de Análisis y Planificación",,,"C/ Rigoberto Cortejoso, 14. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 442",,,,,,,"Dirección General del Medio Natural","1284182453086",1142233490090,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233490090/DirectorioPadre",
"Servicio de Archivos y Bibliotecas",,,,"Palacio del Licenciado Butrón - Pza. de Santa Brígida, s/n","47003","Valladolid","1179469311668",,"983 411 841",,"983 411 772",,,"41.65656132218229#-4.727768898010254#88",,"Dirección General de Políticas Culturales","1284182461483",1142233495492,20121220,"http://www.empresas.jcyl.es/web/jcyl/Empresas/es/Plantilla100Detalle/1255644717729/_/1142233495492/DirectorioPadre",
"Servicio de Arquitectura",,,"C/ Rigoberto Cortejoso, 14, 2ª Planta. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 201",,,,,"41.65401219411621#-4.740697145462036#88",,"Dirección General de Vivienda, Arquitectura y Urbanismo","1284182450210",1142233487787,20120222,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233487787/DirectorioPadre",
"Servicio de Aseguramiento",,,,"Pseo. de Zorrilla, 1","47007","Valladolid","1179469311668",,"983 328 000 ext. 89218",,,,,"41.644363#-4.734464#88",,"Dirección Técnica de Planificación en Investigación","1284231767675",1142233491368,20120801,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233491368/DirectorioPadre",
"Servicio de Asistencia a Drogodependientes",,,,"C/ Mieses, 26","47009","Valladolid","1179469311668",,"983 412 291",,"983 412 429",,,,,"Comisionado Regional para la Droga","1284182453261",1142233492596,20120416,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233492596/DirectorioPadre",
"Servicio de Asistencia Psiquiátrica",,,,"Pseo. de Zorrilla, 1","47007","Valladolid","1179469311668",,"983 328 000 ext. 89137",,,,,"41.644363#-4.734464#88",,"Dirección Técnica de Atención Primaria","1142233491343",1142233491601,20120801,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233491601/DirectorioPadre",
"Servicio de Asuntos Económicos",,,"Avda. Monasterio de Nuestra Señora de Prado, s/n. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 411 547",,"983 410 569",,,,,"Secretaría General de Educación","1284181590493",1142233493977,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233493977/DirectorioPadre",
"Servicio de Asuntos Económicos",,,"C/ Rigoberto Cortejoso, 14. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 082",,,,,,,"Secretaría General de Fomento y Medio Ambiente","1284181589275",1142233487308,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233487308/DirectorioPadre",
"Servicio de Asuntos Económicos",,,"Avda. Monasterio Nuestra Señora de Prado, s/n. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 411 800",,,,,,,"Secretaría General de Cultura y Turismo","1284181591229",1142233495015,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233495015/DirectorioPadre",
"Servicio de Asuntos Económicos",,,,"C/ Las Mieses, 26","47071","Valladolid","1179469311668",,"983 413 180",,,,,,,"Secretaría General de Familia e Igualdad de Oportunidades","1284181589554",1142233492347,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233492347/DirectorioPadre",
"Servicio de Asuntos Económicos y Contratación Administrativa",,,"Pseo. de Zorrilla, 1. C.P. 47007 Valladolid (Valladolid)",,,,,,"983 413 649",,,,,,,"Secretaría General de Sanidad","1284181590069",1142233490237,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233490237/DirectorioPadre",
"Servicio de Asuntos Generales",,,,"Pseo. de Zorrilla, 1","47007","Valladolid","1179469311668",,"983 328 000 ext. 88956",,,,,"41.644363#-4.734464#88",,"Dirección General de Gestión Económica","1142233491033",1142233491136,20120731,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233491136/DirectorioPadre",
"Servicio de Asuntos Generales",,,,"C/ Jacinto Benavente, 2","47195","Arroyo de la Encomienda","1179469235248",,"983 410 760",,"983 410 740",,,"41.60671479599115#-4.7962188720703125#71",,"Secretaría Técnica Administrativa","1142233485813",1142233485838,20130402,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233485838/DirectorioPadre",
"Servicio de Atención a las Víctimas Violencia de Género",,,,"C/ Las Mieses, 26","47009","Valladolid","1179469311668",,"983 412 275",,"983 412 287",,,"41.657608#-4.740984#88",,"Dirección General de la Mujer","1284182453549",1142233492695,20140808,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233492695/DirectorioPadre",
"Servicio de Atención al alumnado con necesidad específica de apoyo educativo, Orientación y Convivencia",,,"Avda. Monasterio Nuestra Señora de Prado, s/n C.P. 47014 Valladolid (Valladolid)",,,,,,"983 411 929",,,,,,,"Dirección General de Innovación y Equidad Educativa","1284182464141",1142233494735,20120307,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233494735/DirectorioPadre",
"Servicio de Ayudas a la Transformación",,,"C/ Rigoberto Cortejoso, 14, 7ª planta C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 764",,"983 419 530",,,"41.6537236072233#-4.740922451019287#94",,"Dirección General de Política Agraria Comunitaria","1284182457387",1142233489160,20110923,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233489160/DirectorioPadre",
"Servicio de Ayudas a la Vivienda",,,"C/ Rigoberto Cortejoso, 14, 4ª Planta. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 254",,,,,"41.65401219411621#-4.740697145462036#88",,"Dirección General de Vivienda, Arquitectura y Urbanismo","1284182450210",1142233487731,20120222,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233487731/DirectorioPadre",
"Servicio de Ayudas Agrícolas",,,"C/ Rigoberto Cortejoso, 14, 3ª planta C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 805",,"983 419 878",,,"41.6537236072233#-4.740922451019287#94",,"Dirección General de Política Agraria Comunitaria","1284182457387",1142233489085,20110923,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233489085/DirectorioPadre",
"Servicio de Ayudas Agroambientales y Acciones Complementarias",,,"C/ Rigoberto Cortejoso, 14, 3ª planta C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 735",,"983 419 878",,,"41.6537236072233#-4.740922451019287#94",,"Dirección General de Política Agraria Comunitaria","1284182457387",1142233489135,20110923,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233489135/DirectorioPadre",
"Servicio de Ayudas del Medio Natural",,,"Cañada Real, 222 (Vivero Forestal Central) C.P. 47008 Valladolid (Valladolid)",,,,,,"983 410 502",,,,,,,"Dirección General del Medio Natural","1284182453086",1142233489940,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233489940/DirectorioPadre",
"Servicio de Ayudas Ganaderas",,,"C/ Rigoberto Cortejoso, 14, 3ª planta C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 774",,"983 419 513",,,"41.6537236072233#-4.740922451019287#94",,"Dirección General de Política Agraria Comunitaria","1284182457387",1142233489110,20110923,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233489110/DirectorioPadre",
"Servicio de «Boletín Oficial de Castilla y León»",,,,"C/ Santiago Alba, 1","47008","Valladolid","1179469311668",,"983 411 100 ext. 800 134 - 800 127 (Publicaciones), 983 411 100 ext. 800 129 - 800 130 (Anuncios de pago)",,"983 411 265",,"http://bocyl.jcyl.es/","41.608784#-4.7485614#88",,"Secretaría General de la Presidencia","1284181588319",1199779447979,20160429,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1199779447979/DirectorioPadre",
"Servicio de Calidad",,,,"Pseo. de Zorrilla, 1","47007","Valladolid","1179469311668",,"983 328 000 ext. 89339",,,,,"41.644363#-4.734464#88",,"Dirección Técnica de Planificación en Investigación","1284231767675",1284231787849,20120801,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284231787849/DirectorioPadre",
"Servicio de Calidad de las Aguas",,,"C/ Rigoberto Cortejoso, 14. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 163",,,,,,,"Dirección General de Carreteras e Infraestructuras","1284182450779",1142233489816,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233489816/DirectorioPadre",
"Servicio de Calidad e Innovación Turística",,,,"Paseo de Filipinos, 1, planta 3ª","47007","Valladolid","1179469231470",,"983 411 904",,,,,,,"Dirección General de Turismo","1284182462518",1142233495692,20140312,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233495692/DirectorioPadre",
"Servicio de Cartera y Nuevas Tecnologías",,,,"Pseo. de Zorrilla, 1","47007",,,,"983 328 000 ext. 89086",,,,,"41.644363#-4.734464#88",,"Dirección Técnica de Atención Especializada","1142233491472",1142233491523,20120731,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233491523/DirectorioPadre",
"Servicio de Caza y Pesca",,,"C/ Rigoberto Cortejoso, 14. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 440",,,,,,,"Dirección General del Medio Natural","1284182453086",1142233490015,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233490015/DirectorioPadre",
"Servicio de Colegios Profesionales y Asociaciones",,,,"C/ Santiago Alba,1","47008","Valladolid","1179469311668",,"983 414 957",,,,,"41.608826#-4.7488394#88",,"Secretaría General de la Presidencia","1284181588319",1172830785642,20150917,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1172830785642/DirectorioPadre",
"Servicio de Comercialización Agraria y Asociacionismo",,,"C/ Rigoberto Cortejoso, 14, 4ª planta C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 523",,,,,,,"Dirección General de Competitividad de la Industria Agroalimentaria y de la Empresa Agraria","1284182459443",1142233488663,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233488663/DirectorioPadre",
"Servicio de Concertación",,,,"Pseo. de Zorrilla, 1","47007","Valladolid","1179469311668",,"983 328 000 ext. 89102",,,,,"41.644363#-4.734464#88",,"Dirección Técnica de Atención Especializada","1142233491472",1142233491575,20120731,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233491575/DirectorioPadre",
"Servicio de Conservación y Explotación de Carreteras",,,"C/ Rigoberto Cortejoso, 14. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 346",,,,,,,"Dirección General de Carreteras e Infraestructuras","1284182450779",1142233487582,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233487582/DirectorioPadre",
"Servicio de Construcciones",,,"Avda. Reyes Católicos, 2 C.P. 47006 Valladolid (Valladolid)",,,,,,"983 411 823",,,,,,,"Dirección General de Política Educativa Escolar","1284182463344",1142233494452,20120307,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233494452/DirectorioPadre",
"Servicio de Contratación",,,"C/ Francisco Suárez, 2 C.P. 47006 Valladolid (Valladolid)",,,,,,"983 410 900",,,,,,,"Dirección Técnica Administrativa","1142233493104",1142233493155,20080930,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233493155/DirectorioPadre",
"Servicio de Contratación",,,,"Pseo. de Zorrilla, 1","47007","Valladolid","1179469311668",,"983 328 000 ext. 88986",,,,,"41.644363#-4.734464#88",,"Dirección General de Gestión Económica","1142233491033",1142233491266,20120731,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233491266/DirectorioPadre",
"Servicio de Contratación Administrativa",,,,,,,,,"983 419 128",,,,,"41.65083766718119#-4.729464054107666#88",,"Secretaría General de Fomento y Medio Ambiente","1284181589275",1284553679453,20160428,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284553679453/DirectorioPadre",
"Servicio de Contratación Administrativa",,,"Avda. Monasterio de Nuestra Señora de Prado, s/n. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 411 950",,,,,,,"Secretaría General de Educación","1284181590493",1142233494002,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233494002/DirectorioPadre",
"Servicio de Contratación Administrativa",,,"Avda. Monasterio Nuestra Señora de Prado, s/n. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 411 800",,,,,,,"Secretaría General de Cultura y Turismo","1284181591229",1142233495040,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233495040/DirectorioPadre",
"Servicio de Control de la Gestión de los Residuos",,,,"C/ Rigoberto Cortejoso, 14","47014","Valladolid","1179469311668",,"983 419 000",,,,,"41.65384#-4.7408442#88",,"Dirección General de Calidad y Sostenibilidad Ambiental","1284182452422",1142233489739,20141217,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233489739/DirectorioPadre",
"Servicio de Control Farmacéutico",,,,"Pseo. de Zorrilla, 1","47007","Valladolid","1179469311668",,"983 328 000 ext. 89062",,,,,"41.644363#-4.734464#88",,"Dirección Técnica de Farmacia","1142233491627",1142233491704,20120801,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233491704/DirectorioPadre",
"Servicio de Control y Evaluación de Centros y Actividades Sanitarias",,,,"Paseo de Zorrilla, 1","47007","Valladolid","1179469311668",,"983 413 600",,,,,"41.644488143971#-4.7341203689575195#82",,"Dirección General de Salud Pública ","1284182459768",1142233490611,20140428,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233490611/DirectorioPadre",
"Servicio de Cooperación al Desarrollo",,,,"C/ Santiago Alba, 1","47008","Valladolid","1179469311668",,"983 412 868, 983 411 100 ext. 800604 (Proyectos de desarrollo y ayuda humanitaria), 983 411 100 ext. 800605 (Seguimiento y gestión económica de proyectos), 983 411 100 ext. 800609 (Educación para el desarrollo), 983 411 100 ext. 800610 (Registro de Agentes de Cooperación para el Desarrollo)",,"983 411 312",,,"41.608784#-4.7485614#88",,"Secretaría General de la Presidencia","1284181588319",1199875579735,20150911,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1199875579735/DirectorioPadre",
"Servicio de Defensa del Medio Natural",,,"C/ Rigoberto Cortejoso, 14. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 420",,,,,,,"Dirección General del Medio Natural","1284182453086",1142233489965,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233489965/DirectorioPadre",
"Servicio de Educación Ambiental",,,,"C/ Rigoberto Cortejoso, 14","47071","Valladolid","1179469311668",,"983 419 948",,,,,"41.65378773775568#-4.741051197052002#100",,"Dirección General de Calidad y Sostenibilidad Ambiental","1284182452422",1142233489615,20120117,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233489615/DirectorioPadre",
"Servicio de Educación Infantil, Básica y Bachillerato",,,,"Avda. Reyes Católicos,2","47006","Valladolid","1179469311668",,"983 411 614",,,,,"41.64363#-4.7387905#88",,"Dirección General de Política Educativa Escolar","1284182463344",1142233494682,20151020,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233494682/DirectorioPadre",
"Servicio de Emergencias",,,,"Pseo. de Zorrilla, 1"," 47007","Valladolid","1179469311668",,"983 328 000 ext. 88973",,,,,"41.644363#-4.734464#88",,"Dirección Técnica de Atención Primaria","1142233491343",1142233491808,20120801,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233491808/DirectorioPadre",
"Servicio de Empresas y Actividades Turísticas",,,,"Paseo de Filipinos, 1, planta 3ª","47007","Valladolid","1179469231470",,"983 411 910",,,,,,,"Dirección General de Turismo","1284182462518",1142233495717,20140312,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233495717/DirectorioPadre",
"Servicio de Enseñanza Universitaria",,,"Avda. Monasterio de Nuestra Señora de Prado, s/n. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 411 882",,,,,,,"Dirección General de Universidades e Investigación","1284182460679",1142233494202,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233494202/DirectorioPadre",
"Servicio de Espacios Naturales, Flora y Fauna",,,"C/ Rigoberto Cortejoso, 14. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 430",,,,,,,"Dirección General del Medio Natural","1284182453086",1142233489990,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233489990/DirectorioPadre",
"Servicio de Espectáculos Públicos y Actividades Recreativas",,,,"Paseo del Hospital Militar, 24","47007","Valladolid","1179469311668",,"983 410 071",,,,,"41.64328551227435#-4.733133316040039#88",,"Agencia de Protección Civil ","1284182458118",1142233483246,20130201,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233483246/DirectorioPadre",
"Servicio de Estadística",,,"Pseo. de Zorrilla, 1. C.P. 47007 Valladolid (Valladolid)",,,,,,"983 418 808",,,,,,,"Secretaría General de Sanidad","1284181590069",1142233490337,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233490337/DirectorioPadre",
"Servicio de Estudios, Planificación y Recursos",,,"C/ Rigoberto Cortejoso, 14, 5ª Planta. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 209",,,,,"41.65401219411621#-4.740697145462036#88",,"Dirección General de Vivienda, Arquitectura y Urbanismo","1284182450210",1142233487681,20120222,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233487681/DirectorioPadre",
"Servicio de Estudios Superiores Artísticos y de Becas y Ayudas al Estudio",,,"Avda. Monasterio de Nuestra Señora de Prado, s/n. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 411 716",,,,,,,"Secretaría General de Educación","1284181590493",1142233494052,20110920,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233494052/DirectorioPadre",
"Servicio de Estudios y Documentación",,,"Avda. Monasterio Nuestra Señora de Prado, s/n. C.P. 47014 (Valladolid)",,,,,,"983 411 800",,,,,,,"Secretaría General de Cultura y Turismo","1284181591229",1142233495140,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233495140/DirectorioPadre",
"Servicio de Estudios y Documentación",,,,"C/ Las Mieses, 26","47071","Valladolid","1179469311668",,"983 410 933",,,,,,,"Secretaría General de Familia e Igualdad de Oportunidades","1284181589554",1142233492472,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233492472/DirectorioPadre",
"Servicio de Estudios y Documentación",,,"C/ Rigoberto Cortejoso, 14. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 036",,,,,,,"Secretaría General de Fomento y Medio Ambiente","1284181589275",1142233487258,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233487258/DirectorioPadre",
"Servicio de Estudios y Documentación",,,"Avda. Monasterio de Nuestra Señora de Prado, s/n C.P. 47014 Valladolid (Valladolid)",,,,,,"983 411 780",,"983 410 687",,,,,"Secretaría General de Educación","1284181590493",1142233494102,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233494102/DirectorioPadre",
