"WORK_ORDER_NUMBER","WORK_ORDER_ACTIVITY_DESC","WORK_ORDER_ADDRESS","WORK_ORDER_INITIATED_DATE","WORK_ORDER_COMPLETED_DATE"
429583,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  14 ST SW  ",06/24/2013 16:17:08,06/26/2013 15:05:00
429606,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  OGDEN RD SE  ",06/25/2013 08:07:17,07/29/2013 09:07:00
429614,"Roads PDOR","  OGDEN RD SE  ",06/25/2013 08:45:00,07/16/2013 13:47:00
429628,"SL Replace Bulb","337 11 AV SW  ",06/25/2013 10:19:16,06/15/2013 00:00:00
429629,"SL Replace photo electric cell","    ",06/25/2013 10:22:44,06/15/2013 00:00:00
429630,"SL Replace Fuse","    ",06/25/2013 10:24:56,06/15/2013 00:00:00
429631,"Signs Manufacture - Standard signs for Supply Management","    ",06/25/2013 10:27:26,10/29/2013 11:01:00
429633,"Signs Manufacture - Standard signs for Supply Management","    ",06/25/2013 10:30:08,07/18/2013 09:41:00
429634,"SL Replace Bulb","  14 ST SW  ",06/25/2013 10:32:39,06/15/2013 00:00:00
429638,"SL Replace Bulb","    ",06/25/2013 10:42:11,06/15/2013 00:00:00
429642,"SL Replace Bulb","  4 ST SW  ",06/25/2013 10:49:23,06/15/2013 00:00:00
429643,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",06/25/2013 10:52:29,08/19/2013 09:57:00
429644,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",06/25/2013 10:55:54,07/09/2013 10:09:00
429645,"SL Replace Fuse","    ",06/25/2013 11:02:59,06/15/2013 00:00:00
429646,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","  68 AV SE  ",06/25/2013 11:22:27,07/12/2013 14:00:00
429649,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","    ",06/25/2013 11:31:47,07/23/2013 15:00:00
429653,"SL PDOR - to be used for Street lights PDORs only."," MCKNIGHT BV NE  ",06/25/2013 12:34:00,06/25/2013 12:39:00
429655,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  52 ST SE  ",06/25/2013 12:44:22,07/08/2013 08:48:00
429659,"SL Replace Luminaire","  8 ST SW  ",06/25/2013 13:10:56,06/15/2013 00:00:00
429660,"SL Replace Bulb","    ",06/25/2013 13:14:45,06/16/2013 00:00:00
429667,"SL Replace Bulb","  17 AV SW  ",06/25/2013 13:44:51,06/16/2013 00:00:00
429676,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",06/25/2013 13:53:00,07/02/2013 09:34:00
429686,"Traffic Parking & Assessment - Design, review and update (Non-Recoverable)","  9A ST NE  ",06/25/2013 14:37:00,08/08/2013 10:00:00
429697,"Investigation, Analysis, Contract Administration and overhead","  9 AV SE  ",06/25/2013 15:13:00,10/09/2013 16:00:00
429698,"Investigation, Analysis, Contract Administration and overhead","  4 ST SE  ",06/25/2013 15:16:00,10/09/2013 16:00:00
429699,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  TARACOVE RD NE  ",06/25/2013 15:23:07,07/16/2013 09:18:00
429703,"SL Replace Luminaire","  MEMORIAL DR E  ",06/25/2013 15:39:05,06/16/2013 00:00:00
429714,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  64 AV NE  ",06/25/2013 16:14:20,07/08/2013 14:38:00
429715,"Sign Field Ops - Sign Repair/replace/ lifecycle missing or damaged signs ","  TARARIDGE DR NE  ",06/25/2013 16:17:08,07/18/2013 14:06:00
429719,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  TARADALE DR NE  ",06/25/2013 16:33:22,07/03/2013 15:51:00
429720,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  OLD BANFF COACH RD SW  ",06/25/2013 16:54:44,07/02/2013 09:45:00
429721,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  MCKINNON DR NE  ",06/25/2013 16:56:40,07/02/2013 10:13:00
429723,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  17 AV SW  ",06/25/2013 17:01:40,10/02/2013 15:23:00
429743,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","2235 28 AV SW  ",06/26/2013 05:57:16,06/26/2013 05:58:00
429744,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","411 GLAMORGAN CR SW  ",06/26/2013 05:59:30,06/26/2013 05:59:00
429745,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","    ",06/26/2013 06:06:16,06/26/2013 06:06:00
429746,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","631 11 AV SE  ",06/26/2013 06:07:55,06/26/2013 06:08:00
429747,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","504 32 AV NE  ",06/26/2013 06:09:59,06/26/2013 06:10:00
429521,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",06/24/2013 10:18:00,08/14/2013 11:00:00
429522,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",06/24/2013 10:18:00,08/14/2013 11:00:00
429523,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",06/24/2013 10:18:00,08/14/2013 11:00:00
429524,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",06/24/2013 10:18:00,08/14/2013 11:00:00
429525,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",06/24/2013 10:18:00,08/14/2013 11:00:00
429526,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",06/24/2013 10:18:00,08/14/2013 11:00:00
429527,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",06/24/2013 10:18:00,08/14/2013 11:00:00
429528,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",06/24/2013 10:18:00,08/14/2013 11:00:00
429529,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",06/24/2013 10:18:00,08/14/2013 11:00:00
429530,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",06/24/2013 10:18:00,08/14/2013 11:00:00
429531,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  17 AV SW  ",06/24/2013 10:23:47,06/26/2013 15:51:00
429538,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  30 ST SE  ",06/24/2013 10:56:04,06/26/2013 15:37:00
429545,"Install Traffic Signal Electrical Device / Head (NON City Asset)","    ",06/24/2013 11:16:00,11/05/2013 10:00:00
429552,"SL PDOR - to be used for Street lights PDORs only.","515 5 AV SE  ",06/24/2013 13:51:34,06/24/2013 14:12:00
429556,"SL Replace Fuse","    ",06/24/2013 14:15:38,06/15/2013 00:00:00
429559,"SL Replace Fuse","    ",06/24/2013 14:22:31,06/14/2013 00:00:00
429568,"SL Replace relay","    ",06/24/2013 14:41:14,06/19/2013 00:00:00
429569,"SL Replace relay","53 HUNTERHORN CR NE  ",06/24/2013 14:47:35,06/19/2013 00:00:00
429570,"SL PDOR - to be used for Street lights PDORs only."," HERITAGE MEADOWS RD SE  ",06/24/2013 14:45:00,06/24/2013 14:56:00
429571,"SL Replace Bulb","187 HUNTERHORN DR NE  ",06/24/2013 14:53:26,06/19/2013 00:00:00
429572,"SL PDOR - to be used for Street lights PDORs only.","  MACLEOD TR SW  ",06/24/2013 14:59:00,06/24/2013 15:52:00
429573,"SL Replace photo electric cell","7024 HUNTBOURNE RD NE  ",06/24/2013 15:07:45,06/19/2013 00:00:00
429574,"Traffic Parking & Assessment - Design, review and update (Non-Recoverable)","151 PANATELLA HL NW  ",06/24/2013 15:17:02,07/08/2013 14:30:00
429576,"SL Replace relay","6803 HUNTCHESTER RD NE  ",06/24/2013 15:38:35,06/19/2013 00:00:00
429578,"Traffic Parking & Assessment - Design, review and update (Non-Recoverable)","  39 AV NE  ",06/24/2013 15:44:39,07/29/2013 12:30:00
429581,"SL PDOR - to be used for Street lights PDORs only.","2811 14 AV NW  ",06/24/2013 15:55:00,06/24/2013 16:00:00
429584,"Signs Field Ops - Sign Repair/replace missing or damaged signs","6802 7 ST SW  ",06/24/2013 16:19:27,09/09/2013 15:27:00
429585,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  SILVER SPRINGS BV NW  ",06/24/2013 16:31:00,06/27/2013 08:56:00
429603,"Signs Manufacture - Detour Sign","    ",06/25/2013 07:25:00,07/02/2013 09:40:00
429612,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  16 AV NE  ",06/25/2013 08:34:05,06/27/2013 09:16:00
429616,"Install, replace, modify, or remove a Signal (Steel)","108 25 AV SW  ",06/25/2013 08:45:00,10/09/2013 16:00:00
429620,"SL Replace Fuse","117 HUNTHAM RD NE  ",06/25/2013 09:12:01,06/20/2013 00:00:00
429648,"SL Replace Bulb","  5 ST SW  ",06/25/2013 11:27:00,06/15/2013 00:00:00
429658,"SL PDOR - to be used for Street lights PDORs only.","  54 ST SE  ",06/25/2013 13:07:00,06/25/2013 13:13:00
429662,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  TARINGTON GD NE  ",06/25/2013 13:23:01,07/08/2013 14:27:00
429664,"Signs Field Ops - Sign Repair/replace missing or damaged signs","124 TARINGTON WY NE  ",06/25/2013 13:25:57,07/02/2013 10:52:00
429668,"Signs Field Ops - Sign Repair/replace missing or damaged signs","22 TARINGTON PL NE  ",06/25/2013 13:46:13,07/02/2013 10:50:00
429669,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  TARINGTON GD NE  ",06/25/2013 13:47:52,07/25/2013 09:47:00
429670,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  TARALAKE LN NE  ",06/25/2013 13:49:32,07/25/2013 09:44:00
429671,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  TARALAKE LI NE  ",06/25/2013 13:50:56,07/25/2013 08:33:00
429672,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  TARADALE DR NE  ",06/25/2013 13:52:16,07/08/2013 14:30:00
429673,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  64 AV NE  ",06/25/2013 13:53:45,06/27/2013 09:14:00
429675,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  68 ST NE  ",06/25/2013 13:58:04,07/22/2013 14:04:00
429679,"SL Replace Bulb","  17 AV SW  ",06/25/2013 14:10:36,06/16/2013 00:00:00
429680,"SL Replace Fuse","    ",06/25/2013 14:14:45,06/16/2013 00:00:00
429681,"SL Replace Bulb","    ",06/25/2013 14:17:23,06/16/2013 00:00:00
429682,"SL Install temporary overhead wire","    ",06/25/2013 14:20:56,06/16/2013 00:00:00
429683,"SL Replace Bulb","526 17 AV SW  ",06/25/2013 14:28:35,06/16/2013 00:00:00
429684,"SL Replace Fuse","    ",06/25/2013 14:32:45,06/16/2013 00:00:00
429685,"SL Replace Bulb","347 17 AV SW  ",06/25/2013 14:36:35,06/16/2013 00:00:00
429687,"SL Replace Bulb","333 17 AV SW  ",06/25/2013 14:39:09,06/16/2013 00:00:00
429688,"SL Replace Luminaire","  17 AV SW  ",06/25/2013 14:47:30,06/16/2013 00:00:00
429689,"SL Replace Bulb","  16 AV SW  ",06/25/2013 14:54:27,06/16/2013 00:00:00
429690,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  64 AV NE  ",06/25/2013 14:54:34,07/08/2013 14:45:00
429691,"SL Replace Luminaire","706 17 AV SW  ",06/25/2013 14:58:03,06/16/2013 00:00:00
429692,"SL Replace Bulb","1236 16 AV SW  ",06/25/2013 15:04:04,06/16/2013 00:00:00
429694,"Signs Field Ops - Sign Repair/replace missing or damaged signs","2880 GLENMORE TR SE  ",06/25/2013 15:09:03,06/27/2013 08:51:00
429695,"SL Replace Bulb","  14 ST SW  ",06/25/2013 15:09:58,06/16/2013 00:00:00
427906,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","1926 19 AV NW  ",06/10/2013 06:11:35,06/10/2013 06:12:00
427184,"Signals Construction - Signals Over Dimensional Load Escort","5796 40 ST SE  ",06/03/2013 12:29:00,06/17/2013 17:43:00
427062,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  HAMPTONS BV NW  ",06/03/2013 08:33:12,06/27/2013 09:18:00
430143,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  9 AV SE  ",07/02/2013 11:19:00,10/21/2013 09:14:00
430144,"Traffic Detours - Investigation Process (Recoverable)","  9 AV SE  ",07/02/2013 11:19:00,10/21/2013 09:15:00
430157,"SL Replace Luminaire","  1 ST SW  ",07/02/2013 13:17:57,06/29/2013 00:00:00
430159,"Signs Field Ops - Sign Repair/replace missing or damaged signs","2015 45 ST SE  ",07/02/2013 13:21:36,07/08/2013 14:17:00
430160,"Traffic Assessment Design, Review and Update (Non-Recoverable) -   PeopleSoft Activity 225455"," PANAMOUNT BV NW  ",07/02/2013 13:23:00,04/09/2013 09:15:00
430161,"Signs Field Ops - Sign Repair/replace missing or damaged signs","4020 8 ST SE  ",07/02/2013 13:31:44,07/15/2013 10:13:00
430181,"Signs Manufacture - Standard signs for Supply Management","    ",07/02/2013 14:31:39,08/07/2013 09:08:00
430182,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  4 ST SW  ",07/02/2013 14:31:47,07/18/2013 14:48:00
430183,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  2 ST SW  ",07/02/2013 14:33:56,07/08/2013 08:43:00
430185,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  2 AV SW  ",07/02/2013 14:35:50,07/29/2013 09:23:00
430196,"SL Replace Luminaire","    ",07/02/2013 15:03:16,06/28/2013 00:00:00
430201,"SL PDOR - to be used for Street lights PDORs only.","  34 AV SE  ",07/02/2013 15:09:00,07/02/2013 15:25:00
430205,"SL Replace Fuse","    ",07/02/2013 15:15:24,06/28/2013 00:00:00
430206,"SL Replace Luminaire","    ",07/02/2013 15:22:38,06/29/2013 00:00:00
430207,"SL Replace Bulb","  1 ST SE  ",07/02/2013 15:27:21,06/28/2013 00:00:00
430209,"SL PDOR - to be used for Street lights PDORs only."," 25 ST NW  ",07/02/2013 15:35:00,07/02/2013 15:39:00
430231,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","608 42 AV SE  ",07/03/2013 07:08:08,07/03/2013 07:08:00
430234,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  10 AV SW  ",07/03/2013 08:00:00,08/14/2013 09:15:00
430237,"Signals LRT - PDOR","  4 ST SE  ",07/02/2013 08:00:00,10/07/2013 09:52:00
430245,"Install, replace, modify, or remove a Signal (Steel)","  ROCKY RIDGE BV NW  ",07/03/2013 08:37:00,10/24/2013 11:00:00
430246,"Install, replace, modify, or remove a Signal (Base)","  ROCKY RIDGE BV NW  ",07/03/2013 08:40:00,10/24/2013 11:00:00
430251,"SL Install temporary overhead wire","3427 32 ST SW  ",07/03/2013 08:53:34,06/26/2013 00:00:00
430252,"Install, replace, modify, or remove a Signal (Base)","  ROCKY RIDGE BV NW  ",07/03/2013 08:52:00,10/24/2013 15:00:00
430261,"SL Replace Luminaire","21 CADOGAN RD NW  ",07/03/2013 09:20:04,07/02/2013 00:00:00
430263,"SL Replace Luminaire","167 CARDIFF DR NW  ",07/03/2013 09:23:37,07/02/2013 00:00:00
430291,"Signs Manufacture - Standard signs for Supply Management","    ",07/03/2013 11:02:16,08/07/2013 09:13:00
430293,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  22 AV SW  ",07/03/2013 11:04:55,07/22/2013 13:14:00
430295,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  2000 BRIGHTONCREST GV SE  ",07/03/2013 11:07:42,07/08/2013 14:07:00
430298,"Signs Manufacture - Standard signs for Supply Management","    ",07/03/2013 11:09:33,10/16/2013 14:13:00
430348,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  RANCHRIDGE DR NW  ",07/03/2013 13:12:26,07/09/2013 15:28:00
430372,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  3 AV SW  ",07/03/2013 16:10:39,07/18/2013 15:36:00
430373,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  2 AV NW  ",07/03/2013 16:28:49,07/08/2013 14:53:00
430374,"Signs Field Ops - Sign Repair/replace missing or damaged signs","902 9 AV SW  ",07/03/2013 16:32:25,07/18/2013 15:40:00
430376,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  10 ST SW  ",07/03/2013 16:49:09,07/09/2013 16:29:00
430393,"Streetlight Design - Install, replace, modify or remove streetlight pole","801 8 AV NE  ",07/04/2013 07:26:00,08/05/2013 10:00:00
430394,"Streetlight Design - Install, replace, modify or remove streetlight base","823 8 AV NE  ",07/04/2013 07:40:00,08/05/2013 13:00:00
430403,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  BARLOW TR SE  ",07/04/2013 07:59:06,07/04/2013 08:00:00
430404,"SL Replace photo electric cell","140 SANDRINGHAM RD NW  ",07/04/2013 08:05:28,07/02/2013 00:00:00
430406,"Streetlight Design - Install, replace, modify or remove streetlight base","  6 ST NE  ",07/04/2013 08:06:00,07/04/2013 08:34:00
430407,"Streetlight Design - Install, replace, modify or remove streetlight pole","  6 ST NE  ",07/04/2013 08:08:00,07/04/2013 08:35:00
430415,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  6 AV SW  ",07/04/2013 08:53:35,07/15/2013 10:50:00
430416,"SL Replace photo electric cell","37 MT KIDD RD SE  ",07/04/2013 08:56:34,07/02/2013 00:00:00
430418,"Signs Field Ops - Sign Repair/replace missing or damaged signs","910 75 AV SW  ",07/04/2013 08:58:52,07/09/2013 16:27:00
430420,"Traffic Parking & Assessment - Design, review and update (Non-Recoverable)","  PREMIER WY SW  ",07/04/2013 09:01:18,07/25/2013 13:00:00
430421,"SL Replace Bulb","70 MOUNTAIN PARK CI SE  ",07/04/2013 09:05:30,07/06/2013 00:00:00
430426,"SL Replace Bulb","167 NEW BRIGHTON CL SE  ",07/04/2013 09:29:09,07/02/2013 00:00:00
430428,"SL Replace Bulb","187 NEW BRIGHTON CL SE  ",07/04/2013 09:33:30,07/02/2013 00:00:00
430441,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  TRELLE DR NE  ",07/04/2013 10:31:45,07/16/2013 09:26:00
430276,"SL PDOR - to be used for Street lights PDORs only.","  MCKENZIE TOWNE BV SE  ",07/03/2013 10:31:00,07/03/2013 12:51:00
430284,"Signs Manufacture - Information Sign - Overhead and sidemount guide signs (green)","    ",07/03/2013 10:41:00,07/10/2013 08:10:00
430285,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  SKYVIEW RANCH BV NE  ",07/03/2013 10:52:14,07/09/2013 15:47:00
430288,"Signs Manufacture - Standard signs for Supply Management","    ",07/03/2013 10:55:13,07/10/2013 08:17:00
430289,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  32 ST SE  ",07/03/2013 10:56:38,07/15/2013 10:16:00
430290,"Signs Manufacture - Standard signs for Supply Management","    ",07/03/2013 10:59:04,08/29/2013 10:03:00
430294,"Signs Manufacture - Standard signs for Supply Management","    ",07/03/2013 11:05:00,08/07/2013 09:11:00
430302,"Signs Manufacture - Standard signs for Supply Management","    ",07/03/2013 11:23:16,07/19/2013 09:16:00
430304,"Signs Manufacture - Standard signs for Supply Management","    ",07/03/2013 11:26:04,07/18/2013 09:42:00
430305,"SL Replace Bulb","  INVERNESS GA SE  ",07/03/2013 11:28:01,06/03/2013 00:00:00
430337,"Signs Manufacture - Standard signs for Supply Management","    ",07/03/2013 11:47:20,08/07/2013 09:04:00
430344,"Signals Construction - Signals Over Dimensional Load Escort","5049 74 AV SE  ",07/03/2013 12:19:00,07/26/2013 17:05:00
430346,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  25 AV SW  ",07/03/2013 13:03:25,07/31/2013 11:33:00
430350,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","    ",07/03/2013 13:12:48,07/12/2013 00:00:00
430351,"SL Install temporary overhead wire","179 INVERNESS WY SE  ",07/03/2013 13:15:07,06/03/2013 00:00:00
430410,"Streetlight Design - Install, replace, modify or remove streetlight base","  6 ST NE  ",07/04/2013 08:20:00,10/15/2013 15:00:00
430424,"SL Administrative, GIS","800 MACLEOD TR SE 101",07/04/2013 09:22:00,06/30/2013 09:25:00
430442,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  HIDDEN VALLEY DR NW  ",07/04/2013 10:34:04,07/10/2013 14:03:00
430443,"Signals LRT - PDOR","  25 AV SW  ",07/03/2013 15:30:00,10/07/2013 12:50:00
430446,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",07/04/2013 10:40:00,07/09/2013 10:07:00
430448,"Signals LRT - PDOR","  DEERFOOT TR SE  ",07/03/2013 08:42:00,10/07/2013 12:47:00
430450,"SL Replace Luminaire","12 INVERNESS GV SE  ",07/04/2013 10:53:08,07/03/2013 00:00:00
430452,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  11 AV SE  ",07/04/2013 10:57:04,07/08/2013 14:14:00
430456,"Signs Manufacture - Detour Sign","    ",07/04/2013 10:57:00,07/10/2013 10:30:00
430460,"Special Events Cleaning [m3][ln km]","    ",07/04/2013 11:04:00,07/10/2013 08:32:00
430462,"Special Events Cleaning [m3][ln km]","    ",07/04/2013 11:05:25,07/10/2013 08:33:00
430467,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","    ",07/04/2013 11:27:00,07/17/2013 16:00:00
430469,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","    ",07/04/2013 11:27:00,07/17/2013 16:00:00
430470,"Signs Field Ops - New Sign Installation Non-recoverable - Majority of new signs.  Charged to TFO","    ",07/04/2013 11:27:00,07/17/2013 16:00:00
430471,"Signs Manufacture - Detour Sign","    ",07/04/2013 11:32:54,07/10/2013 10:31:00
430473,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",07/04/2013 11:57:17,07/11/2013 15:00:00
430475,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  MEMORIAL DR NE  ",07/04/2013 13:07:45,12/20/2013 10:19:00
430485,"Signs Field Ops - Sign Repair/replace missing or damaged signs","45 CITADEL MEADOW CL NW  ",07/04/2013 13:27:46,07/10/2013 14:15:00
430487,"SL Replace Bulb","64 SANDALWOOD CO NW  ",07/04/2013 13:30:02,07/04/2013 00:00:00
430489,"SL Replace Bulb","10236 HIDDEN VALLEY DR NW  ",07/04/2013 13:32:49,07/04/2013 00:00:00
430492,"SL Replace Bulb","26 SILVERADO PONDS VW SW  ",07/04/2013 13:39:58,07/04/2013 00:00:00
430493,"SL Replace Luminaire","16199 MCKENZIE LAKE WY SE  ",07/04/2013 13:44:10,07/04/2013 00:00:00
430497,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",07/04/2013 13:58:49,07/10/2013 08:12:00
430499,"SL Replace Bulb","  114 AV SE  ",07/04/2013 14:10:58,07/04/2013 00:00:00
429752,"Road Surface Repair, Hand Crew or Main Replacement, under 110 m2 [m2][tonne]","939 32 ST NW  ",06/26/2013 06:38:03,06/26/2013 06:38:00
429753,"SL Replace Bulb","640 WILLACY DR SE  ",06/26/2013 07:40:01,06/10/2013 00:00:00
429754,"SL Replace Bulb","636 LAKE LINNET CR SE  ",06/26/2013 07:44:32,06/10/2013 00:00:00
429758,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  29 ST SW  ",06/26/2013 08:25:25,06/27/2013 10:09:00
429761,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  8 ST SW  ",06/26/2013 09:01:18,09/26/2013 11:33:00
429763,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  9 ST NE  ",06/26/2013 09:05:00,07/29/2013 10:00:00
429765,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  MCPHERSON RD NE  ",06/26/2013 09:05:00,07/29/2013 10:00:00
429766,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",06/26/2013 09:05:00,07/09/2013 09:46:00
429767,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",06/26/2013 09:05:00,07/29/2013 10:00:00
429768,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",06/26/2013 09:05:00,07/29/2013 10:00:00
429769,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",06/26/2013 09:05:00,07/29/2013 10:00:00
429772,"Signs Field Ops - Sign Repair/replace missing or damaged signs","500 EAU CLAIRE AV SW 1301A",06/26/2013 09:15:46,07/15/2013 08:47:00
429773,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  25 AV SW  ",06/26/2013 09:16:53,07/25/2013 09:13:00
429774,"Sign Field Ops - Sign Repair/replace/ lifecycle missing or damaged signs ","  11 ST SW  ",06/26/2013 09:18:08,07/25/2013 09:11:00
429780,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  25 AV SW  ",06/26/2013 09:25:35,07/24/2013 15:17:00
429784,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  17 AV SE  ",06/26/2013 09:38:15,07/15/2013 09:11:00
429792,"Signs Field Ops - Sign Repair/replace missing or damaged signs","316 RIVERFRONT AV SE  ",06/26/2013 09:54:59,07/15/2013 08:31:00
429794,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  25 AV SW  ",06/26/2013 10:00:55,07/03/2013 15:17:00
429796,"SL Replace Bulb","  EDGEMONT BV NW  ",06/26/2013 10:12:26,06/15/2013 00:00:00
429798,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  DOUGLAS GLEN GV SE  ",06/26/2013 10:19:14,07/03/2013 15:12:00
429799,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  DOUGLAS GLEN BV SE  ",06/26/2013 10:21:17,07/23/2013 15:10:00
429802,"SL Replace Bulb","  SHAGANAPPI TR NW  ",06/26/2013 10:36:24,06/15/2013 00:00:00
429803,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  DOUGLAS GLEN BV SE  ",06/26/2013 10:37:14,07/23/2013 15:00:00
429804,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  DOUGLAS GLEN BV SE  ",06/26/2013 10:39:07,07/03/2013 15:31:00
429805,"SL Replace Bulb","    ",06/26/2013 10:42:18,06/15/2013 00:00:00
429807,"Signs Field Ops - Sign Repair/replace missing or damaged signs","  FALCONRIDGE BV NE  ",06/26/2013 10:46:50,07/23/2013 14:57:00
429811,"Signs Field Ops - Sign Repair/replace missing or damaged signs","5324 32 AV NW  ",06/26/2013 12:15:00,07/29/2013 09:38:00
429818,"Signs Field Ops - Sign Installation New Subdivisions - charge to developers","    ",06/26/2013 14:17:00,08/13/2013 11:00:00
429820,"Signs Field Ops - Sign Installation New Subdivisions - charge to developers","  BOW TR SW  ",06/26/2013 14:17:00,08/13/2013 11:00:00
429821,"Signs Field Ops - Sign Installation New Subdivisions - charge to developers","  85 ST SW  ",06/26/2013 14:17:00,08/13/2013 11:00:00
429822,"Signs Field Ops - Sign Installation New Subdivisions - charge to developers","  85 ST SW  ",06/26/2013 14:17:00,08/13/2013 11:00:00
429823,"Signs Field Ops - Sign Installation New Subdivisions - charge to developers","  STRATHCONA DR SW  ",06/26/2013 14:17:00,08/13/2013 11:00:00
