CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,URBAN_STR,DECADE,SRG,CONTACT,EMAIL,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,SPH,SPRINGBANK HILL,WEST,NEW SUBURBS,BUILDING OUT,DEVELOPING,Mike Marko,Mike.Marko@calgary.ca,2008,,7252,2871,772,0,2285,2126,152,0,514,78,0,1,0,0,0,0,0,0,0,0,307,270,503,6,201,0,0,1,0,2,0,0,0,0,136,131,240,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,55,127,1,12,0,8,1895,1829,6380,42,180,1,0,312,726,411,872,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6344592.17495000000,10406.29546070000
Residential,1,KIL,KILLARNEY/GLENGARRY,CENTRE,INNER SUBURBS,1940s,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,6486,3598,385,0,1705,1496,467,43,543,557,0,489,0,1,2,0,0,0,0,3,475,160,679,33,30,2,2,396,26,636,7,4,80,1,409,232,921,16,39,2,0,0,0,0,0,0,0,0,39,2,57,0,4,4,1,1,1,1,0,0,1,2,518,322,1034,25,11,1,9,1385,962,3158,68,24,10,3,1192,1268,445,290,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1843507.06316000000,5571.07684892000
Residential,1,RIC,RICHMOND,CENTRE,INNER CITY,1950s,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,3892,2112,232,0,1084,1155,337,12,304,92,0,212,0,0,0,0,0,0,0,0,294,35,427,10,0,0,1,167,2,267,6,1,37,0,266,180,599,19,51,1,0,0,0,0,0,0,0,0,12,7,23,0,0,0,0,0,0,0,0,0,0,0,83,42,171,9,0,0,2,1076,818,2405,56,13,8,0,665,754,263,206,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793961.89046000000,6460.14767739000
Residual Sub Area,4,09P,09P,EAST,GREENFIELD,NON RESIDENTIAL,N/A,Mike Marko,Mike.Marko@calgary.ca,2008,,175,56,13,0,36,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,36,175,1,1,0,0,5,17,11,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7826810.32390000000,11311.55348410000
Residential,1,CLI,CLIFF BUNGALOW,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Denise Carbol,Denise.carbol@calgary.ca,2008,,1861,1363,29,0,328,173,14,0,917,69,0,187,0,2,0,0,1,0,0,12,847,226,1180,41,0,17,1,170,4,226,0,3,13,0,10,4,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,0,2,0,56,15,84,2,11,0,3,157,79,314,10,3,0,3,756,410,54,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362754.48771500000,2944.18028240000
Residential,1,MIS,MISSION,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Denise Carbol,Denise.carbol@calgary.ca,2008,,4159,3168,45,0,1078,95,2,0,2947,34,0,73,1,8,4,4,0,0,0,25,2707,1014,3735,109,55,51,1,61,3,85,2,0,9,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,153,2,0,1,0,30,27,51,2,0,2,9,75,31,133,6,0,5,17,1870,911,88,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534971.29451300000,3828.26849698000
Residential,1,SOV,SOUTHVIEW,EAST,INNER SUBURBS,1950s,BUILT-OUT,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,2096,905,184,0,467,586,26,3,150,54,0,85,0,0,0,1,0,0,0,2,130,0,320,13,0,5,3,66,3,108,0,0,16,2,23,6,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,59,0,0,0,0,54,0,140,0,0,0,0,574,458,1412,12,0,0,1,205,329,160,135,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591747.65783000000,5836.83336329000
Residential,1,UMR,UPPER MOUNT ROYAL,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Denise Carbol,Denise.carbol@calgary.ca,2008,,2536,1073,129,0,752,802,10,0,235,13,0,12,0,0,1,0,0,0,0,0,227,48,314,1,0,7,0,10,0,13,0,0,2,0,10,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,5,12,2,0,5,1,737,691,2176,21,12,31,1,249,346,123,244,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275581.54629000000,5092.20785212000
Residential,1,GBK,GLENBROOK,WEST,INNER SUBURBS,1950s,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,7054,3215,433,0,1687,923,664,2,721,703,0,202,0,0,0,0,0,0,0,2,703,221,1185,16,0,0,0,175,7,320,8,0,19,0,651,267,1645,11,1,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,690,465,1608,13,0,0,0,892,727,2292,21,7,3,0,922,1189,493,455,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947131.20398000000,5962.93982038000
Residential,1,SOC,SOUTH CALGARY,CENTRE,INNER CITY,1940s,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,3616,2171,172,0,885,676,197,98,744,293,0,146,2,15,0,0,0,0,0,0,639,254,1014,49,47,9,0,115,5,162,11,0,20,0,163,100,376,6,26,2,0,0,0,0,0,0,0,1,85,10,137,8,4,4,1,16,1,77,0,0,0,3,241,89,451,18,28,3,12,623,426,1399,21,11,9,17,773,742,205,154,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885510.67427700000,4859.69803270000
Industrial,2,HIF,HIGHFIELD,CENTRE,CENTRAL INDUSTRIAL,NON RESIDENTIAL,N/A,Denise Carbol,Denise.carbol@calgary.ca,2008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2736442.09331000000,7657.69910317000
Residential,1,EPK,ELBOW PARK,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Denise Carbol,Denise.carbol@calgary.ca,2008,,3463,1212,263,0,1044,1201,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,9,0,0,3,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1120,1041,3448,51,21,8,0,132,363,171,418,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786488.95815000000,7301.11865043000
Residential,1,ROX,ROXBORO,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Denise Carbol,Denise.carbol@calgary.ca,2008,,428,162,22,0,147,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,147,428,4,4,0,0,28,51,19,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271809.65588400000,2330.94175463000
Residential,1,ERI,ERIN WOODS,EAST,RECENT SUBURBS,1980s,BUILT-OUT,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,7087,2428,747,0,1807,1848,47,0,119,271,96,47,0,0,0,0,0,0,0,0,119,104,165,0,0,0,0,42,3,92,4,0,1,0,44,11,145,3,0,0,0,93,90,190,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,55,788,12,0,0,0,1816,1544,5707,32,0,0,0,344,671,518,730,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588421.15317000000,5242.94408112000
Residential,1,RUT,RUTLAND PARK,WEST,INNER SUBURBS,1950s,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,2270,976,123,0,747,312,40,0,95,492,0,36,0,0,0,1,0,0,0,0,91,1,93,4,0,0,0,30,0,47,3,0,3,0,39,11,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,135,0,0,0,0,490,476,1173,2,0,0,0,297,259,725,15,0,0,1,303,335,145,152,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681040.51404600000,4322.96250015000
Residential,1,CFC,CFB - CURRIE,WEST,INNER SUBURBS,1940s,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,0,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096775.30039000000,5101.63955079000
Residual Sub Area,4,02K,02K,NORTH,GREENFIELD,NON RESIDENTIAL,N/A,Wilf Richter,Wilf.Richter@calgary.ca,2008,,99,8,0,0,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88,0,0,0,0,0,0,0,0,0,0,0,4,2,11,0,3,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6806212.15049000000,12955.18342790000
Residual Sub Area,4,03I,03I,NORTHEAST,GREENFIELD,NON RESIDENTIAL,N/A,Allison Chan,Allison.D.Chan@calgary.ca,2008,Y,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7967099.56493000000,11400.68111670000
Residual Sub Area,4,03H,03H,NORTHEAST,GREENFIELD,NON RESIDENTIAL,N/A,Allison Chan,Allison.D.Chan@calgary.ca,2008,Y,0,8,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2656660.47502000000,6516.94210477000
Residual Sub Area,4,02B,02B,NORTH,GREENFIELD,NON RESIDENTIAL,N/A,Wilf Richter,Wilf.Richter@calgary.ca,2008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2664756.09740000000,6529.64647221000
Residual Sub Area,4,03D,03D,NORTH,GREENFIELD,NON RESIDENTIAL,N/A,Wilf Richter,Wilf.Richter@calgary.ca,2008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514302.30526000000,6874.64371581000
Residual Sub Area,4,02C,02C,NORTH,GREENFIELD,NON RESIDENTIAL,N/A,Wilf Richter,Wilf.Richter@calgary.ca,2008,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505413.19827000000,6034.30312631000
Residential,1,ERL,ERLTON,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Denise Carbol,Denise.carbol@calgary.ca,2008,,1191,742,32,0,496,133,46,0,414,105,0,43,0,0,1,0,0,0,0,2,400,309,644,11,0,1,0,34,4,45,2,0,7,0,43,22,90,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,95,85,180,9,0,1,1,122,75,230,9,0,1,1,288,347,41,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506469.98443600000,4067.95834081000
Residential,1,SHG,SHAGANAPPI,CENTRE,INNER SUBURBS,1950s,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,1595,881,95,0,360,393,94,0,156,132,0,103,0,0,0,3,0,0,0,0,114,25,154,4,0,38,0,90,6,137,1,0,12,0,86,30,200,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,18,0,0,0,1,124,22,167,7,0,0,1,373,277,919,11,8,0,3,322,270,95,94,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481741.77799000000,5717.74302378000
Residential,1,ALB,ALBERT PARK/RADISSON HEIGHTS,EAST,INNER SUBURBS,1950s,BUILT-OUT,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,6192,2681,478,0,832,931,443,20,500,343,0,444,0,0,0,0,0,0,0,0,496,23,838,4,0,0,1,360,12,686,20,0,63,0,428,152,1268,11,2,2,0,0,0,0,0,0,0,0,19,6,46,0,0,0,0,0,0,0,0,0,0,1,335,1,954,7,0,0,3,898,638,2400,24,4,2,0,694,894,446,415,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506200.12570000000,8227.62372535000
Residential,1,DNW,DOWNTOWN WEST END,CENTRE,CENTRE CITY,DOWNTOWN,BUILT-OUT,Thom Mahler,Thom.Mahler@calgary.ca,2008,,2634,1630,69,0,828,7,0,0,1620,0,0,0,0,1,0,0,0,2,0,8,1555,827,2624,47,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,1,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,2,3,688,728,85,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364534.76936500000,2809.59153047000
Residential,1,DNE,DOWNTOWN EAST VILLAGE,CENTRE,CENTRE CITY,DOWNTOWN,BUILT-OUT,Rob Graham,"Rob,Graham@calgary.ca",2008,,2316,1234,10,0,156,3,0,0,1220,0,0,0,3,2,0,0,0,6,0,2,933,156,1175,35,244,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1139,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,2,11,718,196,17,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521308.99926400000,3518.12388114000
Residential,1,RED,RED CARPET,EAST,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,1723,917,76,0,697,0,0,0,400,0,517,0,0,0,0,0,0,0,0,0,394,314,618,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,383,1105,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,386,108,58,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556460.83952400000,3605.66952617000
Residential,1,SSW,SCARBORO/ SUNALTA WEST,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,377,166,25,0,141,164,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,141,374,9,0,0,0,31,70,29,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352694.64401300000,2630.18301137000
Residential,1,CHR,CHRISTIE PARK,WEST,RECENT SUBURBS,1990s,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,2172,728,93,0,675,476,94,0,0,156,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,90,171,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,206,0,0,0,0,145,129,243,11,0,0,0,468,456,1552,8,0,0,2,101,271,107,202,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813862.18422800000,4741.08364287000
Residential,1,FLN,FOREST LAWN,EAST,ESTABLISHED SUBURBS,PRE-1940,BUILT-OUT,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,7812,3316,611,0,1109,1397,329,6,223,739,57,550,0,10,2,0,2,1,0,3,207,8,402,12,0,1,0,462,18,978,29,0,59,0,302,101,852,17,7,3,1,45,31,59,0,0,11,0,5,2,13,1,0,0,0,15,7,83,0,0,0,0,696,65,1935,40,0,3,5,1346,877,3490,39,0,7,15,640,1233,594,510,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2316962.67354000000,6520.72444002000
Residential,1,ING,INGLEWOOD,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Denise Carbol,Denise.carbol@calgary.ca,2008,,3284,1901,178,0,1092,848,108,4,400,344,0,162,1,27,4,0,1,2,0,6,371,157,476,23,0,0,1,137,15,201,7,0,17,1,103,56,215,4,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,5,27,13,106,2,0,1,3,327,250,631,12,0,2,9,794,601,1643,32,8,5,35,774,683,181,113,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497500.04153000000,9649.76019144000
Residential,1,BLN,BELTLINE,CENTRE,CENTRE CITY,PRE-1940,BUILT-OUT,Thom Mahler,Thom.Mahler@calgary.ca,2008,,17818,14340,373,0,3512,115,11,5,13697,354,0,75,12,62,1,0,0,8,0,74,10407,3239,16319,554,2432,230,6,61,3,101,2,0,6,1,9,3,16,1,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,1,55,5,658,8,0,19,10,332,235,546,11,0,1,23,78,27,172,10,0,4,83,5945,3978,770,240,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2944590.25150000000,9694.22450135000
Industrial,2,ST4,STONEY 4,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Wilf Richter,Wilf.Richter@calgary.ca,2008,Y,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5559451.94495000000,16495.89916600000
Residual Sub Area,4,03C,03C,NORTH,GREENFIELD,NON RESIDENTIAL,N/A,Wilf Richter,Wilf.Richter@calgary.ca,2008,Y,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637611.38696000000,5318.21976907000
Residential,1,SYV,SYMONS VALLEY,NORTH,NEW SUBURBS,BUILDING OUT,DEVELOPING,Wilf Richter,Wilf.Richter@calgary.ca,2008,Y,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118800.83016000000,6262.97552962000
Residential,1,EVN,EVANSTON,NORTH,NEW SUBURBS,BUILDING OUT,DEVELOPING,Wilf Richter,Wilf.Richter@calgary.ca,2008,,3751,1420,635,0,1161,1329,42,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,38,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,14,1182,1123,3628,23,110,0,0,92,390,304,395,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5047842.75124000000,11354.03355950000
Residential,1,COV,COVENTRY HILLS,NORTH,NEW SUBURBS,BUILDING OUT,DEVELOPING,Wilf Richter,Wilf.Richter@calgary.ca,2008,,15060,5168,1998,0,4641,4898,187,0,0,80,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,0,0,0,0,180,149,431,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,61,157,4,0,1,8,4752,4430,14465,66,56,16,0,477,1597,1198,1562,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4133384.03832000000,9468.33405286000
Industrial,2,ST3,STONEY 3,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Allison Chan,Allison.D.Chan@calgary.ca,2008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6113858.26993000000,12019.74370680000
