Extract date,Organisation URI,Organisation label,Service type URI,Service type label,Programme ,Event title ,Event description ,Event type,Site name,Month,Date and time,Audience / Type,Ticket price,Booking information
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,The Messy Monkey Club ,"Messy, creative fun for under 5's and the best bit is we clear up afterwards!  Please wear suitable messy clothing as sometimes we paint and sometimes we get wet!",Family activity,Abbey House Museum,Nov,Fri 11 Nov 10-12 & 2-4,Under 5's,included in admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Crime & Punishment talks ,"'Found Barefoot and Wandering: The Children of Leeds Industrial Schools, 1857-1914'",West Yorkshire Archive Service share the fascinating records of the reformatory and industrial schools in Leeds.  From stealing apples to being found wandering in the streets; how did children end up in these institutions?,Talk,Abbey House Museum,Nov,tues 15 Nov 2.30-4,Adult,5,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Childhood Study Day,,Study day,Abbey House Museum,Nov,Thurs 17 Nov 11-3,Adult,10,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,The Messy Monkey Club ,"Messy, creative fun for under 5's and the best bit is we clear up afterwards!  Please wear suitable messy clothing as sometimes we paint and sometimes we get wet!",Family activity,Abbey House Museum,Nov,Fri 18 Nov 10-12 & 2-4,Under 5's,included in admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,The Messy Monkey Club ,"Messy, creative fun for under 5's and the best bit is we clear up afterwards!  Please wear suitable messy clothing as sometimes we paint and sometimes we get wet!",Family activity,Abbey House Museum,Nov,Fri 25 Nov 10-12 & 2-4 ,Under 5's,included in admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,The Messy Monkey Club ,"Messy, creative fun for under 5's and the best bit is we clear up afterwards!  Please wear suitable messy clothing as sometimes we paint and sometimes we get wet!",Family activity,Abbey House Museum,Dec,Fri 2 Dec 10-12 & 2-4,Under 5's,included in admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Visit Santa in his grotto ,"Visit Father Christmas in his magical Abbey House grotto. Grotto price not included in admission: £4.50 (includes a present).Don't forget your camera.  There will also be crafts, music and fun in our Victorian Streets.  ",Family activity,Abbey House Museum,Dec,sat 3 Dec 2-4,Family,grotto ticket £4.50,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Visit Santa in his grotto ,"Visit Father Christmas in his magical Abbey House grotto. Grotto price not included in admission: £4.50 (includes a present).Don't forget your camera.  There will also be crafts, music and fun in our Victorian Streets.  ",Family activity,Abbey House Museum,Dec,sun 4 Dec 10-12 & 2-4,Family,grotto ticket £4.50,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Christmas traditions talk,"a seasonal look at the sometimes sinister origins of our modern Christmas traditions. With Kitty Ross, Curator of Leeds History. ",,Abbey House Museum,Dec,Tues 6 Dec 3-4.30,Adult,5,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,The Messy Monkey Club ,"Messy, creative fun for under 5's and the best bit is we clear up afterwards!  Please wear suitable messy clothing as sometimes we paint and sometimes we get wet!",Family activity,Abbey House Museum,Dec,Fri 9 Dec 10-12 & 2-4,Under 5's,included in admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,carols in the street,,Family activity,Abbey House Museum,Dec,sat 10 Dec 2.30,Family,included in admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Visit Santa in his grotto ,"Visit Father Christmas in his magical Abbey House grotto. Grotto price not included in admission: £4.50 (includes a present).Don't forget your camera.  There will also be crafts, music and fun in our Victorian Streets.  ",Family activity,Abbey House Museum,Dec,sat 10 Dec 2-4,Family,grotto ticket £4.50,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Visit Santa in his grotto ,"Visit Father Christmas in his magical Abbey House grotto. Grotto price not included in admission: £4.50 (includes a present).Don't forget your camera.  There will also be crafts, music and fun in our Victorian Streets.  ",Family activity,Abbey House Museum,Dec,sun 11 Dec 10-12 & 2-4,Family,grotto ticket £4.50,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,The Messy Monkey Club ,"messy, creative fun for under 5's and the best bit is we clear up afterwards!  Please wear suitable messy clothing as sometimes we paint and sometimes we get wet!",Family activity,Abbey House Museum,Dec,Fri 16 Dec  10-12 & 2-4,Under 5's,included in admission ,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Visit Santa in his grotto ,"Visit Father Christmas in his magical Abbey House grotto. Grotto price not included in admission: £4.50 (includes a present).Don't forget your camera.  There will also be crafts, music and fun in our Victorian Streets.  ",Family activity,Abbey House Museum,Dec,sat 17 Dec 2-4,Family,grotto ticket £4.50,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Visit Santa in his grotto ,"Visit Father Christmas in his magical Abbey House grotto. Grotto price not included in admission: £4.50 (includes a present).Don't forget your camera.  There will also be crafts, music and fun in our Victorian Streets.  ",Family activity,Abbey House Museum,Dec,sun 18 Dec 10-12 & 2-4,Family,grotto ticket £4.50,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Santa's Little Helpers ,"Christmas fun, games and activities in the museum as everyone gets excited for the big day! Why not visit Santa while you are here?",Family activity,Abbey House Museum,Dec,tues 20 Dec 10-12 & 2-4,Family,grotto ticket £4.50,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Santa's Little Helpers ,"Christmas fun, games and activities in the museum as everyone gets excited for the big day! Why not visit Santa while you are here?",Family activity,Abbey House Museum,Dec,wed 21 Dec 10-12 & 2-4,Family,grotto ticket £4.50,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Santa's Little Helpers ,"Christmas fun, games and activities in the museum as everyone gets excited for the big day! Why not visit Santa while you are here?",Family activity,Abbey House Museum,Dec,Thurs 22 Dec 10-12 & 2-4,Family,grotto ticket £4.50,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Santa's Little Helpers ,"Christmas fun, games and activities in the museum as everyone gets excited for the big day! Why not visit Santa while you are here?",Family activity,Abbey House Museum,Dec,Fri 23 Dec 10-12 & 2-4,Family,grotto ticket £4.50,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,spot the sprout and the sprout challenges ,,Family activity,Abbey House Museum,Dec,wed 28 Dec 10-12 & 2-4,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,spot the sprout and the sprout challenges ,,Family activity,Abbey House Museum,Dec,Thurs 29 Dec 10-12 & 2-4,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,spot the sprout and the sprout challenges ,,Family activity,Abbey House Museum,Dec,Fri 30 Dec 10-12 & 2-4,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,n/a,Rory's Saturday Club,Arts and craft activities relating to the museum displays,Regular event,Leeds City Museum,Weekly,"Every Sat, 11am - 12.15pm",Family,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,n/a,Tiny Tigers,Free craft activities for children under 5,Regular event,Leeds City Museum,Weekly,"Every Friday, 10am - 11.45am",Under 5's,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,n/a,History Thursday,"Join us for a more in depth look at our collections, including tours, talks and historical characters.",Regular event,Leeds City Museum,Weekly,"Every Thurs, 2.15pm - 3pm",Adult,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Community Event,"Courage, Conscience, Creativity Launch Event","Opening event to celebrate the 'Courage, Conscience , Creativity' community exhibition. Co-curated by the Concord Interfaith Network in Leeds, Leeds Quakers and Bradford Peace Museum, the display focuses on the themes of peace, interfaith work and conscientious objectors.",Regular event,Leeds City Museum,Jun,"Sun 26th June, 2pm - 4pm",All,Free,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Under 5s programme / Multi-Sensory Museum,Together: A Dance Project,A brand new dance project for the under 5s together with their carers.  A series of creative playful sessions led by dance artist Rachel Dean leading up to a performance at the museum.  There are 5 collaborative sessions and the 6th session is a performance of the work on Saturday 9th July at 3pm.,Workshop,Leeds City Museum,Jun,"Tues 28 June, 10am - 11.30am",Under 5's,Free (or pay as you feel),0113 2243732/2243726/city.museum@leeds.gov.uk
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Under 5s programme / Multi-Sensory Museum,Together: A Dance Project,A brand new dance project for the under 5s together with their carers.  A series of creative playful sessions led by dance artist Rachel Dean leading up to a performance at the museum.  There are 5 collaborative sessions and the 6th session is a performance of the work on Saturday 9th July at 3pm.,Workshop,Leeds City Museum,Jul,"Tues 5 July, 10am - 11.30am ",Under 5's,Free (or pay as you feel),0113 2243732/2243726/city.museum@leeds.gov.uk
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Under 5s programme / Multi-Sensory Museum,Together: A Dance Project,A brand new dance project for the under 5s together with their carers.  A series of creative playful sessions led by dance artist Rachel Dean leading up to a performance at the museum.  There are 5 collaborative sessions and the 6th session is a performance of the work on Saturday 9th July at 3pm.,Workshop,Leeds City Museum,Jul,"Fri 8 July, 10am - 11.30am",Under 5's,Free (or pay as you feel),0113 2243732/2243726/city.museum@leeds.gov.uk
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Under 5s programme / Multi-Sensory Museum,Together: A Dance Project - The Final Performance,The final performance of the under 5s dance project at Leeds City Museum led and co created by Rachel Dean,,Leeds City Museum,Jul,"Sat 9 July, 3pm - 4pm",Under 5's,Free (or pay as you feel),
