CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,URBAN_STR,DECADE,SRG,CONTACT,EMAIL,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,GRV,GREENVIEW,NORTH,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,2013,1106,119,1406,435,206,30,0,507,309,0,54,0,0,0,0,0,0,0,0,482,94,742,23,0,2,0,39,2,54,5,0,10,0,30,11,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,167,665,7,0,0,0,203,161,484,3,0,0,0,464,367,143,66,16,1051,962,47,62,49,114,288,182,146,83,54,26,49,72,28,120,233,153,120,98,58,31,96,134,77,234,521,335,266,181,112,57,453727.28490400000,3866.51701485000
Residential,1,FAL,FALCONRIDGE,NORTHEAST,RECENT SUBURBS,1980s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2006,,10229,3362,1101,5565,2038,1858,544,0,212,597,0,151,0,0,0,0,0,0,0,1,205,21,426,6,0,0,0,127,6,274,12,0,12,0,527,271,1685,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,307,1713,35,0,0,2,1810,1433,6131,45,0,1,0,423,883,707,955,263,5228,5001,418,945,393,436,884,900,705,344,158,45,415,824,358,417,900,872,652,349,154,60,833,1769,751,853,1784,1772,1357,693,312,105,2156335.70086000000,6000.05384741000
Industrial,2,SKW,SKYLINE WEST,NORTH,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825984.78430600000,4686.71479355000
Residential,1,BRE,BRENTWOOD,NORTHWEST,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Laura Weckman,Laura.Weckman@calgary.ca,2006,,6255,2561,301,3162,1763,1979,0,83,206,240,0,53,0,0,0,0,0,0,0,2,202,7,290,2,0,0,0,43,1,85,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,4,138,4,0,0,0,0,0,0,0,0,0,1,228,0,473,11,0,0,0,1958,1751,5269,21,0,0,0,578,944,411,532,45,3133,3122,115,277,228,384,448,434,481,256,290,220,114,309,215,305,336,426,492,262,375,288,229,586,443,689,784,860,973,518,665,508,2890587.61578000000,8008.90123734000
Residential,1,NHU,NORTH HAVEN UPPER,NORTH,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,653,245,21,358,232,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,232,653,1,0,0,0,32,100,48,61,3,332,321,9,43,19,22,23,43,76,55,30,12,7,48,25,18,14,50,73,49,25,12,16,91,44,40,37,93,149,104,55,24,269104.30616700000,2418.67369893000
Residential,1,RAM,RAMSAY,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Whitney Smithers,Whitney.Smithers@calgary.ca,2006,,2039,1146,105,1329,573,752,69,4,54,54,0,206,0,6,1,0,0,0,0,0,52,0,64,2,0,0,1,154,7,240,13,0,38,1,66,21,148,2,0,0,0,0,0,0,0,0,0,0,3,0,7,1,0,0,0,7,3,15,0,0,0,1,49,0,118,2,0,2,5,718,542,1447,20,7,2,7,403,431,125,81,9,1072,967,34,81,33,74,222,232,204,91,47,54,47,69,30,75,206,189,155,72,53,71,81,150,63,149,428,421,359,163,100,125,890617.17987000000,4498.70877374000
Residential,1,CHW,CHARLESWOOD,NORTHWEST,INNER SUBURBS,1950s,BUILT-OUT,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,3503,1482,134,1758,1186,1297,33,0,117,0,0,35,0,0,0,0,0,0,0,0,112,1,158,5,0,0,0,22,0,40,5,0,8,0,33,16,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277,1169,3228,17,2,1,0,309,610,233,274,18,1771,1732,42,158,116,189,200,223,285,209,157,192,54,157,110,134,142,239,298,181,219,198,96,315,226,323,342,462,583,390,376,390,1830352.95795000000,8414.50625382000
Residential,1,NHV,NORTH HAVEN,NORTH,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,2346,962,147,1211,686,605,204,0,50,86,0,17,0,0,0,0,0,0,0,0,48,0,50,2,0,0,0,14,1,20,3,0,0,0,196,109,490,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,232,2,0,0,0,598,576,1554,7,0,0,0,212,351,163,203,11,1140,1206,51,130,76,96,136,176,177,103,124,71,66,136,85,75,126,174,189,125,129,101,117,266,161,171,262,350,366,228,253,172,845599.29442900000,4110.69209099000
Residential,1,BOW,BOWNESS,NORTHWEST,ESTABLISHED SUBURBS,PRE-1940,BUILT-OUT,Laura Weckman,Laura.Weckman@calgary.ca,2006,,11038,5218,676,6500,2630,2396,822,64,681,846,1,392,0,3,10,1,0,2,0,2,649,107,909,30,0,0,0,337,32,604,30,0,25,2,793,359,2016,27,0,0,0,1,0,2,0,0,0,0,52,7,83,11,0,0,1,12,0,236,1,1,1,0,788,210,1692,54,0,4,1,2314,1915,5496,75,4,2,16,1611,1821,790,641,83,5490,5548,257,504,368,420,831,955,1023,556,348,228,255,526,299,391,856,932,907,559,413,410,512,1030,667,811,1687,1887,1930,1115,761,638,5609292.86588000000,14421.00515140000
Industrial,2,HOR,HORIZON,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cliff DeJong,cliff.dejong@calgary.ca,2006,,38,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,32,6,0,0,0,0,15,17,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,17,21,0,0,0,0,2314773.72725000000,6538.68081688000
Residential,1,HIW,HIGHWOOD,CENTRE,INNER SUBURBS,1950s,BUILT-OUT,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,2152,979,139,1276,653,742,68,3,19,16,0,131,0,0,0,0,0,0,0,0,19,0,37,0,0,0,1,109,4,170,5,0,16,0,62,27,156,3,2,1,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,16,15,37,0,0,0,3,730,606,1747,7,0,2,0,253,378,145,156,7,1096,1056,55,102,64,79,216,196,170,72,54,88,57,95,65,82,180,151,163,58,80,125,112,197,129,161,396,347,333,130,134,213,948736.88682900000,4070.92919031000
Industrial,2,PEG,PEGASUS,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cliff DeJong,cliff.dejong@calgary.ca,2006,Y,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255287.40369100000,2294.82562096000
Residual Sub Area,4,05C,05C,NORTHEAST,RESIDUAL,NON RESIDENTIAL,N/A,Scott Lockwood,Scott.Lockwood@calgary.ca,2006,,15,3,0,12,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,0,0,0,0,0,0,2,0,1,12,3,0,1,0,2,2,5,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,2,6,3,0,0,0,2058622.66404000000,7767.88095508000
Residential,1,MOR,MONTEREY PARK,NORTHEAST,RECENT SUBURBS,1990s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2006,,10599,3094,875,5926,2798,2474,23,0,157,139,276,23,1,0,0,1,0,0,0,0,152,122,290,4,0,1,0,18,2,39,3,0,2,0,23,21,72,0,0,0,0,270,267,472,6,0,0,0,0,0,0,0,0,0,0,2,0,92,0,0,0,1,138,75,371,0,0,0,0,2446,2311,9263,27,0,1,2,297,765,553,1100,334,5254,5345,302,805,439,400,677,842,832,493,290,174,326,771,368,364,727,890,816,492,318,273,628,1576,807,764,1404,1732,1648,985,608,447,3264127.21138000000,8498.41069873000
Residential,1,TEM,TEMPLE,NORTHEAST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2006,,11000,3555,914,6313,2632,2301,611,0,118,426,0,98,0,0,1,0,0,0,0,1,113,0,193,4,0,0,0,86,6,182,7,0,5,0,597,363,1758,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,418,270,1158,8,0,0,0,2261,1993,7706,40,0,0,1,426,992,727,1048,283,5466,5534,326,802,468,477,790,833,925,545,218,82,369,824,439,481,793,841,954,502,218,113,695,1626,907,958,1583,1674,1879,1047,436,195,2624812.82014000000,6496.64397910000
Industrial,2,GRI,GREENVIEW INDUSTRIAL PARK,NORTH,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,16,5,0,11,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,4,1,9,0,0,0,1,1,2,0,1,1,8,8,0,0,1,1,2,2,0,1,0,1,0,0,1,0,3,3,0,1,0,0,0,0,2,1,5,5,0,2,0,1,2138741.91305000000,7681.92858281000
Residential,1,HPK,HIGHLAND PARK,CENTRE,INNER SUBURBS,1950s,BUILT-OUT,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,3496,2038,170,2382,597,929,184,36,411,20,0,454,0,3,1,0,0,0,0,0,393,19,572,17,0,1,0,374,9,574,28,3,49,1,166,55,400,8,9,0,0,0,0,0,0,0,0,0,33,1,53,2,0,0,0,4,1,10,0,0,0,0,20,1,46,0,0,0,0,865,511,1841,49,9,6,4,807,654,249,134,11,1834,1662,64,104,64,223,450,378,262,133,74,82,74,100,76,219,393,281,180,107,99,133,138,204,140,442,843,659,442,240,173,215,1369133.65516000000,6635.66403137000
Residential,1,WHI,WHITEHORN,NORTHEAST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2006,,11842,3554,910,6589,2626,2543,666,0,0,117,0,227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,177,8,391,21,0,29,0,650,419,2110,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163,0,0,0,0,116,71,271,1,0,0,0,2502,2128,8907,41,0,0,1,364,878,712,1125,367,6018,5824,357,900,468,540,916,951,890,596,252,148,356,874,438,487,888,863,860,561,250,247,713,1774,906,1027,1804,1814,1750,1157,502,395,2645928.27622000000,6504.84347827000
Residential,1,GRE,GREENWOOD/GREENBRIAR,NORTHWEST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Mike Marko,Mike.Marko@calgary.ca,2006,,983,501,56,528,447,1,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,446,982,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,160,207,64,46,4,460,523,17,28,18,22,47,55,100,74,57,42,21,64,21,16,57,70,108,82,51,33,38,92,39,38,104,125,208,156,108,75,1161083.69885000000,4768.21495514000
Industrial,2,NAW,NORTH AIRWAYS,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cliff DeJong,cliff.dejong@calgary.ca,2006,Y,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209898.42603000000,5098.83875306000
Residential,1,COL,COLLINGWOOD,NORTHWEST,INNER SUBURBS,1950s,BUILT-OUT,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,2325,955,103,1212,713,732,96,0,121,0,0,5,0,0,1,0,0,0,0,0,117,0,202,4,0,0,0,4,0,8,0,0,1,0,94,57,208,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,711,656,1906,13,8,0,1,181,391,138,205,12,1188,1137,45,129,101,96,137,196,205,91,72,116,34,117,87,72,117,186,192,106,94,132,79,246,188,168,254,382,397,197,166,248,1558978.72551000000,5580.25059678000
Residential,1,CAM,CAMBRIAN HEIGHTS,CENTRE,INNER SUBURBS,1950s,BUILT-OUT,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,2039,918,111,1145,562,606,136,36,16,56,0,68,0,0,0,0,0,0,0,0,16,0,21,0,0,0,0,53,4,87,10,0,5,0,128,31,283,8,0,0,0,0,0,0,0,0,0,0,35,0,50,1,0,0,0,0,0,0,0,0,0,0,56,0,131,0,0,0,0,590,527,1467,15,1,0,0,239,345,125,164,5,987,1052,40,99,55,78,165,154,193,62,67,74,51,110,68,81,174,166,160,69,80,93,91,209,123,159,339,320,353,131,147,167,864001.18381800000,5162.65214973000
Residential,1,CRM,CRESTMONT,WEST,NEW SUBURBS,BUILDING OUT,DEVELOPING,Mike Marko,Mike.Marko@calgary.ca,2006,,927,355,135,586,297,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,304,297,927,5,42,0,0,21,106,68,100,9,472,455,58,62,25,25,95,117,65,15,10,0,56,50,28,17,122,106,50,16,8,2,114,112,53,42,217,223,115,31,18,2,637397.74426400000,3194.15031221000
Residual Sub Area,4,01C,01C,WEST,GREENFIELD,NON RESIDENTIAL,N/A,Mike Marko,Mike.Marko@calgary.ca,2006,,44,6,0,4,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,1,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,2,2,1,0,0,1,29,15,0,0,0,21,5,2,1,0,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,32,8,3,1,0,0,0,1991175.82003000000,7349.51239553000
Residential,1,QPK,QUEENS PARK VILLAGE,CENTRE,INNER SUBURBS,1980s,BUILT-OUT,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,403,188,35,243,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183,0,403,4,0,0,0,0,0,0,0,0,0,0,42,89,34,16,2,202,201,22,18,9,34,54,35,21,7,2,0,11,17,6,48,61,31,19,4,3,1,33,35,15,82,115,66,40,11,5,1,621438.82544100000,3372.98689694000
Residual Sub Area,4,01D,01D,WEST,GREENFIELD,NON RESIDENTIAL,N/A,Mike Marko,Mike.Marko@calgary.ca,2006,Y,0,4,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457802.12502600000,3925.84018659000
Major Park,3,COP,CANADA OLYMPIC PARK,WEST,OTHER,NON RESIDENTIAL,N/A,Mike Marko,Mike.Marko@calgary.ca,2006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881360.86121100000,4107.58187090000
Residential,1,VAL,VALLEY RIDGE,NORTHWEST,NEW SUBURBS,BUILDING OUT,DEVELOPING,Mike Marko,Mike.Marko@calgary.ca,2006,,4575,1649,489,2648,1500,1543,0,0,0,105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,146,0,0,0,0,101,97,168,4,0,0,0,1428,1403,4261,18,94,3,1,128,580,318,469,35,2262,2313,193,315,118,111,252,457,405,261,84,66,202,271,122,105,296,469,393,244,80,131,395,586,240,216,548,926,798,505,164,197,3167686.64354000000,7810.11009397000
Industrial,2,MCI,McCALL,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cliff DeJong,cliff.dejong@calgary.ca,2006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389001.40287000000,6756.47594457000
Residual Sub Area,4,01E,01E,WEST,GREENFIELD,NON RESIDENTIAL,N/A,Mike Marko,Mike.Marko@calgary.ca,2006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571917.20109000000,3435.89712247000
Residential,1,WIN,WINSTON HEIGHTS/MOUNTVIEW,CENTRE,INNER SUBURBS,1940s,BUILT-OUT,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,3631,1782,170,2069,1062,876,242,2,127,154,183,192,0,3,1,1,0,1,0,0,118,0,136,9,0,0,0,172,6,250,11,0,9,0,222,118,522,9,10,1,0,178,171,296,3,0,2,0,2,0,2,0,0,0,0,3,0,277,3,0,0,1,151,118,350,2,0,0,3,836,649,1798,17,18,2,6,637,656,211,165,13,1764,1867,61,135,70,122,318,299,324,151,122,162,65,114,82,108,297,306,312,177,189,217,126,249,152,230,615,605,636,328,311,379,3013962.83812000000,8242.93247518000
Residential,1,COU,COUNTRY HILLS,NORTH,RECENT SUBURBS,1990s,BUILT-OUT,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,3705,1426,356,2312,1315,979,4,0,200,240,0,3,0,0,0,0,0,0,0,0,199,177,301,1,0,0,0,3,1,6,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,223,508,0,0,0,0,971,910,2883,8,0,0,0,284,476,299,331,27,1809,1896,133,247,94,93,424,390,225,106,62,35,152,293,74,92,486,338,220,127,74,40,285,540,168,185,910,728,445,233,136,75,1888400.45482000000,7442.87536953000
Residential,1,CIT,CITADEL,NORTHWEST,RECENT SUBURBS,1990s,BUILT-OUT,Laura Weckman,Laura.Weckman@calgary.ca,2006,,10166,3477,1068,5913,3251,2822,2,0,224,429,0,0,0,0,0,0,0,0,0,0,221,190,349,2,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,376,916,5,0,0,0,2808,2683,8899,13,0,1,0,466,967,804,1130,88,5001,5165,408,843,314,306,822,1127,673,324,132,52,425,800,333,306,982,1107,670,329,142,71,833,1643,647,612,1804,2234,1343,653,274,123,2757033.08646000000,7814.79953028000
Residential,1,ARB,ARBOUR LAKE,NORTHWEST,RECENT SUBURBS,1990s,BUILT-OUT,Laura Weckman,Laura.Weckman@calgary.ca,2006,,10592,3806,898,5414,3491,2666,174,1,591,60,308,5,0,0,0,1,0,0,0,0,583,521,898,8,0,0,0,4,1,10,0,0,1,0,171,158,309,3,0,0,0,299,296,501,9,0,0,0,1,0,3,0,0,0,0,1,0,128,0,0,0,0,59,49,154,1,0,0,0,2614,2466,8589,48,2,2,1,670,1235,600,1094,133,5171,5421,343,821,370,271,527,975,823,430,357,254,356,789,323,281,656,1056,730,464,412,354,699,1610,693,552,1183,2031,1553,894,769,608,4316558.35482000000,8651.41330957000
Residential,1,MAC,MACEWAN GLEN,NORTH,RECENT SUBURBS,1980s,BUILT-OUT,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,5372,1777,391,3003,1585,1517,66,0,0,185,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,14,1,0,0,0,65,41,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,111,410,4,0,0,1,1506,1432,4798,10,0,0,0,216,504,327,650,63,2700,2672,147,446,310,187,223,455,583,189,85,75,142,407,261,167,254,518,553,165,107,98,289,853,571,354,477,973,1136,354,192,173,1418085.76525000000,5013.41320506000
Residential,1,EDG,EDGEMONT,NORTHWEST,RECENT SUBURBS,1980s,BUILT-OUT,Laura Weckman,Laura.Weckman@calgary.ca,2006,,16955,5413,746,9131,4823,4403,258,0,291,450,0,10,0,0,0,1,0,0,0,0,286,100,540,5,0,0,0,10,5,26,0,0,0,0,256,181,685,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133,0,0,0,0,442,334,986,8,0,0,0,4368,4203,14585,35,0,0,1,495,1554,1065,2031,218,8385,8570,268,1206,918,788,607,1081,1840,1064,430,183,287,1169,895,666,649,1332,1943,887,419,323,555,2375,1813,1454,1256,2413,3783,1951,849,506,6619606.27149000000,11499.70715630000
Industrial,2,SRI,SADDLE RIDGE INDUSTRIAL,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Doug MacDonald,Doug.MacDonald@calgary.ca,2006,,54,32,2,40,6,27,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,6,51,3,0,0,0,5,12,2,3,1,35,19,1,2,1,3,5,6,10,4,2,1,0,1,4,1,2,2,4,3,1,1,1,3,5,4,7,8,14,7,3,2,2538498.67119000000,7852.11540015000
Residential,1,BED,BEDDINGTON HEIGHTS,NORTH,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,11926,4268,848,7048,3230,2603,922,7,0,639,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,4,123,10,0,8,1,906,622,2425,15,0,0,0,0,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,0,0,0,0,0,627,358,1532,12,0,0,1,2565,2242,7833,36,0,1,0,679,1271,938,1132,163,5924,6002,327,852,458,491,849,1097,944,527,258,121,323,812,462,440,885,1120,1024,522,279,135,650,1664,920,931,1734,2217,1968,1049,537,256,3203986.99345000000,9407.09514385000
Major Park,3,NPK,NOSE HILL PARK,NORTHWEST,PARKS,NON RESIDENTIAL,N/A,,,2006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11605487.48880000000,13861.67315710000
