Community Name,Project Number,Job Created Year (YYYY),Permit Number,POSSE Job Type,Status Description,Est Construction Values,Construction Area ( Square Footage),Job Created Date (YYYY/MM/DD),Permit Issue Date (YYYY/MM/DD),Job Compltd Date (YYYY/MM/DD),Permit Duration ,SCP Process times
MAHOGANY,PDA2015-00774,2015,BP2015-03938,Single Construction Permit,Completed,"$340,664","2,868.0000",4/13/2015,4/16/2015,11/27/2015,228,10
MAHOGANY,PDA2015-00775,2015,BP2015-03936,Single Construction Permit,Completed,"$233,204","1,630.0000",4/13/2015,4/16/2015,11/18/2015,219,2
MAHOGANY,PDA2015-00777,2015,BP2015-03947,Single Construction Permit,Completed,"$128,279","1,247.0000",4/13/2015,4/20/2015,7/18/2016,462,2
MAHOGANY,PDA2015-00777,2015,BP2015-03948,Single Construction Permit,Completed,"$129,346","1,257.0000",4/13/2015,4/20/2015,11/30/2015,231,2
MAHOGANY,PDA2015-00778,2015,BP2015-03961,Single Construction Permit,Completed,"$342,837","2,674.0000",4/14/2015,4/16/2015,10/19/2015,188,1
MAHOGANY,PDA2015-00779,2015,BP2015-03960,Single Construction Permit,Completed,"$332,791","2,610.0000",4/14/2015,4/16/2015,12/24/2015,254,1
MAHOGANY,PDA2015-00787,2015,BP2015-04070,Single Construction Permit,Final Phase,"$127,913","1,245.0000",4/15/2015,4/30/2015,12/31/9999,524,136
MAHOGANY,PDA2015-00787,2015,BP2015-04071,Single Construction Permit,Completed,"$153,666","1,543.0000",4/15/2015,4/30/2015,8/12/2016,485,136
MAHOGANY,PDA2015-00791,2015,BP2015-04145,Single Construction Permit,Completed,"$253,839","1,753.0000",4/16/2015,4/21/2015,8/19/2015,125,1
MAHOGANY,PDA2015-00798,2015,BP2015-04246,Single Construction Permit,Completed,"$474,821","4,546.0000",4/17/2015,4/24/2015,9/17/2015,153,1
MAHOGANY,PDA2015-00803,2015,BP2015-04291,Single Construction Permit,Completed,"$468,001","4,472.0000",4/20/2015,4/21/2015,11/18/2015,212,1
MAHOGANY,PDA2015-00806,2015,BP2015-04350,Single Construction Permit,Completed,"$231,137","1,587.0000",4/21/2015,4/22/2015,8/11/2015,112,1
MAHOGANY,PDA2015-00818,2015,BP2015-04518,Single Construction Permit,Completed,"$380,119","3,058.0000",4/24/2015,4/30/2015,11/16/2015,206,3
MAHOGANY,PDA2015-00830,2015,BP2015-04561,Single Construction Permit,Completed,"$237,733","1,630.0000",4/24/2015,4/30/2015,12/23/2015,243,1
MAHOGANY,PDA2015-00831,2015,BP2015-04564,Single Construction Permit,Completed,"$434,841","4,174.0000",4/24/2015,5/4/2015,11/16/2015,206,1
MAHOGANY,PDA2015-00832,2015,BP2015-04567,Single Construction Permit,Completed,"$335,777","2,612.0000",4/24/2015,5/4/2015,12/3/2015,223,1
MAHOGANY,PDA2015-00834,2015,BP2015-04569,Single Construction Permit,Completed,"$323,659","3,078.0000",4/24/2015,9/14/2015,2/19/2016,301,206
MAHOGANY,PDA2015-00835,2015,BP2015-04572,Single Construction Permit,Completed,"$430,113","3,325.0000",4/24/2015,5/4/2015,11/13/2015,203,1
MAHOGANY,PDA2015-00836,2015,BP2015-04577,Single Construction Permit,Completed,"$250,353","1,763.0000",4/24/2015,5/4/2015,12/4/2015,224,2
MAHOGANY,PDA2015-00837,2015,BP2015-04576,Single Construction Permit,Completed,"$291,727","3,381.0000",4/24/2015,5/5/2015,11/3/2015,193,1
MAHOGANY,PDA2015-00839,2015,BP2015-04580,Single Construction Permit,Completed,"$247,022","1,799.0000",4/24/2015,5/12/2015,10/30/2015,189,13
MAHOGANY,PDA2015-00854,2015,BP2015-04761,Single Construction Permit,Completed,"$364,079","2,914.0000",4/29/2015,5/4/2015,9/15/2015,139,2
MAHOGANY,PDA2015-00855,2015,BP2015-04760,Single Construction Permit,Completed,"$396,780","3,309.0000",4/29/2015,6/9/2015,9/14/2015,138,7
MAHOGANY,PDA2015-00856,2015,BP2015-04722,Single Construction Permit,Completed,"$364,621","2,938.0000",4/28/2015,5/5/2015,8/24/2015,118,1
MAHOGANY,PDA2015-00865,2015,BP2015-04816,Single Construction Permit,Completed,"$364,079","2,914.0000",4/30/2015,5/5/2015,9/21/2015,144,1
MAHOGANY,PDA2015-00870,2015,BP2015-04839,Single Construction Permit,Completed,"$383,993","3,075.0000",4/30/2015,5/28/2015,10/22/2015,175,2
MAHOGANY,PDA2015-00875,2015,BP2015-04871,Single Construction Permit,Completed,"$253,839","1,789.0000",4/30/2015,5/5/2015,9/14/2015,137,1
MAHOGANY,PDA2015-00881,2015,BP2015-04906,Single Construction Permit,Completed,"$467,187","4,385.0000",5/1/2015,5/6/2015,10/30/2015,182,1
MAHOGANY,PDA2015-00885,2015,BP2015-04952,Single Construction Permit,Completed,"$226,509","1,584.0000",5/1/2015,5/13/2015,9/17/2015,139,1
MAHOGANY,PDA2015-00892,2015,BP2015-05030,Single Construction Permit,Completed,"$413,042","3,495.0000",5/5/2015,5/7/2015,10/19/2015,167,1
MAHOGANY,PDA2015-00897,2015,BP2015-05124,Single Construction Permit,Pre Board Phase,"$336,886","2,647.0000",5/6/2015,5/8/2015,12/31/9999,503,1
MAHOGANY,PDA2015-00899,2015,BP2015-05125,Single Construction Permit,Pre Board Phase,"$336,886","2,647.0000",5/6/2015,5/14/2015,12/31/9999,503,6
MAHOGANY,PDA2015-00900,2015,BP2015-05127,Single Construction Permit,Completed,"$329,118","2,704.0000",5/6/2015,5/8/2015,10/13/2015,160,1
MAHOGANY,PDA2015-00902,2015,BP2015-05131,Single Construction Permit,Completed,"$433,890","3,407.0000",5/6/2015,5/8/2015,11/16/2015,194,2
MAHOGANY,PDA2015-00903,2015,BP2015-05134,Single Construction Permit,Completed,"$331,993","2,586.0000",5/6/2015,5/8/2015,10/19/2015,166,1
MAHOGANY,PDA2015-00904,2015,BP2015-05136,Single Construction Permit,Completed,"$429,120","3,566.0000",5/6/2015,5/8/2015,11/12/2015,190,1
MAHOGANY,PDA2015-00905,2015,BP2015-05138,Single Construction Permit,Completed,"$240,498","1,649.0000",5/6/2015,5/8/2015,11/16/2015,194,1
MAHOGANY,PDA2015-00907,2015,BP2015-05497,Single Construction Permit,Completed,"$354,875","2,754.0000",5/14/2015,5/20/2015,10/13/2015,152,4
MAHOGANY,PDA2015-00917,2015,BP2015-05286,Single Construction Permit,Completed,"$465,342","3,724.0000",5/8/2015,5/12/2015,12/16/2015,222,1
MAHOGANY,PDA2015-00931,2015,BP2015-05393,Single Construction Permit,Completed,"$479,330","4,679.0000",5/12/2015,6/9/2015,3/7/2016,300,17
MAHOGANY,PDA2015-00935,2015,BP2015-05475,Single Construction Permit,Completed,"$501,085","4,849.0000",5/13/2015,5/19/2015,8/24/2016,469,1
MAHOGANY,PDA2015-00945,2015,BP2015-05527,Single Construction Permit,Completed,"$390,441","3,145.0000",5/14/2015,5/21/2015,11/23/2015,193,4
MAHOGANY,PDA2015-00954,2015,BP2015-05625,Single Construction Permit,Completed,"$380,119","3,058.0000",5/15/2015,5/26/2015,10/19/2015,157,3
MAHOGANY,PDA2015-00957,2015,BP2015-05629,Single Construction Permit,Completed,"$366,838","2,984.0000",5/15/2015,6/5/2015,10/13/2015,151,3
MAHOGANY,PDA2015-00965,2015,BP2015-05667,Single Construction Permit,Completed,"$246,191","1,729.0000",5/19/2015,5/28/2015,10/9/2015,143,1
MAHOGANY,PDA2015-00976,2015,BP2015-05731,Single Construction Permit,Completed,"$436,814","3,568.0000",5/19/2015,6/4/2015,12/17/2015,212,78
MAHOGANY,PDA2015-00997,2015,BP2015-05908,Single Construction Permit,Completed,"$753,194","7,016.0000",5/22/2015,5/28/2015,7/25/2016,430,1
MAHOGANY,PDA2015-01004,2015,BP2015-05994,Single Construction Permit,Completed,"$370,018","2,912.0000",5/25/2015,7/10/2015,11/6/2015,165,32
MAHOGANY,PDA2015-01005,2015,BP2015-05999,Single Construction Permit,Completed,"$430,637","3,597.0000",5/25/2015,6/2/2015,11/24/2015,183,1
MAHOGANY,PDA2015-01006,2015,BP2015-06003,Single Construction Permit,Completed,"$421,627","3,234.0000",5/25/2015,5/29/2015,11/12/2015,171,1
MAHOGANY,PDA2015-01020,2015,BP2015-06147,Single Construction Permit,Completed,"$598,625","5,961.0000",5/27/2015,6/3/2015,3/1/2016,279,1
MAHOGANY,PDA2015-01021,2015,BP2015-06409,Single Construction Permit,Completed,"$419,563","3,882.0000",6/2/2015,6/4/2015,11/16/2015,167,5
MAHOGANY,PDA2015-01035,2015,BP2015-06356,Single Construction Permit,Completed,"$194,604","1,336.0000",6/1/2015,6/4/2015,10/19/2015,140,43
MAHOGANY,PDA2015-01050,2015,BP2015-06412,Single Construction Permit,Completed,"$360,419","3,386.0000",6/2/2015,6/4/2015,11/27/2015,178,1
MAHOGANY,PDA2015-01051,2015,BP2015-06421,Single Construction Permit,Completed,"$307,959","2,646.0000",6/2/2015,6/16/2015,12/3/2015,184,1
MAHOGANY,PDA2015-01053,2015,BP2015-06427,Single Construction Permit,Completed,"$404,997","3,369.0000",6/2/2015,6/4/2015,11/17/2015,168,1
MAHOGANY,PDA2015-01078,2015,BP2015-06649,Single Construction Permit,Completed,"$576,792","5,648.0000",6/5/2015,6/11/2015,1/21/2016,230,1
MAHOGANY,PDA2015-01081,2015,BP2015-06666,Single Construction Permit,Completed,"$373,911","2,874.0000",6/5/2015,6/10/2015,12/21/2015,199,1
MAHOGANY,PDA2015-01082,2015,BP2015-06668,Single Construction Permit,Completed,"$485,503","4,718.0000",6/5/2015,6/12/2015,12/15/2015,193,2
MAHOGANY,PDA2015-01102,2015,BP2015-06841,Single Construction Permit,Completed,"$343,979","2,737.0000",6/9/2015,7/22/2015,2/1/2016,237,24
MAHOGANY,PDA2015-01104,2015,BP2015-06859,Single Construction Permit,Completed,"$244,428","1,721.0000",6/10/2015,6/12/2015,11/10/2015,153,1
MAHOGANY,PDA2015-01105,2015,BP2015-06863,Single Construction Permit,Completed,"$277,829","1,924.0000",6/10/2015,6/12/2015,11/10/2015,153,1
MAHOGANY,PDA2015-01108,2015,BP2015-06879,Single Construction Permit,Completed,"$127,281","1,217.0000",6/10/2015,6/16/2015,11/12/2015,155,1
MAHOGANY,PDA2015-01108,2015,BP2015-06880,Single Construction Permit,Completed,"$127,281","1,217.0000",6/10/2015,6/16/2015,8/16/2016,433,1
MAHOGANY,PDA2015-01116,2015,BP2015-07107,Single Construction Permit,Completed,"$380,119","3,092.0000",6/15/2015,6/22/2015,10/20/2015,127,4
MAHOGANY,PDA2015-01139,2015,BP2015-07110,Single Construction Permit,Completed,"$390,629","3,159.0000",6/15/2015,6/18/2015,11/26/2015,164,1
MAHOGANY,PDA2015-01140,2015,BP2015-07121,Single Construction Permit,Completed,"$423,520","3,849.0000",6/15/2015,7/22/2015,11/12/2015,150,26
MAHOGANY,PDA2015-01148,2015,BP2015-07619,Single Construction Permit,Completed,"$401,947","3,094.0000",6/23/2015,6/30/2015,1/5/2016,196,8
MAHOGANY,PDA2015-01153,2015,BP2015-07232,Single Construction Permit,Completed,"$410,313","3,444.0000",6/16/2015,6/29/2015,11/16/2015,153,5
MAHOGANY,PDA2015-01157,2015,BP2015-07240,Single Construction Permit,Completed,"$373,688","3,606.0000",6/16/2015,6/23/2015,11/16/2015,153,1
MAHOGANY,PDA2015-01161,2015,BP2015-07245,Single Construction Permit,Completed,"$206,801","1,454.0000",6/16/2015,6/23/2015,11/6/2015,143,1
MAHOGANY,PDA2015-01163,2015,BP2015-07247,Single Construction Permit,Completed,"$339,893","2,740.0000",6/16/2015,6/23/2015,11/16/2015,153,1
MAHOGANY,PDA2015-01165,2015,BP2015-07251,Single Construction Permit,Completed,"$215,534","1,514.0000",6/16/2015,6/23/2015,11/16/2015,153,19
MAHOGANY,PDA2015-01166,2015,BP2015-07253,Single Construction Permit,Completed,"$324,108","3,058.0000",6/16/2015,6/23/2015,12/21/2015,188,1
MAHOGANY,PDA2015-01167,2015,BP2015-07255,Single Construction Permit,Completed,"$213,442","1,522.0000",6/16/2015,6/23/2015,10/9/2015,115,1
MAHOGANY,PDA2015-01168,2015,BP2015-07258,Single Construction Permit,Completed,"$208,954","1,566.0000",6/16/2015,6/23/2015,10/7/2015,113,1
MAHOGANY,PDA2015-01191,2015,BP2015-07786,Single Construction Permit,Final Phase,"$365,441","2,942.0000",6/26/2015,6/30/2015,12/31/9999,452,5
MAHOGANY,PDA2015-01202,2015,BP2015-07601,Single Construction Permit,Completed,"$253,805","1,752.0000",6/23/2015,7/6/2015,10/19/2015,118,1
MAHOGANY,PDA2015-01204,2015,BP2015-07983,Single Construction Permit,Completed,"$405,309","3,358.0000",6/30/2015,7/9/2015,11/26/2015,149,5
MAHOGANY,PDA2015-01205,2015,BP2015-08379,Single Construction Permit,Completed,"$365,118","2,929.0000",7/7/2015,7/13/2015,12/3/2015,149,9
MAHOGANY,PDA2015-01220,2015,BP2015-07702,Single Construction Permit,Completed,"$555,903","5,463.0000",6/25/2015,7/2/2015,3/10/2016,259,1
MAHOGANY,PDA2015-01232,2015,BP2015-07792,Single Construction Permit,Completed,"$490,471","3,860.0000",6/26/2015,7/2/2015,2/9/2016,228,1
MAHOGANY,PDA2015-01233,2015,BP2015-07867,Single Construction Permit,Completed,"$365,640","2,948.0000",6/29/2015,7/7/2015,11/6/2015,130,2
MAHOGANY,PDA2015-01238,2015,BP2015-07805,Single Construction Permit,Completed,"$440,446","3,503.0000",6/26/2015,7/8/2015,11/18/2015,145,1
MAHOGANY,PDA2015-01268,2015,BP2015-08117,Single Construction Permit,Completed,"$354,762","3,315.0000",7/2/2015,7/6/2015,4/8/2016,281,1
MAHOGANY,PDA2015-01271,2015,BP2015-08125,Single Construction Permit,Completed,"$341,601","2,760.0000",7/2/2015,7/8/2015,12/10/2015,161,1
MAHOGANY,PDA2015-01272,2015,BP2015-08131,Single Construction Permit,Completed,"$304,261","2,478.0000",7/2/2015,7/9/2015,4/8/2016,281,1
MAHOGANY,PDA2015-01279,2015,BP2015-08182,Single Construction Permit,Completed,"$585,929","6,720.0000",7/3/2015,7/8/2015,6/22/2016,355,37
MAHOGANY,PDA2015-01280,2015,BP2015-08383,Single Construction Permit,Completed,"$270,336","2,249.0000",7/7/2015,7/16/2015,11/18/2015,134,4
MAHOGANY,PDA2015-01310,2015,BP2015-08371,Single Construction Permit,Completed,"$426,170","3,393.0000",7/7/2015,7/24/2015,4/22/2016,290,87
MAHOGANY,PDA2015-01312,2015,BP2015-08378,Single Construction Permit,Completed,"$253,839","1,753.0000",7/7/2015,7/13/2015,11/2/2015,118,1
MAHOGANY,PDA2015-01328,2015,BP2015-08505,Single Construction Permit,Completed,"$387,519","3,005.0000",7/9/2015,7/20/2015,12/10/2015,154,1
MAHOGANY,PDA2015-01330,2015,BP2015-08510,Single Construction Permit,Completed,"$368,265","2,840.0000",7/9/2015,7/21/2015,2/16/2016,222,1
MAHOGANY,PDA2015-01331,2015,BP2015-08515,Single Construction Permit,Completed,"$251,443","2,175.0000",7/9/2015,7/17/2015,2/17/2016,223,1
MAHOGANY,PDA2015-01333,2015,BP2015-08517,Single Construction Permit,Final Phase,"$368,265","2,840.0000",7/9/2015,7/17/2015,12/31/9999,439,1
MAHOGANY,PDA2015-01334,2015,BP2015-08533,Single Construction Permit,Completed,"$335,777","2,612.0000",7/9/2015,7/17/2015,12/9/2015,153,1
MAHOGANY,PDA2015-01341,2015,BP2015-08914,Single Construction Permit,Completed,"$381,496","3,088.0000",7/16/2015,7/22/2015,11/18/2015,125,5
MAHOGANY,PDA2015-01385,2015,BP2015-08857,Single Construction Permit,Completed,"$271,008","2,384.0000",7/15/2015,7/22/2015,3/10/2016,239,1
MAHOGANY,PDA2015-01386,2015,BP2015-08864,Single Construction Permit,Completed,"$339,697","2,667.0000",7/15/2015,7/22/2015,12/4/2015,142,1
MAHOGANY,PDA2015-01387,2015,BP2015-08863,Single Construction Permit,Completed,"$524,004","4,928.0000",7/15/2015,7/27/2015,2/2/2016,202,7
MAHOGANY,PDA2015-01391,2015,BP2015-08871,Single Construction Permit,Completed,"$306,289","2,504.0000",7/15/2015,7/30/2015,7/15/2016,366,1
MAHOGANY,PDA2015-01400,2015,BP2015-08993,Single Construction Permit,Completed,"$381,869","2,963.0000",7/17/2015,7/21/2015,11/30/2015,136,58
MAHOGANY,PDA2015-01407,2015,BP2015-09004,Single Construction Permit,Pre Board Phase,"$368,265","2,840.0000",7/17/2015,7/24/2015,12/31/9999,431,1
MAHOGANY,PDA2015-01411,2015,BP2015-09012,Single Construction Permit,Completed,"$225,927","1,580.0000",7/17/2015,7/22/2015,4/8/2016,266,1
MAHOGANY,PDA2015-01412,2015,BP2015-09014,Single Construction Permit,Completed,"$210,353","1,473.0000",7/17/2015,7/27/2015,5/10/2016,298,1
MAHOGANY,PDA2015-01413,2015,BP2015-09016,Single Construction Permit,Completed,"$245,342","1,816.0000",7/17/2015,8/18/2015,7/5/2016,354,1
MAHOGANY,PDA2015-01422,2015,BP2015-09051,Single Construction Permit,Completed,"$399,764","3,079.0000",7/17/2015,7/28/2015,2/4/2016,202,1
MAHOGANY,PDA2015-01440,2015,BP2015-09231,Single Construction Permit,Pre Board Phase,"$650,425","6,509.0000",7/22/2015,7/29/2015,12/31/9999,426,1
MAHOGANY,PDA2015-01446,2015,BP2015-09272,Single Construction Permit,Completed,"$302,240","2,434.0000",7/22/2015,7/29/2015,2/1/2016,194,1
MAHOGANY,PDA2015-01472,2015,BP2015-09404,Single Construction Permit,Completed,"$523,084","5,077.0000",7/24/2015,8/4/2015,3/18/2016,238,3
MAHOGANY,PDA2015-01500,2015,BP2015-09620,Single Construction Permit,Completed,"$190,075","1,336.0000",7/29/2015,8/20/2015,11/24/2015,118,1
MAHOGANY,PDA2015-01523,2015,BP2015-09808,Single Construction Permit,Completed,"$488,986","4,565.0000",7/31/2015,8/20/2015,2/26/2016,210,9
MAHOGANY,PDA2015-01538,2015,BP2015-09923,Single Construction Permit,Completed,"$644,884","6,241.0000",8/5/2015,8/7/2015,4/7/2016,246,3
MAHOGANY,PDA2015-01553,2015,BP2015-10043,Single Construction Permit,Completed,"$494,082","4,079.0000",8/6/2015,8/11/2015,6/28/2016,327,3
MAHOGANY,PDA2015-01555,2015,BP2015-10075,Single Construction Permit,Completed,"$374,411","3,097.0000",8/7/2015,8/12/2015,1/7/2016,153,1
MAHOGANY,PDA2015-01574,2015,BP2015-10222,Single Construction Permit,Completed,"$246,561","1,703.0000",8/10/2015,8/12/2015,12/7/2015,119,2
MAHOGANY,PDA2015-01597,2015,BP2015-10424,Single Construction Permit,Completed,"$391,338","3,120.0000",8/13/2015,8/19/2015,12/15/2015,124,3
MAHOGANY,PDA2015-01600,2015,BP2015-10483,Single Construction Permit,Completed,"$379,581","3,029.0000",8/14/2015,8/19/2015,4/14/2016,244,1
MAHOGANY,PDA2015-01613,2015,BP2015-10639,Single Construction Permit,Completed,"$373,911","2,874.0000",8/18/2015,8/19/2015,1/7/2016,142,1
MAHOGANY,PDA2015-01637,2015,BP2015-10770,Single Construction Permit,Completed,"$421,032","3,762.0000",8/19/2015,8/25/2015,1/18/2016,152,1
MAHOGANY,PDA2015-01638,2015,BP2015-10775,Single Construction Permit,Completed,"$127,281","1,217.0000",8/19/2015,8/31/2015,2/18/2016,183,6
MAHOGANY,PDA2015-01638,2015,BP2015-10776,Single Construction Permit,Pre Board Phase,"$127,281","1,217.0000",8/19/2015,8/31/2015,12/31/9999,398,6
MAHOGANY,PDA2015-01640,2015,BP2015-10779,Single Construction Permit,Completed,"$421,183","3,226.0000",8/19/2015,8/25/2015,6/14/2016,300,1
MAHOGANY,PDA2015-01641,2015,BP2015-10781,Single Construction Permit,Pre Board Phase,"$360,788","2,784.0000",8/19/2015,8/25/2015,12/31/9999,398,1
MAHOGANY,PDA2015-01646,2015,BP2015-10803,Single Construction Permit,Completed,"$245,533","1,770.0000",8/20/2015,8/26/2015,12/15/2015,117,1
MAHOGANY,PDA2015-01652,2015,BP2015-10835,Single Construction Permit,Completed,"$275,355","2,015.0000",8/20/2015,9/8/2015,2/11/2016,175,10
MAHOGANY,PDA2015-01653,2015,BP2015-10837,Single Construction Permit,Pre Board Phase,"$332,298","2,698.0000",8/20/2015,8/27/2015,12/31/9999,397,1
MAHOGANY,PDA2015-01654,2015,BP2015-10839,Single Construction Permit,Pre Board Phase,"$302,240","2,434.0000",8/20/2015,8/27/2015,12/31/9999,397,1
MAHOGANY,PDA2015-01655,2015,BP2015-10885,Single Construction Permit,Completed,"$259,948","2,218.0000",8/21/2015,8/26/2015,1/6/2016,138,1
MAHOGANY,PDA2015-01658,2015,BP2015-10887,Single Construction Permit,Completed,"$311,869","2,631.0000",8/21/2015,8/26/2015,5/16/2016,269,1
MAHOGANY,PDA2015-01659,2015,BP2015-10890,Single Construction Permit,Completed,"$427,845","3,524.0000",8/21/2015,8/26/2015,2/22/2016,185,1
MAHOGANY,PDA2015-01660,2015,BP2015-10892,Single Construction Permit,Completed,"$249,870","1,816.0000",8/21/2015,8/26/2015,2/10/2016,173,1
MAHOGANY,PDA2015-01661,2015,BP2015-10897,Single Construction Permit,Completed,"$306,281","2,522.0000",8/21/2015,10/2/2015,3/9/2016,201,1
MAHOGANY,PDA2015-01669,2015,BP2015-11005,Single Construction Permit,Completed,"$493,398","4,815.0000",8/24/2015,9/2/2015,3/22/2016,211,1
MAHOGANY,PDA2015-01675,2015,BP2015-11030,Single Construction Permit,Completed,"$518,843","4,676.0000",8/24/2015,8/26/2015,4/29/2016,249,1
MAHOGANY,PDA2015-01689,2015,BP2015-11104,Single Construction Permit,Completed,"$258,333","2,291.0000",8/26/2015,9/1/2015,1/19/2016,146,1
MAHOGANY,PDA2015-01732,2015,BP2015-11307,Single Construction Permit,Completed,"$227,964","1,594.0000",8/28/2015,9/3/2015,12/14/2015,108,4
MAHOGANY,PDA2015-01744,2015,BP2015-11401,Single Construction Permit,Completed,"$559,032","5,541.0000",9/1/2015,9/4/2015,4/27/2016,239,1
MAHOGANY,PDA2015-01772,2015,BP2015-11643,Single Construction Permit,Completed,"$394,844","3,082.0000",9/4/2015,9/9/2015,12/21/2015,108,1
MAHOGANY,PDA2015-01773,2015,BP2015-11660,Single Construction Permit,Completed,"$238,822","1,674.0000",9/8/2015,9/10/2015,1/7/2016,121,1
MAHOGANY,PDA2015-01779,2015,BP2015-11710,Single Construction Permit,Completed,"$520,842","4,686.0000",9/8/2015,9/10/2015,5/25/2016,260,2
MAHOGANY,PDA2015-01780,2015,BP2015-11717,Single Construction Permit,Completed,"$376,845","3,004.0000",9/8/2015,9/14/2015,1/25/2016,139,2
MAHOGANY,PDA2015-01783,2015,BP2015-11743,Single Construction Permit,Completed,"$491,789","3,870.0000",9/9/2015,9/14/2015,5/11/2016,245,1
MAHOGANY,PDA2015-01799,2015,BP2015-11901,Single Construction Permit,Completed,"$399,441","3,098.0000",9/14/2015,9/17/2015,1/28/2016,136,3
MAHOGANY,PDA2015-01800,2015,BP2015-11827,Single Construction Permit,Completed,"$249,310","1,753.0000",9/11/2015,9/17/2015,2/8/2016,150,1
MAHOGANY,PDA2015-01802,2015,BP2015-11842,Single Construction Permit,Completed,"$347,922","2,881.0000",9/11/2015,9/16/2015,7/6/2016,299,1
MAHOGANY,PDA2015-01803,2015,BP2015-11845,Single Construction Permit,Completed,"$343,779","2,830.0000",9/11/2015,9/16/2015,7/6/2016,299,1
MAHOGANY,PDA2015-01808,2015,BP2015-11858,Single Construction Permit,Completed,"$336,827","2,698.0000",9/11/2015,9/17/2015,3/15/2016,186,1
MAHOGANY,PDA2015-01809,2015,BP2015-11859,Single Construction Permit,Completed,"$397,955","3,057.0000",9/11/2015,9/17/2015,8/10/2016,334,1
MAHOGANY,PDA2015-01814,2015,BP2015-12139,Single Construction Permit,Completed,"$358,670","2,902.0000",9/17/2015,10/1/2015,3/31/2016,196,10
MAHOGANY,PDA2015-01815,2015,BP2015-11920,Single Construction Permit,Completed,"$530,200","5,234.0000",9/14/2015,9/17/2015,6/9/2016,269,82
MAHOGANY,PDA2015-01823,2015,BP2015-12342,Single Construction Permit,Completed,"$140,286","1,783.0000",9/22/2015,10/6/2015,3/17/2016,177,1
MAHOGANY,PDA2015-01823,2015,BP2015-12343,Single Construction Permit,Completed,"$139,404","1,334.0000",9/22/2015,10/6/2015,6/17/2016,269,1
MAHOGANY,PDA2015-01824,2015,BP2015-12014,Single Construction Permit,Completed,"$230,875","1,614.0000",9/15/2015,9/22/2015,3/16/2016,183,1
MAHOGANY,PDA2015-01826,2015,BP2015-12174,Single Construction Permit,Completed,"$399,764","3,159.0000",9/17/2015,10/1/2015,4/18/2016,214,8
MAHOGANY,PDA2015-01853,2015,BP2015-12136,Single Construction Permit,Completed,"$237,512","1,665.0000",9/17/2015,9/23/2015,1/27/2016,132,1
MAHOGANY,PDA2015-01860,2015,BP2015-12173,Single Construction Permit,Completed,"$498,026","4,625.0000",9/17/2015,10/19/2015,4/28/2016,224,13
MAHOGANY,PDA2015-01863,2015,BP2015-12193,Single Construction Permit,Completed,"$241,005","1,770.0000",9/17/2015,9/23/2015,2/8/2016,144,1
MAHOGANY,PDA2015-01868,2015,BP2015-12199,Single Construction Permit,Completed,"$237,512","1,665.0000",9/17/2015,10/5/2015,1/27/2016,132,93
MAHOGANY,PDA2015-01873,2015,BP2015-12236,Single Construction Permit,Completed,"$337,394","2,625.0000",9/18/2015,9/30/2015,6/8/2016,264,9
MAHOGANY,PDA2015-01874,2015,BP2015-12239,Single Construction Permit,Completed,"$365,741","2,835.0000",9/18/2015,9/30/2015,4/25/2016,220,9
MAHOGANY,PDA2015-01893,2015,BP2015-12300,Single Construction Permit,Completed,"$440,975","3,671.0000",9/21/2015,10/14/2015,4/4/2016,196,17
MAHOGANY,PDA2015-01894,2015,BP2015-12306,Single Construction Permit,Completed,"$423,572","3,368.0000",9/21/2015,10/1/2015,6/16/2016,269,8
MAHOGANY,PDA2015-01910,2015,BP2015-12368,Single Construction Permit,Completed,"$372,570","3,014.0000",9/22/2015,10/7/2015,2/29/2016,160,7
MAHOGANY,PDA2015-01911,2015,BP2015-12372,Single Construction Permit,Completed,"$245,533","1,770.0000",9/22/2015,10/5/2015,2/1/2016,132,7
MAHOGANY,PDA2015-01936,2015,BP2015-12547,Single Construction Permit,Completed,"$377,344","3,019.0000",9/25/2015,10/8/2015,8/29/2016,339,8
MAHOGANY,PDA2015-01963,2015,BP2015-12694,Single Construction Permit,Completed,"$204,553","2,581.0000",9/29/2015,10/15/2015,4/15/2016,199,86
MAHOGANY,PDA2015-01963,2015,BP2015-12696,Single Construction Permit,Pre Board Phase,"$182,253","1,885.0000",9/29/2015,10/15/2015,12/31/9999,357,86
MAHOGANY,PDA2015-01978,2015,BP2015-12822,Single Construction Permit,Completed,"$238,822","1,674.0000",10/1/2015,10/6/2015,4/27/2016,209,1
MAHOGANY,PDA2015-01980,2015,BP2015-12829,Single Construction Permit,Completed,"$249,310","1,753.0000",10/1/2015,10/7/2015,5/2/2016,214,79
MAHOGANY,PDA2015-01995,2015,BP2015-12926,Single Construction Permit,Completed,"$364,346","4,370.0000",10/2/2015,10/7/2015,5/6/2016,217,1
MAHOGANY,PDA2015-02005,2015,BP2015-13035,Single Construction Permit,Completed,"$499,173","4,108.0000",10/5/2015,10/16/2015,5/26/2016,234,84
MAHOGANY,PDA2015-02007,2015,BP2015-13059,Single Construction Permit,Completed,"$359,440","2,910.0000",10/6/2015,10/8/2015,7/29/2016,297,121
MAHOGANY,PDA2015-02026,2015,BP2015-13170,Single Construction Permit,Completed,"$486,694","4,600.0000",10/7/2015,10/21/2015,6/8/2016,245,8
