CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,URBAN_STR,DECADE,SRG,CONTACT,EMAIL,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,CLI,CLIFF BUNGALOW,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Trevor Sholdice,Trevor.Sholdice@calgary.ca,2005,,1999,1337,46,0,278,178,10,0,893,60,0,193,0,2,0,1,0,0,0,4,854,167,1274,35,0,0,2,171,7,239,16,0,4,0,9,3,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,40,0,0,0,4,49,10,77,2,5,0,3,166,90,349,9,0,0,3,691,440,91,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362754.48767200000,2944.18028240000
Industrial,2,AYB,ALYTH/BONNYBROOK,CENTRE,CENTRAL INDUSTRIAL,NON RESIDENTIAL,N/A,Trevor Sholdice,Trevor.Sholdice@calgary.ca,2005,,22,16,0,0,5,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,1,8,5,12,5,0,0,2,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3907691.33422000000,11197.81008280000
Residential,1,RAM,RAMSAY,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Trevor Sholdice,Trevor.Sholdice@calgary.ca,2005,,2070,1151,116,0,563,754,75,0,55,54,0,206,0,6,1,0,0,0,0,0,53,0,66,2,0,0,1,154,6,253,35,0,16,0,63,20,145,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,17,1,0,0,0,50,0,138,4,0,0,5,705,534,1451,41,1,2,7,346,463,135,76,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890617.17984200000,4498.70877374000
Residential,1,SPH,SPRINGBANK HILL,WEST,NEW SUBURBS,BUILDING OUT,DEVELOPING,Deborah Cooper,Deborah.Cooper@calgary.ca,2005,,4471,1719,527,0,1470,1376,112,0,202,27,1,1,0,0,0,0,0,0,0,3,140,122,207,59,0,0,0,1,0,2,0,0,0,2,105,102,179,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,22,0,16,0,14,1282,1239,4061,25,55,0,0,224,476,315,474,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6344592.17495000000,10406.29546070000
Residential,1,RIC,RICHMOND,CENTRE,INNER CITY,1950s,BUILT-OUT,Norah Li,norah.li@calgary.ca,2005,,3867,2078,199,0,1064,1225,219,12,304,74,0,244,0,0,0,0,0,0,0,2,285,41,389,17,0,0,2,194,9,312,43,1,4,2,186,97,436,20,11,0,0,0,0,0,0,0,0,0,12,5,28,0,0,0,0,0,0,0,0,0,0,0,72,28,145,2,0,0,1,1154,884,2557,59,11,0,0,666,789,243,192,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793961.89046000000,6460.14767739000
Residual Sub Area,4,09E,09E,EAST,RESIDUAL,NON RESIDENTIAL,N/A,Scott Lockwood,scott.lockwood@calgary.ca,2005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9662306.05965000000,13122.17496660000
Residential,1,SOV,SOUTHVIEW,EAST,INNER SUBURBS,1950s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2005,,2108,900,148,0,489,586,26,0,150,54,0,83,0,0,0,1,0,0,0,2,132,0,311,16,0,0,0,56,4,93,26,1,0,2,21,6,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59,0,0,0,0,49,0,137,5,0,0,0,572,479,1449,13,1,0,1,190,312,163,152,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591747.65783000000,5836.83336329000
Residential,1,GBK,GLENBROOK,WEST,INNER SUBURBS,1950s,BUILT-OUT,Norah Li,norah.li@calgary.ca,2005,,6635,3153,437,0,1705,916,668,2,674,703,0,190,0,0,0,0,0,0,0,0,639,169,1016,34,0,1,0,149,8,264,37,0,4,1,624,288,1613,42,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,667,472,1466,36,0,0,1,897,768,2274,17,1,0,0,973,1086,440,418,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947131.20358000000,5962.93982038000
Residual Sub Area,4,03I,03I,NORTHEAST,GREENFIELD,NON RESIDENTIAL,N/A,Scott Lockwood,scott.lockwood@calgary.ca,2005,,22,5,5,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,17,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7967099.56493000000,11400.68111670000
Residual Sub Area,4,03H,03H,NORTHEAST,GREENFIELD,NON RESIDENTIAL,N/A,Scott Lockwood,scott.lockwood@calgary.ca,2005,,22,9,0,0,6,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,20,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2656660.47502000000,6516.94210477000
Industrial,2,ST4,STONEY 4,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Deborah Cooper,Deborah.Cooper@calgary.ca,2005,,19,8,0,0,4,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,14,0,0,1,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5559451.94440000000,16495.89916600000
Residual Sub Area,4,03D,03D,NORTH,GREENFIELD,NON RESIDENTIAL,N/A,Deborah Cooper,Deborah.Cooper@calgary.ca,2005,Y,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514302.30532000000,6874.64371581000
Residual Sub Area,4,02B,02B,NORTHWEST,GREENFIELD,NON RESIDENTIAL,N/A,Scott Lockwood,scott.lockwood@calgary.ca,2005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2655613.23601000000,6527.84570333000
Residual Sub Area,4,03C,03C,NORTH,GREENFIELD,NON RESIDENTIAL,N/A,Deborah Cooper,Deborah.Cooper@calgary.ca,2005,Y,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637611.38690000000,5318.21976907000
Residential,1,SYV,SYMONS VALLEY,NORTH,NEW SUBURBS,BUILDING OUT,DEVELOPING,Doug MacDonald,Doug.MacDonald@calgary.ca,2005,,1488,712,155,0,478,683,26,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,2,7,7,14,8,9,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,485,469,1468,29,154,0,0,25,192,110,146,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10793865.87520000000,16159.01879420000
Residential,1,EVN,EVANSTON,NORTH,NEW SUBURBS,BUILDING OUT,DEVELOPING,Doug MacDonald,Doug.MacDonald@calgary.ca,2005,,1665,773,215,0,582,730,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,39,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,549,543,1564,13,155,0,0,40,260,122,153,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5047842.75096000000,11354.03355950000
Residential,1,COV,COVENTRY HILLS,NORTH,NEW SUBURBS,BUILDING OUT,DEVELOPING,Deborah Cooper,Deborah.Cooper@calgary.ca,2005,,11025,4160,1604,0,3732,4050,70,0,0,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55,44,124,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,39,0,23,3833,3687,10896,34,160,0,1,400,1437,931,1022,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4133384.03832000000,9468.33405286000
Industrial,2,ST3,STONEY 3,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Scott Lockwood,scott.lockwood@calgary.ca,2005,,13,9,0,0,4,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,12,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6113858.27246000000,12019.74370680000
Industrial,2,ST1,STONEY 1,NORTH,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Doug MacDonald,Doug.MacDonald@calgary.ca,2005,Y,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6132274.22716000000,14266.67272900000
Residential,1,PAN,PANORAMA HILLS,NORTH,NEW SUBURBS,BUILDING OUT,DEVELOPING,Deborah Cooper,Deborah.Cooper@calgary.ca,2005,,8129,2733,1060,0,2444,2291,119,1,300,20,2,0,0,0,0,0,0,0,0,2,287,255,444,11,0,0,0,0,0,0,0,0,0,0,103,99,232,16,0,0,0,2,0,3,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,2131,2089,7447,34,110,1,0,260,668,501,947,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6216789.60758000000,11506.84214010000
Residual Sub Area,4,03P,03P,NORTHEAST,GREENFIELD,NON RESIDENTIAL,N/A,Scott Lockwood,scott.lockwood@calgary.ca,2005,Y,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2637258.70963000000,6497.32889136000
Residential,1,MIS,MISSION,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Trevor Sholdice,Trevor.Sholdice@calgary.ca,2005,,4032,2968,43,0,1074,105,4,0,2730,40,0,77,5,2,5,0,0,0,0,4,2552,996,3530,138,36,0,2,64,3,88,11,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,165,0,0,0,0,34,31,59,0,6,0,8,87,38,185,10,0,0,12,1744,900,80,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534971.29021400000,3828.26849698000
Residential,1,UMR,UPPER MOUNT ROYAL,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Trevor Sholdice,Trevor.Sholdice@calgary.ca,2005,,2628,1079,151,0,777,804,10,0,235,13,0,16,0,0,1,0,0,0,0,0,222,49,314,13,0,0,0,11,0,20,5,0,0,1,9,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,10,7,25,0,0,0,0,759,714,2250,25,18,2,1,238,351,139,256,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275581.54570000000,5092.20785212000
Residential,1,ERL,ERLTON,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Trevor Sholdice,Trevor.Sholdice@calgary.ca,2005,,1263,747,39,0,519,140,46,0,414,102,0,44,0,0,1,0,0,0,0,1,409,320,659,4,0,0,0,40,3,61,2,0,2,0,43,26,91,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,93,82,180,6,3,0,1,133,88,265,5,1,0,1,300,327,64,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506469.98445600000,4067.95834081000
Residential,1,SHG,SHAGANAPPI,CENTRE,INNER SUBURBS,1950s,BUILT-OUT,Norah Li,norah.li@calgary.ca,2005,,1629,864,79,0,345,396,82,0,159,132,0,92,0,0,0,3,0,0,0,1,156,10,225,2,0,0,0,76,7,128,16,0,0,0,75,21,172,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,1,0,0,1,121,20,186,10,0,0,1,378,287,904,12,5,0,3,299,315,108,79,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481741.77799000000,5717.74302378000
Residential,1,ALB,ALBERT PARK/RADISSON HEIGHTS,EAST,INNER SUBURBS,1950s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2005,,6031,2614,499,0,892,932,440,20,500,343,0,379,0,0,0,0,0,0,0,1,469,21,861,30,0,0,1,292,6,532,73,0,13,0,412,176,1193,28,0,0,0,0,0,0,0,0,0,0,18,7,37,2,0,0,0,0,0,0,0,0,0,1,317,2,974,25,0,0,2,901,680,2434,28,0,1,0,633,833,431,423,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506200.12570000000,8227.62372535000
Residential,1,DNC,DOWNTOWN COMMERCIAL CORE,CENTRE,DOWNTOWN,DOWNTOWN,BUILT-OUT,Ian Fawcett,Ian.Fawcett@calgary.ca,2005,,7229,4830,140,0,179,2,0,0,4780,20,0,0,0,13,1,1,0,13,0,132,4299,170,6614,217,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,588,11,0,0,2,17,9,25,1,0,0,0,1,0,2,1,0,0,28,2485,1455,307,79,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328171.97659000000,5320.37808714000
Residential,1,RCK,ROSSCARROCK,WEST,INNER SUBURBS,1950s,BUILT-OUT,Norah Li,norah.li@calgary.ca,2005,,3229,1578,224,0,439,453,419,0,356,96,0,254,0,0,0,0,0,0,0,0,334,13,576,22,0,0,1,217,21,398,26,1,9,3,399,125,1002,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,6,245,1,0,0,3,430,274,1008,15,5,0,0,454,580,240,184,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062226.70494000000,4400.01113442000
Residential,1,RED,RED CARPET,EAST,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2005,,1752,917,100,0,636,0,0,0,400,0,517,0,0,0,0,0,0,0,0,0,394,321,635,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,315,1117,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,379,119,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556460.83952400000,3605.66952617000
Residential,1,SSW,SCARBORO/ SUNALTA WEST,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Norah Li,norah.li@calgary.ca,2005,,386,165,20,0,155,164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,155,384,1,1,0,0,30,80,24,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352694.64401300000,2630.18301137000
Residential,1,FLN,FOREST LAWN,EAST,ESTABLISHED SUBURBS,PRE-1940,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2005,,7597,3283,612,0,1199,1407,312,6,223,739,57,521,1,11,3,0,2,1,0,0,208,3,468,15,0,0,1,422,30,846,78,0,20,0,292,110,839,20,0,0,0,37,32,55,20,0,0,0,4,1,5,2,0,0,0,17,8,78,1,0,0,0,638,58,1772,101,0,0,2,1337,957,3534,63,2,3,18,626,1101,614,500,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2316962.67354000000,6520.72444002000
Residential,1,ING,INGLEWOOD,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Trevor Sholdice,Trevor.Sholdice@calgary.ca,2005,,3306,1902,177,0,1137,841,108,0,420,344,0,157,0,27,3,0,1,1,0,3,396,170,524,21,0,0,0,126,9,180,31,0,0,0,99,57,219,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,94,8,0,0,2,330,260,651,12,0,0,8,791,625,1638,34,6,2,32,762,676,202,116,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497500.04150000000,9649.76019144000
Residential,1,BLN,BELTLINE,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Ian Fawcett,Ian.Fawcett@calgary.ca,2005,,16360,11758,337,0,2775,158,15,5,11043,324,0,128,21,52,1,2,0,9,0,74,9912,2521,15019,702,355,0,6,87,1,118,34,0,1,0,13,4,21,2,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,1,40,7,443,44,0,0,8,298,207,500,18,0,0,19,115,35,253,23,0,1,85,5998,3643,612,197,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2944590.25585000000,9694.22450135000
Residential,1,SIG,SIGNAL HILL,WEST,RECENT SUBURBS,1990s,DEVELOPING,Norah Li,norah.li@calgary.ca,2005,,14117,5255,1063,0,4944,3406,372,0,1083,387,0,6,0,0,0,1,0,0,0,3,1055,984,1489,20,4,1,1,5,2,11,0,0,0,0,369,349,736,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,0,0,0,0,383,330,702,4,0,0,1,3377,3279,11131,24,3,1,1,1134,1636,772,1497,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5556768.74994000000,10669.35914820000
Residential,1,GDL,GLENDALE,WEST,INNER SUBURBS,1950s,BUILT-OUT,Norah Li,norah.li@calgary.ca,2005,,2691,1105,147,0,896,959,0,0,108,24,0,14,0,0,0,0,0,0,0,0,108,0,164,0,0,0,0,13,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,40,0,0,0,0,938,869,2474,21,0,0,0,258,416,151,231,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363685.72390000000,5283.95935222000
Residential,1,KIL,KILLARNEY/GLENGARRY,CENTRE,INNER SUBURBS,1940s,BUILT-OUT,Norah Li,norah.li@calgary.ca,2005,,6608,3492,364,0,1722,1548,360,32,519,534,0,496,0,1,2,0,0,0,0,4,478,150,686,37,0,0,1,397,22,652,75,1,22,0,321,162,729,17,21,1,0,0,0,0,0,0,0,1,27,2,41,4,0,0,0,2,1,2,1,0,0,0,514,308,1045,20,0,0,4,1488,1077,3453,47,7,2,3,1161,1238,460,346,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1843507.06316000000,5571.07684892000
Residential,1,BNK,BANKVIEW,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Norah Li,norah.li@calgary.ca,2005,,4982,3485,187,0,826,541,74,40,2403,166,0,255,2,4,0,0,0,0,0,6,2140,357,3216,210,47,0,0,204,16,304,39,5,7,0,69,21,116,3,2,0,0,0,0,0,0,0,0,0,35,2,50,5,0,0,0,4,0,15,2,0,0,0,153,105,262,13,0,0,3,507,325,1019,27,4,0,6,1662,1140,229,75,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686657.16816600000,3414.74785849000
Residential,1,SAN,SANDSTONE VALLEY,NORTH,RECENT SUBURBS,1980s,BUILT-OUT,Tamara Tannis,Tamara.Tannis@calgary.ca,2005,,6653,2112,301,0,1910,1679,44,0,0,385,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,1,0,0,0,42,25,128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,343,787,6,0,0,0,1661,1542,5731,17,0,1,0,228,506,465,780,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800387.38615000000,5467.20427156000
Residential,1,EDG,EDGEMONT,NORTHWEST,RECENT SUBURBS,1980s,BUILT-OUT,Paul Donker,paul.donker@calgary.ca,2005,,17157,5415,826,0,4814,4405,258,0,291,450,0,10,0,0,0,1,0,0,0,0,273,102,515,18,0,0,0,9,3,13,1,0,0,0,257,184,686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,126,0,0,0,0,438,318,975,12,0,0,0,4376,4207,14842,29,0,0,1,466,1495,1061,2097,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6619606.27149000000,11499.70715630000
