Nombre,Temas,Subtemas,Tipos,Subtipos,Subsubtipos,Perfiles,País,Provincia,Municipio,Distrito,Calle,Número,Bloque,Portal,Escalera,Planta,Puerta,Localidad,C.P.,Georreferenciación,Coordenada X (UTM),Coordenada Y (UTM),Coordenada X,Coordenada Y,CIF,Teléfono,Fax,Email,Web,Texto
"Parada autobús CARRETERA DE FUENCARRAL - FRENTE A CENTRO COMERCIAL PLANET CARREFOUR","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CR FUENCARRAL","","","","","","","Alcobendas","","center=40.526427493443634,-3.653659864100725&info=Parada autobús CR.FUENCARRAL - FRENTE A C.C. CARREFOUR",444634.43000008963,4486393.41,40.526427493443634,-3.653659864100725,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_4062334839253"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2263"">157C. Madrid-Alcobendas (Paseo de la Chopera)</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CARRETERA DE FUENCARRAL - PARQUE DE LA CONSTITUCIÓN","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CR FUENCARRAL","","","","","","","Alcobendas","","center=40.53027667069492,-3.6479424887408443&info=Parada autobús CTRA. DE FUENCARRAL - PARQUE CONSTITUCIÓN",445121.84000008425,4486817.1000000015,40.53027667069492,-3.6479424887408443,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_255847556103"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2263"">157C. Madrid-Alcobendas-Estaci&oacute;n de Valdelasfuentes</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CARRETERA DE FUENCARRAL - POLÍGONO INDUSTRIAL CALABOZOS","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CR FUENCARRAL","76","","","","","","Alcobendas","","center=40.52613394400472,-3.6550350223886863&info=Parada autobús CTRA.FUENCARRAL - POL IND.CALABOZOS",444517.71000009094,4486361.690000001,40.52613394400472,-3.6550350223886863,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_2204544706381"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2249"">L-6. Estaci&oacute;n FFCC. Valdelasfuentes-Pol&iacute;gono Industrial</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2257"">154. Madrid-S.S. Reyes Circular (Chamartin - Por Fuencarral) </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2262"">157. Madrid-Alcobendas (Paseo de la Chopera)</a> </li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2263"">157C. Madrid-Alcobendas-Estaci&oacute;n de Valdelasfuentes</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CARRETERA DEL GOLOSO - COLEGIO PADRE MANYANET (sentido Madrid)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CR GOLOSO","Km 4,100","","","","","","Alcobendas","","center=40.55276221931753,-3.675331120412632&info=Parada autobús CTRA.GOLOSO - COLEGIO P.MANYANET",442821.2381001125,4489330.446200001,40.55276221931753,-3.675331120412632,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_3865232337841"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2274"">827. Madrid (Canillejas)-T4-S.S Reyes-Alcobendas-Univ. Aut&oacute;noma-Tres Cantos</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2275"">827A. Universidad Aut&oacute;noma-Alcobendas-S.S Reyes </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2276"">828. Universidad Aut&oacute;noma-Alcobendas-T4-Recintos Feriales-Canillejas</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CARRETERA DEL GOLOSO - COLEGIO PADRE MANYANET (sentido Tres Cantos)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CR GOLOSO","Km 4,100","","","","","","Alcobendas","","center=40.55310273471483,-3.675491208949714&info=Parada autobús CTRA.GOLOSO - COLEGIO P.MANYANET",442807.9734001126,4489368.347999999,40.55310273471483,-3.675491208949714,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_3865232337841"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2274"">827. Madrid (Canillejas)-T4-S.S Reyes-Alcobendas-Univ. Aut&oacute;noma-Tres Cantos</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2275"">827A. Universidad Aut&oacute;noma-Alcobendas-S.S Reyes </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2276"">828. Universidad Aut&oacute;noma-Alcobendas-T4-Recintos Feriales-Canillejas</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CARRETERA DEL MEDIODÍA - PUENTE DEL ENCINAR","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CTRA MEDIODIA 34","","","","","","","Alcobendas","","center=40.5110566934585,-3.6517768925192198&info=Parada autobús CTRA MEDIODIA - P. ENCINAR",444781.31000008795,4484686.05,40.5110566934585,-3.6517768925192198,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_1870699985272"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2247"">L-3. Arroyo de la Vega-Soto de la Moraleja-El Encinar de los Reyes</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CARRETERA DEL MEDIODÍA - URBANIZACIÓN PUERTA DEL ENCINAR","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL CAMINO DEL CURA","","","","","","","Alcobendas","","center=40.50943277454921,-3.6469324466280346&info=Parada autobús CTRA MEDIODIA - Urb. P. ENCINAR",445190.41320008336,4484502.771399999,40.50943277454921,-3.6469324466280346,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_1238207323303"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2247"">L-3. Arroyo de la Vega-Soto de la Moraleja-El Encinar de los Reyes</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CARRETERA DEL MEDIODIA - VEREDA DE PALACIO","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL CAMINO DEL CURA","(frente a nº10)","","","","","","Alcobendas","","center=40.50807307570372,-3.645219084957798&info=Parada autobús Ctra Mediodia-V.Palacio",445334.470000082,4484350.779999999,40.50807307570372,-3.645219084957798,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_2381956118382"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2247"">L-3. Arroyo de la Vega-Soto de la Moraleja-El Encinar de los Reyes</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús JOSE DEL HIERRO - ESTACIÓN VALDELASFUENTES","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"PS VALDELASFUENTES","2","","","","","","Alcobendas","","center=40.54830529426472,-3.6532577102395476&info=Parada autobús J.HIERRO - ESTACIÓN VALDELASFUENTES",444686.4896000891,4488821.630499999,40.54830529426472,-3.6532577102395476,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_7276005386138"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11.&nbsp;&nbsp;L&iacute;nea Circular</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús PASEO DE ALCOBENDAS - CALLE DE LA SALVIA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"PS ALCOBENDAS","3","","","","","","Alcobendas","","center=40.525001167076056,-3.6313407191210554&info=Copia Parada autobús Pº ALCOBENDAS - C/SALVIA",446523.76000007027,4486221.310000001,40.525001167076056,-3.6313407191210554,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_4000757454290"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2244"">L-1. Arroyo de la Vega-Soto de la Moraleja-La Moraleja</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús PASEO DE ALCOBENDAS - CALLE DE LA VEREDILLA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"PS ALCOBENDAS","6","","","","","","Alcobendas","","center=40.524957086473854,-3.631592952213845&info=Parada autobús PºALCOBENDAS - C/VEREDILLA",446502.36000007053,4486216.57,40.524957086473854,-3.631592952213845,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_5224375386399"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2244"">L-1. Arroyo de la Vega-Soto de la Moraleja-La Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2246"">L-2.&nbsp;&nbsp;Alcobendas-La Moraleja</a><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2276"">&nbsp;</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús PASEO DE ALCOBENDAS - CALLE DEL CAMINO ANCHO","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"PS ALCOBENDAS","8","","","","","","Alcobendas","","center=40.527252336559776,-3.6265858310449057&info=Parada autobús PºALCOBENDAS - C/CAMINO ANCHO",446928.2900000666,4486468.32,40.527252336559776,-3.6265858310449057,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_5224375386399"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2244"">L-1. Arroyo de la Vega-Soto de la Moraleja-La Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2246"">L-2.&nbsp;&nbsp;Alcobendas-La Moraleja</a><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2276"">&nbsp;</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús PASEO DE ALCOBENDAS - CENTRO COMERCIAL EL BULEVAR","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"PS ALCOBENDAS","10","","","","","","Alcobendas","","center=40.528007325535924,-3.622042535285843&info=Parada autobús PºALCOBENDAS - C.C. EL BULEVAR",447313.7000000633,4486549.399999999,40.528007325535924,-3.622042535285843,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_5224375386399"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2244"">L-1. Arroyo de la Vega-Soto de la Moraleja-La Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2246"">L-2.&nbsp;&nbsp;Alcobendas-La Moraleja</a><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2276"">&nbsp;</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús PASEO DE ALCOBENDAS - COLEGIO SAN PATRICIO","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"PS ALCOBENDAS","9","","","","","","Alcobendas","","center=40.52695468358248,-3.6282944962777033&info=Parada autobús Pº ALCOBENDAS - Cº ANCHO",446783.3300000679,4486436.31,40.52695468358248,-3.6282944962777033,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_4000757454290"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2244"">L-1. Arroyo de la Vega-Soto de la Moraleja-La Moraleja</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús PASEO DE ALCOBENDAS - URBANIZACIÓN LEVIT PARK","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"PS ALCOBENDAS","14","","","","","","Alcobendas","","center=40.527168391567564,-3.6120433309759776&info=Parada autobús PºALCOBENDAS - URB.LEVIT PARK",448159.98000005656,4486450.350000001,40.527168391567564,-3.6120433309759776,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_7399398187019"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2244"">L-1.&nbsp;Arroyo de la Vega-Soto de la Moraleja-La Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2246"">L-2.&nbsp;Alcobendas-La Moraleja</a><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2276"">&nbsp;</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús PASEO DE ALCOBENDAS - VEREDA DE LAS PEÑAS","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"PS ALCOBENDAS","12","","","","","","Alcobendas","","center=40.52747220249844,-3.617523541359234&info=Parada autobús PºALCOBENDAS - C/VEREDA PEÑAS",447696.04000006017,4486487.309999999,40.52747220249844,-3.617523541359234,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_5224375386399"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2244"">L-1. Arroyo de la Vega-Soto de la Moraleja-La Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2246"">L-2.&nbsp;&nbsp;Alcobendas-La Moraleja</a><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2276"">&nbsp;</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús PASEO DE FUENTELUCHA - CALLE DE LA FANTASÍA (Impares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"PS FUENTELUCHA","7","","","","","","Alcobendas","","center=40.55201791626028,-3.6602486121289943&info=Parada autobús Pº FUENTELUCHA - C/FANTASÍA",444097.63000009605,4489238.149999998,40.55201791626028,-3.6602486121289943,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_5362562436870"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2252"">C-10. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada</h5><ul class=""tipo1"">	<li>	<p>	<a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2276"">828. Universidad Aut&oacute;noma-Alcobendas-T4-Recintos Feriales-Canillejas</a>	</p>	</li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús PASEO DE FUENTELUCHA - CALLE DE LA FANTASÍA (Pares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"PS FUENTELUCHA","12","","","","","","Alcobendas","","center=40.55307077188884,-3.6593824708976923&info=Parada autobús Pº FUENTELUCHA - C/ FANTASÍA",444171.8400000952,4489354.47,40.55307077188884,-3.6593824708976923,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_7710172250249"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2263"">157C. Madrid-Alcobendas (Paseo de la Chopera)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2277"">N-101. (L&iacute;nea Nocturna). Madrid (Plaza de Castilla) - Alcobendas</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús PASEO DE FUENTELUCHA - CALLE DE LA SUERTE","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"PS FUENTELUCHA","20","","","","","","Alcobendas","","center=40.55452974000444,-3.660110646770711&info=Parada autobús Pº FUENTELUCHA - C/ SUERTE",444111.4000000959,4489516.879999997,40.55452974000444,-3.660110646770711,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_4695309603024"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2252"">C-10. L&iacute;nea Circular</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús PASEO DE FUENTELUCHA - CALLE DE LOS SUEÑOS","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"PS FUENTELUCHA","","","","","","","Alcobendas","","center=40.55077499298733,-3.65953403697535&info=Parada autobús Pº FUENTELUCHA - C/ SUEÑOS",444157.10000009526,4489099.73,40.55077499298733,-3.65953403697535,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_8991300663755"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2263"">157C. Madrid-Alcobendas-Estaci&oacute;n de Valdelasfuente</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2276"">828. Universidad Aut&oacute;noma-Alcobendas-T4-Recintos Feriales-Canillejas</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2277"">N-101. (L&iacute;nea Nocturna). Madrid (Plaza de Castilla) - Alcobendas </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús PASEO DE LA CHOPERA - AVENIDA DE CAMILO JOSÉ CELA (impares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"PS CHOPERA","263","","","","","","Alcobendas","","center=40.544964492722116,-3.656586798425838&info=Parada autobús PASEO CHOPERA - AVENIDA CAMILO JOSÉ CELA",444401.8400000924,4488452.89,40.544964492722116,-3.656586798425838,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_359996310631"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2262"">157. Madrid-Alcobendas (Paseo de la Chopera) </a>&nbsp;</li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús PASEO DE LA CHOPERA - AVENIDA DE CAMILO JOSÉ CELA (pares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"PS CHOPERA","178","","","","","","Alcobendas","","center=40.54517174830927,-3.656831270608818&info=Parada autobús Pº CHOPERA-AV. CAMILO J. CELA ",444381.3100000926,4488476.05,40.54517174830927,-3.656831270608818,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_3628717762001"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2246"">L-2. Alcobendas-La Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2262"">157. Madrid-Alcobendas (Paseo de la Chopera) </a>&nbsp;</li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2277"">L&iacute;nea N101. (L&iacute;nea Nocturna). Madrid- Alcobendas </a></li></ul></div></div><!--fin fichaterritoriales-->"
